META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-02 16:23:42 GMT+3; 2016-10-04 19:45; e70300-dr003
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 15:45:33 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 9/20; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 1/2; 1/2; 5/12; 10/21; 4/7; ; ; 2/5; 8/15; 1/2; 3/8; 5/12; 5/11; 2/5; 3/8; ; 6/13; ; ; 1/2; 4/9; 
Draw; 16/5; 3; 17/5; 3; 3; 3; 18/5; 16/5; 7/2; 16/5; 10/3; 3; ; ; 10/3; 10/3; 7/2; 17/5; 16/5; 10/3; 3; 17/5; ; 33/10; ; ; 7/2; 3; 
FC United of Manchester; 5; 9/2; 5; 5; 9/2; 9/2; 21/4; 7/2; 5; 5; 11/2; 10/3; ; ; 9/2; 5; 9/2; 21/4; 5; 11/2; 5; 21/4; ; 22/5; ; ; 26/5; 24/5; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 16:25:51 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 9/20; 4/9; 1/2; 4/9; 4/9; 4/9; 9/20; 2/5; 1/2; 5/12; 10/21; 4/7; ; ; 4/9; 8/15; 4/9; 3/8; 5/12; 5/11; 2/5; 3/8; ; 6/13; ; ; 1/2; 2/5; 
Draw; 16/5; 3; 17/5; 3; 3; 3; 18/5; 10/3; 19/5; 16/5; 10/3; 3; ; ; 16/5; 10/3; 7/2; 17/5; 16/5; 10/3; 3; 17/5; ; 33/10; ; ; 7/2; 3; 
FC United of Manchester; 5; 9/2; 5; 5; 9/2; 9/2; 21/4; 5; 21/4; 5; 11/2; 10/3; ; ; 9/2; 5; 5; 53/10; 5; 11/2; 5; 53/10; ; 22/5; ; ; 26/5; 23/5; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 17:45:43 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 2/5; 2/5; 40/85; 4/9; 4/9; 4/9; 4/9; 4/9; 1/2; 2/5; 4/9; 4/7; ; 21/50; 4/9; 9/20; 1/2; 3/8; 5/12; 5/11; 2/5; 4/11; ; 5/12; ; ; 4/9; 4/9; 
Draw; 10/3; 3; 7/2; 10/3; 16/5; 3; 15/4; 10/3; 19/5; 16/5; 7/2; 3; ; 10/3; 16/5; 15/4; 7/2; 17/5; 16/5; 10/3; 3; 7/2; ; 38/11; ; ; 7/2; 3; 
FC United of Manchester; 11/2; 5; 11/2; 9/2; 4; 9/2; 21/4; 9/2; 21/4; 21/4; 11/2; 10/3; ; 5; 9/2; 11/2; 9/2; 53/10; 5; 11/2; 5; 61/11; ; 49/10; ; ; 28/5; 5; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 18:34:08 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/11; 4/11; 4/9; 4/11; 4/11; 4/9; 4/9; 1/3; 4/9; 3/8; 2/5; 4/7; ; 4/11; 4/11; 9/20; 2/5; 1/3; 3/8; 4/11; 4/11; ; ; 3/8; ; ; 4/9; 2/5; 
Draw; 7/2; 16/5; 18/5; 7/2; 10/3; 3; 19/5; 7/2; 4; 7/2; 7/2; 3; ; 7/2; 7/2; 15/4; 7/2; 7/2; 7/2; 15/4; 7/2; ; ; 18/5; ; ; 7/2; 10/3; 
FC United of Manchester; 6; 11/2; 11/2; 5; 5; 9/2; 13/2; 11/2; 11/2; 11/2; 13/2; 10/3; ; 6; 5; 11/2; 6; 6; 11/2; 27/4; 11/2; ; ; 27/5; ; ; 32/5; 27/5; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 19:45:37 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/11; 4/11; 4/9; 2/5; 4/11; 4/9; 2/5; 1/3; 4/9; 3/8; 2/5; 4/7; ; 4/11; 4/11; 9/20; 2/5; 10/29; 3/8; 2/5; 4/11; ; ; 3/8; ; ; 4/9; 2/5; 
Draw; 7/2; 10/3; 18/5; 16/5; 10/3; 3; 19/5; 7/2; 4; 7/2; 7/2; 3; ; 7/2; 17/5; 15/4; 7/2; 39/11; 7/2; 18/5; 7/2; ; ; 18/5; ; ; 7/2; 10/3; 
FC United of Manchester; 6; 11/2; 6; 11/2; 5; 9/2; 13/2; 11/2; 11/2; 11/2; 6; 10/3; ; 6; 5; 11/2; 6; 59/10; 11/2; 25/4; 11/2; ; ; 27/5; ; ; 31/5; 27/5; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 20:26:03 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/11; 4/11; 4/9; 4/11; 4/11; 4/9; 4/11; 1/3; 4/9; 3/8; 2/5; 2/5; ; 4/11; 4/11; 4/9; 2/5; 3/8; 3/8; 2/5; 4/11; ; ; 2/5; ; ; 4/9; 2/5; 
Draw; 7/2; 16/5; 18/5; 7/2; 10/3; 3; 15/4; 7/2; 4; 7/2; 15/4; 17/5; ; 7/2; 7/2; 7/2; 7/2; 38/11; 7/2; 18/5; 7/2; ; ; 39/11; ; ; 7/2; 10/3; 
FC United of Manchester; 6; 11/2; 6; 5; 5; 9/2; 7; 11/2; 11/2; 11/2; 6; 11/2; ; 6; 5; 13/2; 6; 21/4; 11/2; 25/4; 11/2; ; ; 26/5; ; ; 6; 27/5; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 21:45:31 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/11; 4/11; 2/5; 4/11; 4/11; 2/5; 2/5; 1/3; 4/9; 3/8; 2/5; 4/11; ; 4/11; 2/5; 4/9; 4/11; 10/29; 3/8; 2/5; 4/11; ; ; 3/8; ; ; 4/9; 2/5; 
Draw; 15/4; 10/3; 15/4; 10/3; 10/3; 3; 19/5; 7/2; 4; 7/2; 15/4; 18/5; ; 7/2; 17/5; 15/4; 4; 37/10; 7/2; 18/5; 7/2; ; ; 18/5; ; ; 7/2; 7/2; 
FC United of Manchester; 6; 11/2; 6; 11/2; 5; 5; 13/2; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 5; 6; 6; 27/5; 11/2; 25/4; 11/2; ; ; 53/10; ; ; 28/5; 32/5; 
