META; english/fa-cup/maidstone-v-rochdale; 2016-10-30 20:25:03 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 8/11; 8/11; 3/4; ; 7/10; ; 7/10; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 11/4; 27/10; ; 11/4; ; 11/4; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; 7/2; 10/3; 18/5; ; 10/3; ; 17/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-10-31 00:23:21 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 8/11; 8/11; 3/4; ; 7/10; ; 7/10; ; ; ; 7/10; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 3/4; 5/6; 5/6; ; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; ; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 27/10; 12/5; ; 5/2; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 23/10; 23/10; 
Maidstone; ; 7/2; 17/5; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 3; 7/2; ; 7/2; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-05 19:46:39 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 3/4; 5/6; 8/11; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 4/6; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 12/5; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 12/5; 23/10; 
Maidstone; ; 7/2; 7/2; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 10/3; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-05 20:23:41 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 3/4; 5/6; 8/11; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 12/5; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 11/4; 23/10; 
Maidstone; ; 7/2; 7/2; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 10/3; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 10/3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-05 21:45:59 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 3/4; 5/6; ; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 12/5; ; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 11/4; 23/10; 
Maidstone; ; 7/2; 7/2; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; ; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 10/3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-05 23:45:34 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 4/5; 5/6; 8/11; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 4/6; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 11/4; 12/5; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 14/5; 23/10; 
Maidstone; ; 7/2; 7/2; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 16/5; 7/2; 10/3; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 00:22:57 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 4/5; 4/5; 8/11; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 4/6; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 11/4; 11/4; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 14/5; 23/10; 
Maidstone; ; 7/2; 7/2; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 16/5; 16/5; 10/3; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 10/3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 00:54:02 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 4/5; 4/5; 8/11; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 4/6; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 11/4; 11/4; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 14/5; 23/10; 
Maidstone; ; 7/2; 7/2; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 16/5; 16/5; 10/3; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 10/3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 01:45:30 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 4/5; 4/5; 8/11; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 11/4; 11/4; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 14/5; 23/10; 
Maidstone; ; 7/2; 7/2; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 16/5; 16/5; 10/3; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 10/3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 03:45:27 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 3/4; 4/5; 8/11; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 11/4; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 14/5; 12/5; 
Maidstone; ; 7/2; 7/2; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 16/5; 10/3; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 10/3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 04:21:35 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 3/4; 4/5; 8/11; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 4/6; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 11/4; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 14/5; 14/5; 
Maidstone; ; 7/2; 7/2; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 16/5; 10/3; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 10/3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 05:45:29 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 3/4; 4/5; 8/11; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 8/11; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 11/4; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 14/5; 14/5; 
Maidstone; ; 7/2; 7/2; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 16/5; 10/3; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 10/3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 06:30:27 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 3/4; 4/5; 8/11; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 8/11; 
Draw; ; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 11/4; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 11/4; 14/5; 
Maidstone; ; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 16/5; 10/3; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 7/2; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 07:45:32 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 8/11; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 3/4; 4/5; 8/11; 3/4; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 8/11; 
Draw; ; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 11/4; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 11/4; 14/5; 
Maidstone; ; 7/2; 7/2; 15/4; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 16/5; 10/3; 18/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 7/2; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 08:21:52 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 3/4; 4/5; 8/11; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 8/11; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 11/4; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 11/4; 14/5; 
Maidstone; ; 7/2; 7/2; 15/4; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 16/5; 10/3; 15/4; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 7/2; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 09:45:26 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 4/5; 4/5; 8/11; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 8/11; 
Draw; ; 14/5; 27/10; 13/5; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 11/4; 11/4; 11/4; 13/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 11/4; 11/4; 
Maidstone; ; 7/2; 7/2; 15/4; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 16/5; 16/5; 10/3; 15/4; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 7/2; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 11:45:34 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 8/11; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 4/5; 4/5; 8/11; 8/11; 8/11; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 8/11; 
Draw; ; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 11/4; 11/4; 11/4; 13/5; 11/4; ; ; ; 11/4; ; ; ; ; ; ; ; 11/4; 11/4; 
Maidstone; ; 7/2; 7/2; 15/4; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 16/5; 16/5; 10/3; 15/4; 7/2; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 7/2; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 12:23:13 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 8/11; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 4/5; 4/5; 8/11; 8/11; 8/11; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 8/11; 
Draw; ; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 11/4; 11/4; 11/4; 13/5; 11/4; ; ; ; 11/4; ; ; ; ; ; ; ; 11/4; 11/4; 
Maidstone; ; 7/2; 7/2; 15/4; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 16/5; 16/5; 10/3; 18/5; 7/2; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 7/2; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 12:53:06 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 8/11; 4/5; 4/5; 8/11; 8/11; 8/11; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 8/11; 
Draw; ; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 11/4; 11/4; 13/5; 11/4; ; ; ; 11/4; ; ; ; ; ; ; ; 27/10; 11/4; 
Maidstone; ; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 16/5; 10/3; 18/5; 7/2; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 7/2; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 13:45:33 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 8/11; 3/4; 4/5; 3/4; 8/11; 8/11; 8/11; 8/11; 4/5; 4/5; 7/10; 8/11; 8/11; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 8/11; 
Draw; ; 14/5; 11/4; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 11/4; 11/4; 13/5; 11/4; ; ; ; 11/4; ; ; ; ; ; ; ; 14/5; 11/4; 
Maidstone; ; 7/2; 18/5; 7/2; 7/2; 37/10; 18/5; 7/2; 7/2; 7/2; 10/3; 16/5; 7/2; 15/4; 7/2; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 7/2; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 15:45:32 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 8/11; 3/4; 4/5; 3/4; 8/11; 8/11; 8/11; 8/11; 3/4; 4/5; 7/10; 8/11; 8/11; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; 8/11; 
Draw; ; 14/5; 11/4; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 11/4; 11/4; 13/5; 11/4; ; ; ; 11/4; ; ; ; ; ; ; ; 14/5; 11/4; 
Maidstone; ; 7/2; 18/5; 7/2; 7/2; 37/10; 18/5; 7/2; 7/2; 7/2; 7/2; 16/5; 7/2; 15/4; 7/2; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2; 7/2; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 16:23:38 GMT+2; 2016-11-06 14:00; In Play; e70300-dr003
Rochdale; ; ; ; ; ; ; ; ; ; 21/10; 7/10; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; 
Draw; ; ; ; ; ; ; ; ; ; 9/4; 12/5; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; 
Maidstone; ; ; ; ; ; ; ; ; ; 23/20; 19/5; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-06 17:45:28 GMT+2; 2016-11-06 14:00; In Play; e70300-dr003
Maidstone; ; ; ; ; ; ; ; ; ; 1/5; 1/3; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; 
Draw; ; ; ; ; ; ; ; ; ; 15/4; 14/5; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; 
Rochdale; ; ; ; ; ; ; ; ; ; 28; 18; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19; 
