META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-02 16:23:56 GMT+3; 2016-10-05 19:45; e70300-dr003
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 23:45:25 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 00:24:36 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 17/2; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 00:54:53 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 01:45:25 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 03:45:25 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 04:24:08 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 2/7; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 05:45:26 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 2/7; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 17/2; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 06:32:03 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 17/2; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 07:45:25 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 76/13; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 08:24:05 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 76/13; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 09:45:25 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 2/7; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 26/5; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 13/2; 76/13; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 11:45:25 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 2/7; 2/7; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; ; ; ; ; ; ; ; ; 3/10; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 13/2; 13/2; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 13/2; 76/13; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 12:25:54 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 2/7; 2/7; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; ; ; ; ; ; ; ; ; 3/10; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 13/2; 13/2; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 13/2; 76/13; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 12:58:41 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 3/10; 2/7; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; ; ; ; ; ; ; ; ; 1/3; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 13/2; 13/2; 13/2; 6; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 13/2; 76/13; ; ; ; ; ; ; ; ; 36/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 13:45:27 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 3/10; 2/7; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; ; ; ; ; ; ; ; ; 1/3; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 13/2; 13/2; 13/2; 6; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 13/2; 76/13; ; ; ; ; ; ; ; ; 36/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 15:45:32 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 3/10; 2/7; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 26/5; ; 
Hadley; 11/2; 13/2; 13/2; 13/2; 6; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 13/2; 76/13; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 16:24:58 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 3/10; 2/7; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 26/5; ; 
Hadley; 11/2; 13/2; 13/2; 13/2; 6; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 13/2; 76/13; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 17:45:27 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 2/7; 2/7; ; 2/7; 1/4; 1/3; 2/7; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; 2/7; ; 2/7; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 9/2; ; 5; 9/2; 21/4; 9/2; ; 4; ; ; 4; 5; 9/2; 49/11; 9/2; ; 9/2; ; ; ; ; ; 26/5; ; 
Hadley; 11/2; 6; 13/2; 13/2; 6; ; 7; 6; 13/2; 11/2; ; 6; ; ; 15/2; 15/2; 13/2; 57/10; 11/2; ; 11/2; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 18:33:02 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 2/7; 2/7; ; 2/7; 1/4; 1/3; 2/7; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; 2/7; ; 2/7; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 9/2; ; 5; 9/2; 21/4; 9/2; ; 4; ; ; 4; 5; 9/2; 49/11; 9/2; ; 9/2; ; ; ; ; ; 26/5; ; 
Hadley; 11/2; 13/2; 13/2; 13/2; 6; ; 13/2; 6; 13/2; 11/2; ; 6; ; ; 15/2; 15/2; 13/2; 57/10; 11/2; ; 11/2; ; ; ; ; ; 21/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 19:45:26 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 2/7; 2/7; ; 2/7; 1/4; 1/3; 2/7; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; 2/7; ; 2/7; ; ; ; ; ; 4/11; ; 
Draw; 9/2; 4; 17/4; 4; 9/2; ; 5; 9/2; 21/4; 9/2; ; 4; ; ; 4; 5; 9/2; 49/11; 9/2; ; 9/2; ; ; ; ; ; 10/3; ; 
Hadley; 11/2; 13/2; 13/2; 6; 6; ; 13/2; 6; 13/2; 11/2; ; 6; ; ; 13/2; 15/2; 13/2; 57/10; 11/2; ; 11/2; ; ; ; ; ; 21/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 20:24:53 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 2/7; 2/7; ; 2/7; 1/4; 1/3; 2/7; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; 2/7; ; 2/7; ; ; ; ; ; 4/11; ; 
Draw; 9/2; 4; 17/4; 4; 9/2; ; 5; 9/2; 21/4; 9/2; ; 4; ; ; 4; 5; 9/2; 49/11; 9/2; ; 9/2; ; ; ; ; ; 10/3; ; 
Hadley; 11/2; 13/2; 13/2; 6; 6; ; 13/2; 6; 13/2; 11/2; ; 6; ; ; 13/2; 15/2; 13/2; 57/10; 11/2; ; 11/2; ; ; ; ; ; 21/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-05 21:45:26 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 2/7; 2/7; ; 2/7; 1/4; 1/3; 2/7; ; 2/7; ; ; 1/4; 30/100; 3/10; 5/18; 2/7; ; 2/7; ; ; ; ; ; 2/7; ; 
Draw; 9/2; 4; 17/4; 4; 9/2; ; 5; 9/2; 21/4; 9/2; ; 4; ; ; 4; 5; 9/2; 49/11; 9/2; ; 9/2; ; ; ; ; ; 5; ; 
Hadley; 11/2; 13/2; 13/2; 13/2; 6; ; 13/2; 6; 13/2; 11/2; ; 6; ; ; 13/2; 15/2; 13/2; 57/10; 11/2; ; 11/2; ; ; ; ; ; 37/5; ; 
