META; english/fa-cup/hartlepool-v-stamford; 2016-10-30 20:24:58 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; ; 1/5; ; 2/11; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/2; 5; 11/2; ; 5; ; 11/2; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stamford; 10; 10; 11; ; 10; ; 12; ; ; ; 12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-10-31 00:23:19 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; ; 1/5; ; 2/11; ; ; ; 1/5; ; ; ; 2/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stamford; 11; 11; 11; 10; 12; ; 12; 11; 11; 10; 11; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 39/5; 5/6; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-05 23:45:31 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 2/9; 1/4; 1/5; 1/5; 2/9; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 6; 11/2; 5; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 21/5; 
Stamford; 11; 11; 11; 10; 12; ; 12; 11; 11; 10; 11; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 39/5; 4/6; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 00:22:54 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 2/9; 1/4; 1/5; 1/5; 2/9; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 6; 11/2; 5; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 21/5; 
Stamford; 11; 11; 11; 10; 12; ; 12; 11; 11; 10; 11; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 39/5; 4/6; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 00:53:59 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 2/9; 1/4; 1/5; 1/5; 2/9; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; ; 
Draw; 6; 11/2; 5; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 11; 11; 11; 10; 12; ; 12; 11; 11; 10; 11; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 39/5; 4/7; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 01:45:27 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 2/9; 1/4; 1/5; 1/5; 2/9; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 6; 11/2; 5; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 11; 11; 11; 10; 12; ; 12; 11; 11; 10; 11; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 39/5; 4/7; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 03:45:25 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 2/9; 1/4; 1/5; 1/5; 2/9; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 6; 11/2; 5; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 11; 11; 11; 10; 12; ; 12; 11; 11; 10; 11; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 39/5; 8/13; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 04:21:31 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 2/9; 1/4; 1/5; 1/5; 2/9; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 6; 11/2; 5; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 11; 11; 11; 10; 12; ; 12; 11; 11; 10; 11; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 39/5; 4/7; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 05:45:27 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 2/9; 1/4; 1/5; 1/5; 2/9; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 6; 11/2; 5; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 11; 11; 11; 10; 12; ; 12; 11; 11; 10; 11; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 39/5; 4/7; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 06:30:25 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 2/9; 1/4; 1/5; 1/5; 2/9; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 6; 11/2; 5; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 11; 11; 11; 10; 12; ; 12; 11; 11; 10; 11; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 39/5; 4/7; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 07:45:30 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 2/9; 1/4; 1/5; 1/5; 2/9; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 6; 11/2; 5; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 11; 11; 11; 10; 12; ; 12; 11; 11; 10; 11; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 39/5; 27/5; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 08:21:50 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 1/5; 2/9; 1/5; ; 2/11; 1/5; 1/5; 1/5; 2/11; 1/4; 1/5; 2/11; 2/11; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 6; 6; 11/2; 9/2; 5; 6; 11/2; ; ; ; 5; ; ; ; ; ; 5; ; 11/2; 9/2; 
Stamford; 13; 11; 12; 10; 12; ; 16; 11; 11; 12; 14; 11; 12; 12; 14; ; ; ; 11; ; ; ; ; ; 11; ; 9; 31/5; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 09:45:24 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 1/5; 2/9; 1/5; ; 2/11; 1/5; 1/5; 1/5; 2/11; 1/4; 1/5; 2/11; 2/11; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 11/2; 6; 11/2; 9/2; 5; 6; 11/2; ; ; ; 5; ; ; ; ; ; 5; ; 11/2; 22/5; 
Stamford; 13; 11; 12; 10; 12; ; 16; 11; 12; 12; 14; 11; 12; 14; 14; ; ; ; 11; ; ; ; ; ; 11; ; 9; 29/5; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 11:45:31 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 1/5; 2/11; 1/5; ; 2/11; 2/9; 1/5; 1/5; 1/6; 1/4; 2/11; 2/11; 2/11; ; ; ; 2/9; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 11/2; 11/2; 6; 11/2; 9/2; 21/4; 6; 11/2; ; ; ; 21/4; ; ; ; ; ; 5; ; 11/2; 22/5; 
Stamford; 13; 11; 12; 14; 12; ; 16; 10; 12; 12; 14; 11; 14; 14; 14; ; ; ; 35/4; ; ; ; ; ; 11; ; 41/5; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 12:23:09 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 1/5; 2/11; 1/5; ; 2/11; 2/9; 1/5; 1/5; 1/6; 1/4; 2/11; 2/11; 2/11; ; ; ; 2/9; ; ; ; ; ; 1/4; ; 2/9; 1/6; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 11/2; 11/2; 6; 11/2; 9/2; 21/4; 6; 11/2; ; ; ; 21/4; ; ; ; ; ; 5; ; 28/5; 22/5; 
Stamford; 13; 11; 12; 14; 12; ; 16; 10; 12; 12; 14; 11; 14; 14; 14; ; ; ; 35/4; ; ; ; ; ; 11; ; 69/5; 51/5; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 12:53:03 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 1/5; 2/11; 1/5; ; 2/11; 2/9; 1/5; 1/5; 2/11; 1/4; 2/11; 2/11; 2/11; ; ; ; 2/9; ; ; ; ; ; 1/4; ; 2/9; 1/7; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 11/2; 11/2; 6; 11/2; 9/2; 21/4; 6; 11/2; ; ; ; 21/4; ; ; ; ; ; 5; ; 28/5; 22/5; 
Stamford; 13; 11; 12; 14; 12; ; 16; 10; 12; 12; 14; 11; 14; 14; 14; ; ; ; 35/4; ; ; ; ; ; 11; ; 69/5; 8; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 13:45:31 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 1/5; 2/11; 1/5; ; 2/11; 1/6; 1/5; 1/5; 2/11; 1/4; 2/11; 2/11; 2/11; ; ; ; 2/9; ; ; ; ; ; 1/4; ; 2/9; 2/13; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 11/2; 11/2; 6; 11/2; 9/2; 21/4; 6; 11/2; ; ; ; 21/4; ; ; ; ; ; 5; ; 26/5; 21/5; 
Stamford; 13; 11; 12; 12; 12; ; 16; 14; 12; 12; 14; 11; 14; 14; 14; ; ; ; 35/4; ; ; ; ; ; 11; ; 69/5; 8; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 15:45:30 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 1/5; 2/11; 1/5; ; 1/5; 1/6; 1/5; 1/5; 2/11; 1/4; 2/11; 2/11; 2/11; ; ; ; 2/9; ; ; ; ; ; 1/5; ; 2/9; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 11/2; 6; 6; 11/2; 9/2; 11/2; 11/2; 11/2; ; ; ; 21/4; ; ; ; ; ; 11/2; ; 26/5; 4; 
Stamford; 13; 11; 12; 14; 12; ; 16; 14; 12; 14; 12; 11; 12; 14; 14; ; ; ; 35/4; ; ; ; ; ; 12; ; 34/5; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 16:23:36 GMT+2; 2016-11-06 14:00; In Play; e70300-dr003
Hartlepool; 1/4; ; ; 1/5; ; ; ; 2/9; ; 1/4; 1/5; 1/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; 
Draw; 9/2; ; ; 9/2; ; ; ; 4; ; 4; 11/2; 24/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; 
Stamford; 11; ; ; 10; ; ; ; 11; ; 10; 12; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 53/5; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-06 17:45:26 GMT+2; 2016-11-06 14:00; In Play; e70300-dr003
Hartlepool; 4/9; ; ; 1/500; ; ; ; ; ; ; 1/1000; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 66; ; ; ; 500; ; ; 125; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stamford; 17/2; ; ; 100; ; ; ; 500; ; ; 200; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
