META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-06 00:19:58 GMT+2; 2017-01-07 12:00; e70300-dr003
Granada; 25; ; ; 28; ; ; 45; ; 28; ; 40; ; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-14 08:18:55 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/22; ; 1/18; ; 1/18; ; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 14; 13; 12; 9; 12; 13; 37/2; 11; 12; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 45; ; 28; ; 40; ; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-14 12:19:41 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/22; ; 1/18; ; 1/18; ; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 14; 13; 12; 9; 12; 13; 37/2; 11; 12; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 45; ; 28; ; 40; ; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-14 16:19:59 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; ; 11; ; ; 12; ; 11; ; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 37/2; 11; 12; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-14 20:20:08 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; ; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; ; 12; ; 11; ; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 37/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; ; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-15 00:19:12 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; ; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; ; 12; ; 11; ; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 37/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; ; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-15 04:19:09 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; ; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; ; 12; ; 11; ; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; ; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-15 08:19:14 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; ; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; ; 12; ; 11; ; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; ; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-15 12:29:14 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; ; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; ; 12; ; 11; ; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; ; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-15 16:19:24 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; ; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-15 20:19:23 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; ; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-16 00:19:08 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; ; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-16 04:18:59 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; ; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-16 08:18:55 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; ; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-16 12:20:07 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; ; 12; 12; ; ; 10; 14; 53/4; 12; 9; 12; 53/4; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-16 16:20:30 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; ; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; ; 12; 12; ; ; 10; 14; 53/4; 12; 9; 12; ; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; ; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-17 00:19:26 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; ; 12; 12; ; ; 10; 14; 53/4; 12; 9; 12; 53/4; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-17 04:19:33 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; ; 12; 12; ; ; 10; 14; 53/4; 12; 9; 12; 53/4; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-17 08:19:24 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; ; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; ; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; ; 12; 12; ; ; 10; 14; 53/4; 12; 9; 12; ; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; ; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; ; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-17 12:19:35 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 10; 14; 53/4; 12; 9; 12; 53/4; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-17 16:19:44 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; ; 1/25; 2/25; 1/19; ; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 10; 14; 53/4; 12; 9; ; 53/4; 35/2; 11; ; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 33; 33; 45/2; 25; 17; ; 45/2; 28; 21; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-17 20:19:24 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; ; ; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 10; 14; 53/4; 12; 9; 12; 53/4; 35/2; ; ; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-18 00:19:11 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; ; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 10; 14; 13; 12; 9; ; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 33; 33; 45/2; 25; 17; ; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-18 04:18:36 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 2/25; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 10; 14; 53/4; 12; 9; 12; 53/4; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-18 08:25:18 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 9/100; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 22; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-18 12:18:45 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 9/100; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 22; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-18 16:19:33 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 9/100; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 10; 14; 13; 12; 9; 12; 13; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 22; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-18 20:19:06 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/18; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 19/200; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 10; 14; 51/4; 12; 9; 12; 51/4; 35/2; 11; 12; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 33; 33; 91/4; 25; 17; 25; 91/4; 19; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-19 00:18:37 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 19/200; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 10; 14; 13; 14; 9; 14; 13; 35/2; 11; 14; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 35; ; 28; 33; 45; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 19; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-19 04:18:15 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 19/200; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 10; 14; 13; 14; 9; 14; 13; 35/2; 11; 14; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 45; 28; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 19; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-19 08:18:34 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; ; 1/25; 19/200; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 10; 14; 13; 14; 9; ; 13; 35/2; 11; 14; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 35; ; 28; 33; 45; 28; ; ; 33; 33; 45/2; 25; 17; ; 45/2; 19; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-19 12:18:28 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 10; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; ; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 35; ; 28; 33; 40; 28; ; ; 33; 33; 23; 25; 17; 25; 23; 33; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-19 16:18:23 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; ; ; ; 1/20; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; ; ; ; 15/2; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 28; 33; 23; 25; 17; 25; 23; 33; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-19 20:19:00 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; ; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; ; 15/2; 
Granada; 25; ; 33; 28; ; 18; 35; ; 28; 33; 40; 28; ; ; 28; 33; 23; 25; 17; 25; 23; 33; 21; 25; 25; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-20 00:18:42 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; ; 1/20; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; ; 15/2; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 28; 33; 23; 25; 17; 25; 23; 33; 21; 25; 25; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-20 04:18:35 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; ; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; ; 15/2; 
Granada; 25; ; 33; 28; ; 18; 35; ; 28; 33; 45; 28; ; ; 28; 33; 23; 25; 17; 25; 23; 33; 21; 25; 25; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-20 08:18:38 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; ; ; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; ; ; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 45; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-20 12:19:03 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; ; 1/20; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; ; 15/2; 
Granada; 25; ; 33; 28; ; 18; 45; ; 28; 33; 45; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-20 16:19:15 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; ; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; ; 15/2; 
Granada; 25; ; 33; 28; ; 18; 35; ; 28; 33; 45; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-20 20:19:17 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; ; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; ; 15/2; 
Granada; 25; ; 33; 28; ; 18; 35; ; 28; 33; 45; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-21 00:18:44 GMT+2; 2017-01-07 12:00; e70300-dr003
