META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-10 20:19:53 GMT+2; 2017-01-07 19:45; e70300-dr003
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-17 08:19:35 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; ; 13/10; 7/5; ; 27/20; 13/10; ; 7/5; ; 5/4; 5/4; ; ; 7/5; 11/8; 23/17; 7/5; 16/11; 7/5; ; 38/25; 23/17; 7/5; ; ; ; ; 
Sevilla; 2; ; 41/20; 19/10; ; 2; 85/40; ; 2; ; 2; 21/10; ; ; 2; 2; 19/10; 19/10; 24/13; 19/10; ; 54/25; 9/5; 19/10; ; ; ; ; 
Draw; 9/4; ; 49/20; 23/10; ; 23/10; 12/5; ; 23/10; ; 23/10; 12/5; ; ; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; ; 23/10; 23/10; 12/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-17 12:19:43 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; ; 13/10; 7/5; ; 27/20; 13/10; ; 7/5; 13/10; 5/4; 5/4; ; ; 7/5; 11/8; 23/17; 7/5; 16/11; 7/5; 23/17; 38/25; 23/17; 7/5; ; ; ; ; 
Sevilla; 2; ; 41/20; 19/10; ; 2; 85/40; ; 2; 19/10; 2; 21/10; ; ; 2; 2; 19/10; 19/10; 24/13; 19/10; 19/10; 107/50; 9/5; 19/10; ; ; ; ; 
Draw; 9/4; ; 49/20; 23/10; ; 23/10; 12/5; ; 23/10; 23/10; 23/10; 12/5; ; ; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 12/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-17 16:19:51 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; ; 13/10; 7/5; ; 27/20; 13/10; ; 7/5; 13/10; 5/4; 5/4; ; ; 7/5; 11/8; 23/17; 7/5; 16/11; ; 23/17; 38/25; 23/17; ; ; ; ; ; 
Sevilla; 2; ; 41/20; 19/10; ; 2; 85/40; ; 2; 19/10; 2; 21/10; ; ; 2; 2; 19/10; 19/10; 24/13; ; 19/10; 107/50; 9/5; ; ; ; ; ; 
Draw; 9/4; ; 49/20; 23/10; ; 23/10; 12/5; ; 23/10; 23/10; 23/10; 12/5; ; ; 23/10; 12/5; 23/10; 12/5; 11/5; ; 23/10; 23/10; 23/10; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-17 20:19:32 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; ; 13/10; 7/5; ; 27/20; 13/10; ; 7/5; 13/10; 5/4; 5/4; ; ; 7/5; 11/8; 23/17; 7/5; 7/5; 7/5; 23/17; 38/25; ; ; ; ; ; ; 
Sevilla; 2; ; 41/20; 19/10; ; 2; 85/40; ; 2; 19/10; 2; 21/10; ; ; 2; 2; 19/10; 19/10; 19/10; 19/10; 19/10; 107/50; ; ; ; ; ; ; 
Draw; 9/4; ; 49/20; 23/10; ; 23/10; 12/5; ; 23/10; 23/10; 23/10; 12/5; ; ; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-18 00:19:18 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; ; 13/10; 7/5; ; 27/20; 13/10; ; 7/5; 13/10; 5/4; 5/4; ; ; 7/5; 11/8; 23/17; 7/5; 7/5; ; 23/17; 38/25; ; 7/5; ; ; ; ; 
Sevilla; 2; ; 41/20; 19/10; ; 2; 85/40; ; 2; 19/10; 2; 21/10; ; ; 2; 2; 19/10; 19/10; 19/10; ; 19/10; 107/50; ; 19/10; ; ; ; ; 
Draw; 9/4; ; 49/20; 23/10; ; 23/10; 12/5; ; 23/10; 23/10; 23/10; 12/5; ; ; 23/10; 12/5; 23/10; 12/5; 11/5; ; 23/10; 23/10; ; 12/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-18 04:18:43 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; ; 13/10; 7/5; ; 27/20; 13/10; ; 7/5; 13/10; 5/4; 5/4; ; ; 7/5; 11/8; 23/17; 7/5; 7/5; 7/5; 23/17; 38/25; 23/17; 7/5; ; ; ; ; 
Sevilla; 2; ; 41/20; 19/10; ; 2; 85/40; ; 2; 19/10; 2; 21/10; ; ; 2; 2; 19/10; 19/10; 19/10; 19/10; 19/10; 107/50; 9/5; 19/10; ; ; ; ; 
Draw; 9/4; ; 49/20; 23/10; ; 23/10; 12/5; ; 23/10; 12/5; 23/10; 12/5; ; ; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 12/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-18 12:18:52 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; ; 13/10; 7/5; ; 27/20; 13/10; ; 7/5; 13/10; 5/4; 5/4; ; ; 7/5; 11/8; 23/17; 7/5; 7/5; 7/5; 23/17; 38/25; 23/17; 7/5; ; ; ; ; 
Sevilla; 2; ; 41/20; 19/10; ; 2; 85/40; ; 2; 19/10; 2; 21/10; ; ; 2; 2; 19/10; 19/10; 19/10; 19/10; 19/10; 107/50; 9/5; 19/10; ; ; ; ; 
Draw; 9/4; ; 49/20; 23/10; ; 23/10; 12/5; ; 23/10; 12/5; 23/10; 12/5; ; ; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 12/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-18 16:19:43 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; ; 13/10; 7/5; ; 27/20; 13/10; ; 7/5; 13/10; 5/4; 5/4; ; ; 7/5; 11/8; 23/17; 7/5; 7/5; 7/5; 23/17; 38/25; 23/17; 7/5; ; ; ; ; 
Sevilla; 2; ; 41/20; 19/10; ; 2; 85/40; ; 2; 19/10; 2; 21/10; ; ; 2; 2; 19/10; 19/10; 19/10; 19/10; 19/10; 107/50; 9/5; 19/10; ; ; ; ; 
Draw; 9/4; ; 49/20; 23/10; ; 23/10; 12/5; ; 23/10; 12/5; 23/10; 12/5; ; ; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 12/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-18 20:19:15 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; ; 13/10; 7/5; ; 27/20; 13/10; ; 7/5; 13/10; 5/4; 5/4; ; ; 7/5; 11/8; 23/17; 7/5; 7/5; 7/5; 23/17; 39/25; 23/17; 7/5; ; ; ; ; 
Sevilla; 2; ; 41/20; 19/10; ; 2; 85/40; ; 2; 19/10; 2; 21/10; ; ; 2; 2; 19/10; 19/10; 19/10; 19/10; 19/10; 43/20; 9/5; 19/10; ; ; ; ; 
Draw; 9/4; ; 49/20; 23/10; ; 23/10; 12/5; ; 23/10; 12/5; 23/10; 12/5; ; ; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 23/10; 113/50; 23/10; 12/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-19 00:18:44 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 6/5; ; 27/20; 11/8; ; 27/20; 13/10; ; 13/10; 13/10; 13/10; 5/4; ; ; 7/5; 13/10; 13/10; 7/5; 7/5; 7/5; 13/10; 36/25; 23/17; 7/5; ; ; ; ; 
Sevilla; 23/10; ; 39/20; 19/10; ; 2; 85/40; ; 2; 2; 15/8; 21/10; ; ; 2; 11/5; 37/19; 2; 19/10; 2; 37/19; 111/50; 9/5; 2; ; ; ; ; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 23/10; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 59/25; 23/10; 12/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-19 04:18:22 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 6/5; ; 27/20; 11/8; ; 27/20; 13/10; ; 13/10; 13/10; 13/10; 5/4; ; ; 7/5; 13/10; 13/10; 7/5; 7/5; 7/5; 13/10; 36/25; 23/17; 7/5; ; ; ; ; 
Sevilla; 9/4; ; 39/20; 19/10; ; 2; 85/40; ; 2; 2; 15/8; 21/10; ; ; 2; 11/5; 37/19; 2; 19/10; 2; 37/19; 111/50; 9/5; 2; ; ; ; ; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 23/10; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 59/25; 23/10; 12/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-19 08:18:41 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 6/5; ; 27/20; 11/8; ; 27/20; 13/10; ; 13/10; 13/10; 13/10; 5/4; ; ; 7/5; 13/10; 13/10; 7/5; 7/5; ; 13/10; 36/25; 23/17; 7/5; ; ; ; ; 
Sevilla; 9/4; ; 39/20; 19/10; ; 2; 85/40; ; 2; 2; 15/8; 21/10; ; ; 2; 11/5; 37/19; 2; 19/10; ; 37/19; 111/50; 9/5; 2; ; ; ; ; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 23/10; 5/2; 40/17; 12/5; 11/5; ; 40/17; 59/25; 23/10; 12/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-19 12:18:36 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 6/5; ; 27/20; 11/8; ; 27/20; 11/8; ; 13/10; 13/10; 5/4; 5/4; ; ; 7/5; 13/10; 13/10; 7/5; 7/5; 7/5; 13/10; 36/25; 23/17; 7/5; ; ; ; ; 
Sevilla; 9/4; ; 2; 19/10; ; 2; 2; ; 2; 2; 15/8; 21/10; ; ; 2; 11/5; 37/19; 2; 19/10; 2; 37/19; 111/50; 9/5; 2; ; ; ; ; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 23/10; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 59/25; 23/10; 12/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-19 16:18:30 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 6/5; ; 13/10; 5/4; ; 27/20; 11/8; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 36/25; 23/17; 7/5; ; ; ; 6/5; 
Sevilla; 9/4; ; 2; 21/10; ; 2; 2; ; 2; 21/10; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 111/50; 9/5; 2; ; ; ; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 59/25; 23/10; 12/5; ; ; ; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-19 20:19:07 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 6/5; ; 13/10; 5/4; ; 27/20; 11/8; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 6/5; 7/5; 13/10; 7/5; 6/5; 29/20; 23/17; 7/5; 5/4; ; ; 6/5; 
Sevilla; 9/4; ; 2; 21/10; ; 2; 2; ; 2; 21/10; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 111/50; 9/5; 2; 21/10; ; ; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 59/25; 23/10; 12/5; 23/10; ; ; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-20 00:18:49 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 6/5; ; 13/10; 5/4; ; 27/20; 11/8; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 6/5; 7/5; 13/10; 7/5; 6/5; 29/20; 23/17; 7/5; 5/4; ; ; 6/5; 
Sevilla; 9/4; ; 2; 21/10; ; 2; 2; ; 2; 21/10; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 111/50; 9/5; 2; 21/10; ; ; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 59/25; 23/10; 12/5; 23/10; ; ; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-20 04:18:42 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 6/5; ; 13/10; 5/4; ; 27/20; 11/8; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 6/5; 7/5; 13/10; 7/5; 6/5; 71/50; 23/17; 7/5; 5/4; ; ; 6/5; 
Sevilla; 9/4; ; 2; 21/10; ; 2; 2; ; 2; 21/10; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 9/5; 2; 21/10; ; ; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 59/25; 23/10; 12/5; 23/10; ; ; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-20 08:18:45 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 6/5; ; 13/10; 5/4; ; 27/20; 11/8; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 6/5; 7/5; 13/10; 7/5; 6/5; 71/50; 23/17; 7/5; 5/4; ; ; ; 
Sevilla; 9/4; ; 2; 21/10; ; 2; 2; ; 2; 21/10; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 9/5; 2; 21/10; ; ; ; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 59/25; 23/10; 12/5; 23/10; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-20 12:19:13 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 6/5; ; 13/10; 5/4; ; 27/20; 11/8; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 6/5; 7/5; 13/10; 7/5; 6/5; 71/50; 5/4; 7/5; 5/4; ; ; 6/5; 
Sevilla; 9/4; ; 2; 21/10; ; 2; 2; ; 2; 21/10; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 19/10; 2; 21/10; ; ; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 59/25; 23/10; 12/5; 23/10; ; ; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-20 16:19:25 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 71/50; 5/4; 7/5; 5/4; ; ; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 2; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 19/10; 2; 21/10; ; ; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 23/10; 59/25; 23/10; 12/5; 23/10; ; ; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-20 20:19:25 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 71/50; 5/4; 7/5; 5/4; ; ; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 2; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 19/10; 2; 21/10; ; ; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 23/10; 59/25; 23/10; 12/5; 23/10; ; ; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-21 00:18:51 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 71/50; 5/4; 7/5; 5/4; ; ; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 2; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 19/10; 2; 21/10; ; ; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 23/10; 59/25; 23/10; 12/5; 23/10; ; ; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-21 04:18:36 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 7/5; 5/4; 7/5; 5/4; ; ; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 21/10; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 19/10; 2; 21/10; ; ; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; ; ; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-21 08:18:54 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 6/5; 7/5; 13/10; 7/5; 6/5; 7/5; 5/4; 7/5; 5/4; ; ; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 21/10; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 19/10; 2; 21/10; ; ; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; 23/10; 12/5; 23/10; ; ; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-21 12:18:57 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 7/5; 5/4; 7/5; 5/4; ; ; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 21/10; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 19/10; 2; 21/10; ; ; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; ; ; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-21 16:19:00 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 7/5; 5/4; 7/5; 5/4; ; 1/100; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 2; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 19/10; 2; 21/10; ; 1/100; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; ; 1/100; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-21 20:21:01 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 7/5; 5/4; 7/5; 5/4; ; 1/20; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 2; 19/10; 21/10; ; ; 21/10; 11/5; 2; 2; 21/10; 2; 2; 57/25; 19/10; 2; 21/10; ; 1/14; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; 23/10; 12/5; 23/10; ; 1/8; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-22 00:18:43 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 7/5; 5/4; 7/5; 5/4; ; 10/9; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 2; 19/10; 21/10; ; ; 21/10; 11/5; 2; 2; 21/10; 2; 2; 57/25; 19/10; 2; 21/10; ; 9/5; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; 23/10; 12/5; 23/10; ; 21/10; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-22 04:18:38 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 7/5; 5/4; 7/5; 5/4; ; 1/20; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 2; 19/10; 21/10; ; ; 21/10; 11/5; 2; 2; 21/10; 2; 2; 57/25; 19/10; 2; 21/10; ; 1/14; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; 23/10; 12/5; 23/10; ; 1/8; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-22 08:18:30 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; ; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 7/5; 5/4; 7/5; 5/4; ; 1/20; ; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 2; 19/10; 21/10; ; ; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 19/10; 2; 21/10; ; 1/14; ; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; ; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; 23/10; 12/5; 23/10; ; 1/8; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-22 12:18:38 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; 13/10; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 7/5; 5/4; 7/5; 5/4; ; 1/20; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 2; 19/10; 21/10; ; 21/10; 21/10; 11/5; 2; 2; 21/10; 2; 2; 57/25; 19/10; 2; 21/10; ; 1/14; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; 23/10; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; 23/10; 12/5; 23/10; ; 1/8; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-22 16:18:46 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; 13/10; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 7/5; 5/4; 7/5; 5/4; ; 1/20; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 2; 2; ; 2; 2; 19/10; 21/10; ; 21/10; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 57/25; 19/10; 2; 21/10; ; 1/14; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; ; 23/10; 12/5; 5/2; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; 23/10; 12/5; 23/10; ; 1/8; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-22 20:18:44 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; ; 13/10; 5/4; 5/4; 5/4; ; 13/10; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 7/5; 5/4; 7/5; 5/4; ; 1/20; 6/5; 
