META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-11 00:18:31 GMT+2; 2017-01-08 11:00; e70300-dr003
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 14/5; ; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; ; 11/2; 11/2; ; ; 6; 6; 29/5; 11/2; 5; 11/2; 29/5; 28/5; 23/5; 11/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-17 16:19:54 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 11/20; 8/15; ; 8/15; 8/15; ; 8/15; ; 8/15; 11/20; ; ; 11/20; 8/15; 1/2; 8/15; 8/15; ; 1/2; 14/25; 8/15; ; ; ; ; ; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 14/5; ; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; ; 37/13; 7/2; 14/5; ; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; ; 11/2; 11/2; ; ; 6; 6; 29/5; 11/2; 5; ; 29/5; 28/5; 23/5; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-17 20:19:36 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 11/20; 8/15; ; 8/15; 8/15; ; 8/15; ; 8/15; 11/20; ; ; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 1/2; 14/25; 8/15; ; ; ; ; ; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 14/5; ; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; ; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; ; 11/2; 11/2; ; ; 6; 6; 29/5; 11/2; 5; 11/2; 29/5; 28/5; 23/5; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-18 00:19:20 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 11/20; 8/15; ; 8/15; 8/15; ; 8/15; ; 8/15; 11/20; ; ; 11/20; 8/15; 1/2; 8/15; 8/15; ; 1/2; 14/25; 8/15; 8/15; ; ; ; ; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 14/5; ; 14/5; ; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; ; 37/13; 7/2; 14/5; 3; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; ; 11/2; 11/2; ; ; 6; 6; 29/5; 11/2; 5; ; 29/5; 28/5; 23/5; 11/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-18 04:18:46 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 11/20; 8/15; ; 8/15; 8/15; ; 8/15; ; 8/15; 11/20; ; ; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 1/2; 14/25; 8/15; 8/15; ; ; ; ; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 14/5; ; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; ; 11/2; 11/2; ; ; 6; 6; 29/5; 11/2; 5; 11/2; 29/5; 28/5; 23/5; 11/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-18 08:25:43 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 11/20; 8/15; ; 8/15; 8/15; ; 8/15; ; 8/15; 11/20; ; ; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 1/2; 14/25; 8/15; 8/15; ; ; ; ; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 14/5; ; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; ; 11/2; 11/2; ; ; 6; 6; 29/5; 11/2; 5; 11/2; 29/5; 28/5; 23/5; 11/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-18 12:18:55 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 11/20; 8/15; ; 8/15; 8/15; ; 8/15; 8/15; 8/15; 11/20; ; ; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 1/2; 14/25; 8/15; 8/15; ; ; ; ; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 14/5; 14/5; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 11/2; 11/2; ; ; 6; 6; 29/5; 11/2; 5; 11/2; 29/5; 28/5; 23/5; 11/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-18 16:19:46 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 11/20; 8/15; ; 8/15; 8/15; ; 8/15; 8/15; 8/15; 11/20; ; ; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 1/2; 14/25; 8/15; 8/15; ; ; ; ; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 14/5; 14/5; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 11/2; 11/2; ; ; 6; 6; 29/5; 11/2; 5; 11/2; 29/5; 28/5; 23/5; 11/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-18 20:19:19 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 11/20; 8/15; ; 8/15; 8/15; ; 8/15; 8/15; 8/15; 11/20; ; ; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 1/2; 14/25; 8/15; 8/15; ; ; ; ; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 14/5; 14/5; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 11/2; 11/2; ; ; 6; 6; 29/5; 11/2; 5; 11/2; 29/5; 28/5; 23/5; 11/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-19 00:18:46 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 4/7; 8/15; ; 8/15; 8/15; ; 8/15; 8/15; 8/15; 11/20; ; ; 11/20; 8/15; 1/2; 11/21; 8/15; 1/2; 1/2; 14/25; 8/15; 11/21; ; ; ; ; 
Draw; 11/4; ; 11/4; 14/5; ; 11/4; 3; ; 14/5; 14/5; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 11/2; 11/2; ; ; 6; 6; 29/5; 6; 5; 6; 29/5; 28/5; 23/5; 6; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-19 04:18:24 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 4/7; 8/15; ; 8/15; 8/15; ; 8/15; 8/15; 8/15; 11/20; ; ; 11/20; 8/15; 1/2; 11/21; 8/15; 1/2; 1/2; 14/25; 8/15; 11/21; ; ; ; ; 
Draw; 11/4; ; 11/4; 14/5; ; 11/4; 14/5; ; 14/5; 14/5; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 11/2; 11/2; ; ; 6; 6; 29/5; 6; 5; 6; 29/5; 28/5; 23/5; 6; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-19 08:18:43 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 4/7; 8/15; ; 8/15; 8/15; ; 8/15; 8/15; 8/15; 11/20; ; ; 11/20; 8/15; 1/2; 11/21; 8/15; ; 1/2; 14/25; 8/15; 11/21; ; ; ; ; 
Draw; 11/4; ; 11/4; 14/5; ; 11/4; 3; ; 14/5; 14/5; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; ; 37/13; 7/2; 14/5; 3; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 11/2; 11/2; ; ; 6; 6; 29/5; 6; 5; ; 29/5; 28/5; 23/5; 6; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-19 12:18:39 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 11/20; 8/15; ; 8/15; 8/15; ; 8/15; 8/15; 8/15; 11/20; ; ; 11/20; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 8/15; 11/21; ; ; ; ; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 14/5; 14/5; 13/5; 14/5; ; ; 14/5; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; ; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 11/2; 11/2; ; ; 6; 6; 76/13; 6; 5; 6; 76/13; 28/5; 23/5; 6; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-19 16:18:33 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 11/20; 8/15; ; 8/15; 8/15; ; 8/15; 8/15; 8/15; 11/20; ; ; 4/7; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 8/15; 11/21; ; ; ; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 14/5; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; ; ; ; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 11/2; 11/2; ; ; 5; 6; 76/13; 6; 5; 6; 76/13; 28/5; 23/5; 6; ; ; ; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-19 20:19:09 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 8/15; 11/21; 1/2; ; ; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; 14/5; ; ; 13/5; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 28/5; 23/5; 6; 6; ; ; 27/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-20 00:18:51 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 8/15; 11/21; 1/2; ; ; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 7/2; 14/5; 3; 14/5; ; ; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 28/5; 23/5; 6; 6; ; ; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-20 04:18:44 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 29/50; 8/15; 11/21; 1/2; ; ; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 17/5; 14/5; 3; 14/5; ; ; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 11/2; 23/5; 6; 6; ; ; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-20 08:18:47 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 29/50; 8/15; 11/21; 1/2; ; ; ; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 17/5; 14/5; 3; 14/5; ; ; ; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 11/2; 23/5; 6; 6; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-20 12:19:17 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 29/50; 8/15; 11/21; 1/2; ; ; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 17/5; 14/5; 3; 14/5; ; ; 23/10; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 11/2; 23/5; 6; 6; ; ; 24/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-20 16:19:27 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 29/50; 8/15; 11/21; 1/2; ; ; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 17/5; 14/5; 3; 14/5; ; ; 23/10; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 11/2; 23/5; 6; 6; ; ; 24/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-20 20:19:28 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 8/15; 11/21; 1/2; ; ; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 17/5; 14/5; 3; 14/5; ; ; 23/10; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 6; 23/5; 6; 6; ; ; 24/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-21 00:18:53 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 8/15; 11/21; 1/2; ; ; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 17/5; 14/5; 3; 14/5; ; ; 23/10; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 6; 23/5; 6; 6; ; ; 24/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-21 04:18:39 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 8/15; 11/21; 1/2; ; ; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 63/20; 14/5; 3; 14/5; ; ; 23/10; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 23/5; 6; 6; ; ; 24/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-21 08:18:56 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 8/15; 11/21; 1/2; ; ; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 63/20; 14/5; 3; 14/5; ; ; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 23/5; 6; 6; ; ; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-21 12:19:00 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 8/15; 11/21; 1/2; ; ; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 63/20; 14/5; 3; 14/5; ; ; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 23/5; 6; 6; ; ; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-21 16:19:03 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 8/15; 11/21; 1/2; ; 1/100; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 14/5; ; 1/100; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 23/5; 6; 6; ; 1/100; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-21 20:21:05 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 8/15; 11/21; 1/2; ; 1/50; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 14/5; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 23/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-22 00:18:46 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 10/21; 11/21; 8/15; 1/2; 10/21; 14/25; 8/15; 11/21; 1/2; ; 1/50; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 29/10; 3; 3; 3; 29/10; 61/20; 14/5; 3; 14/5; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 23/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-22 04:18:40 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 10/21; 11/21; 8/15; 1/2; 10/21; 14/25; 8/15; 11/21; 1/2; ; 1/50; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 29/10; 3; 3; 3; 29/10; 61/20; 14/5; 3; 14/5; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 23/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-22 08:18:32 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; ; 8/15; 8/15; 10/21; 11/21; 8/15; 1/2; 10/21; 14/25; 8/15; 11/21; 1/2; ; 1/50; ; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 14/5; ; 4/11; ; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; ; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 23/5; 6; 6; ; 4/11; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-22 12:18:40 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 8/15; 11/21; 1/2; ; 1/50; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 3; ; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 14/5; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 13/2; ; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 23/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-22 16:18:48 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 8/15; 11/21; 1/2; ; 1/50; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; ; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 29/10; 3; 3; 3; 29/10; 61/20; 14/5; 3; 14/5; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 23/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-22 20:18:47 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 8/15; 11/21; 1/2; ; 1/50; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; ; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 29/10; 3; 3; 3; 29/10; 61/20; 14/5; 3; 14/5; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 23/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-23 00:18:35 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 1/2; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; ; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 29/10; 3; 3; 3; 29/10; 61/20; 14/5; 3; 14/5; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-23 04:18:21 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 10/21; 11/21; 8/15; 1/2; 10/21; 14/25; 1/2; 11/21; 1/2; ; 1/33; 4/9; 
