META; english/premier-league/burnley-v-tottenham; 2017-03-04 22:16:53 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; ; 4/9; ; 8/15; ; 11/20; 1/2; 8/15; 11/20; ; ; ; ; ; 8/15; 4/7; 1/2; 4/7; 4/7; 3/5; ; 4/7; ; ; ; ; 
Draw; 11/4; ; 3; ; 11/4; ; 16/5; 14/5; 3; 3; ; ; ; ; ; 3; 56/19; 3; 3; 56/19; 3; ; 3; ; ; ; ; 
Burnley; 6; ; 6; ; 6; ; 6; 11/2; 5; 5; ; ; ; ; ; 11/2; 63/13; 11/2; 23/5; 63/13; 6; ; 19/4; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-13 10:15:59 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; ; 4/9; ; 4/7; ; 11/20; 1/2; 8/15; 11/20; ; ; ; ; 4/7; 8/15; 4/7; 1/2; 4/7; 4/7; 3/5; ; 4/7; ; ; ; ; 
Draw; 11/4; ; 3; ; 3; ; 16/5; 14/5; 3; 3; ; ; ; ; 3; 3; 56/19; 3; 3; 56/19; 3; ; 3; ; ; ; ; 
Burnley; 6; ; 6; ; 6; ; 6; 11/2; 5; 5; ; ; ; ; 5; 11/2; 63/13; 11/2; 23/5; 63/13; 6; ; 19/4; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-13 14:15:56 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; ; 4/7; ; 8/15; ; 11/20; 1/2; 8/15; 4/7; ; ; ; ; 4/7; 8/15; 5/9; 1/2; 4/7; 5/9; 4/7; 4/7; 4/7; ; ; ; ; 
Draw; 11/4; ; 3; ; 3; ; 16/5; 14/5; 3; 3; ; ; ; ; 3; 3; 56/19; 3; 3; 56/19; 16/5; 13/4; 3; ; ; ; ; 
Burnley; 6; ; 5; ; 6; ; 6; 11/2; 5; 19/4; ; ; ; ; 5; 6; 49/10; 11/2; 23/5; 49/10; 6; 23/5; 19/4; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-13 18:16:32 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; ; 4/7; ; 8/15; ; 11/20; 1/2; 8/15; 11/20; ; ; ; ; 4/7; 8/15; 8/15; 1/2; 4/7; 8/15; 4/7; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; ; 3; ; 3; ; 16/5; 14/5; 3; 3; ; ; ; ; 3; 3; 31/10; 3; 3; 31/10; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; ; 5; ; 6; ; 6; 11/2; 5; 5; ; ; ; ; 5; 6; 96/19; 11/2; 23/5; 96/19; 6; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-13 22:15:59 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; ; 4/7; ; 8/15; ; 11/20; 1/2; 8/15; 4/7; ; ; ; ; 4/7; 8/15; 5/9; 1/2; 4/7; 5/9; 4/7; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; ; 3; ; 3; ; 16/5; 14/5; 3; 3; ; ; ; ; 3; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; ; 5; ; 6; ; 6; 11/2; 5; 19/4; ; ; ; ; 5; 6; 49/10; 11/2; 23/5; 49/10; 6; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-14 02:16:25 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; ; 4/7; ; 8/15; ; 11/20; 1/2; 8/15; 4/7; ; ; ; ; 4/7; 8/15; 5/9; 1/2; 4/7; 5/9; 4/7; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; ; 3; ; 3; ; 16/5; 14/5; 3; 3; ; ; ; ; 3; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; ; 5; ; 6; ; 6; 11/2; 5; 19/4; ; ; ; ; 5; 6; 49/10; 11/2; 23/5; 49/10; 6; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-14 06:15:55 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; ; 4/7; ; 8/15; ; 11/20; 1/2; 8/15; 4/7; ; ; ; ; 4/7; 8/15; 5/9; 1/2; 4/7; 5/9; 4/7; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; ; 3; ; 3; ; 16/5; 14/5; 3; 3; ; ; ; ; 3; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; ; 5; ; 6; ; 6; 11/2; 5; 19/4; ; ; ; ; 5; 6; 49/10; 11/2; 23/5; 49/10; 6; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-14 10:15:58 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; ; 4/7; ; 8/15; ; 11/20; 1/2; 8/15; 4/7; ; ; ; ; 4/7; 8/15; 5/9; 1/2; 4/7; 5/9; 4/7; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; ; 3; ; 3; ; 16/5; 14/5; 3; 3; ; ; ; ; 3; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; ; 5; ; 6; ; 6; 11/2; 5; 19/4; ; ; ; ; 5; 6; 49/10; 11/2; 23/5; 49/10; 6; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-14 14:16:14 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; ; 4/7; 11/20; 8/15; ; 11/20; 1/2; 8/15; 4/7; ; 4/7; ; ; 4/7; 8/15; 5/9; 1/2; 4/7; 5/9; 4/7; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; ; 3; 3; 3; ; 16/5; 14/5; 3; 3; ; 14/5; ; ; 3; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; ; 5; 5; 6; ; 6; 11/2; 5; 19/4; ; 5; ; ; 5; 11/2; 49/10; 11/2; 23/5; 49/10; 6; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-14 18:16:00 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; ; 4/7; 11/20; 8/15; ; 11/20; 1/2; 8/15; 4/7; ; 4/7; ; ; 4/7; 8/15; 5/9; 1/2; 4/7; 5/9; 4/7; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; ; 3; 3; 3; ; 16/5; 14/5; 3; 3; ; 14/5; ; ; 3; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; ; 5; 5; 6; ; 6; 11/2; 5; 19/4; ; 5; ; ; 5; 11/2; 49/10; 11/2; 23/5; 49/10; 6; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-14 22:15:54 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; ; 4/7; 11/20; 8/15; ; 11/20; 1/2; 8/15; 4/7; 8/15; 4/7; ; ; 4/7; 8/15; 5/9; 1/2; 4/7; 5/9; 4/7; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; ; 3; 3; 3; ; 16/5; 14/5; 3; 3; 14/5; 14/5; ; ; 3; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; ; 5; 5; 6; ; 6; 11/2; 5; 19/4; 24/5; 5; ; ; 5; 11/2; 19/4; 11/2; 23/5; 49/10; 6; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-15 02:16:16 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; 4/7; 6/10; 11/20; 4/7; ; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; ; 4/7; 4/7; 5/9; 1/2; 4/7; 5/9; 4/7; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; 3; 29/10; 3; 3; ; 16/5; 14/5; 3; 3; 14/5; 14/5; ; ; 3; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; ; 11/2; 11/2; 5; 19/4; 9/2; 5; ; ; 5; 5; 63/13; 11/2; 23/5; 63/13; 6; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-15 06:15:49 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; 4/7; 6/10; 11/20; 4/7; ; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; ; 4/7; 4/7; 5/9; 1/2; 4/7; 5/9; 4/7; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; 3; 29/10; 3; 3; ; 16/5; 14/5; 3; 3; 14/5; 14/5; ; ; 3; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; ; 11/2; 11/2; 5; 19/4; 9/2; 5; ; ; 5; 5; 63/13; 11/2; 23/5; 63/13; 6; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-15 10:16:01 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; 4/7; 6/10; 11/20; 4/7; ; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; ; 4/7; 4/7; 5/9; 1/2; 4/7; 5/9; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; 3; 29/10; 3; 3; ; 16/5; 14/5; 3; 3; 14/5; 14/5; ; ; 3; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; ; 11/2; 11/2; 5; 19/4; 9/2; 5; ; ; 5; 5; 63/13; 11/2; 23/5; 63/13; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-15 14:16:27 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; 4/7; 6/10; 11/20; 4/7; ; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 11/20; 4/7; 4/7; 5/9; 1/2; 4/7; 5/9; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; 3; 29/10; 3; 3; ; 16/5; 14/5; 3; 3; 14/5; 14/5; ; 3; 3; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; ; 11/2; 11/2; 5; 19/4; 9/2; 5; ; 4; 5; 5; 63/13; 11/2; 23/5; 63/13; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-15 18:15:54 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 8/15; 4/7; 6/10; 11/20; 4/7; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 11/20; 4/7; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 11/4; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 14/5; 14/5; ; 3; 16/5; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 5; ; 4; 19/4; 5; 47/10; 11/2; 23/5; 47/10; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-15 22:15:49 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 4/7; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 14/5; ; 3; 16/5; 3; 56/19; 3; 3; 56/19; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 5; ; 19/5; 19/4; 5; 47/10; 11/2; 23/5; 47/10; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-16 02:15:48 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 4/7; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 14/5; ; 3; 16/5; 3; 56/19; 3; 3; 56/19; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 5; ; 19/5; 19/4; 5; 47/10; 11/2; 23/5; 47/10; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-16 06:15:45 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 4/7; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; ; 3; 16/5; 3; 56/19; 3; 3; 56/19; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; ; 19/5; 19/4; 5; 47/10; 11/2; 23/5; 47/10; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-16 10:15:55 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 4/7; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; ; 3; 16/5; 3; 56/19; 3; 3; 56/19; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; ; 19/5; 19/4; 5; 47/10; 11/2; 23/5; 47/10; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-16 14:15:48 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 3/5; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; ; 3; 16/5; 3; 56/19; 3; 3; 56/19; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 5; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; ; 19/5; 19/4; 5; 47/10; 11/2; 23/5; 47/10; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-16 18:16:04 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 4/7; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; ; 3; 16/5; 3; 56/19; 3; 3; 56/19; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; ; 19/5; 19/4; 5; 47/10; 11/2; 23/5; 47/10; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-16 22:15:50 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 3/5; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; ; 3; 16/5; 3; 56/19; 3; 3; 56/19; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 5; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; ; 19/5; 19/4; 5; 47/10; 11/2; 23/5; 47/10; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-17 02:15:35 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 4/7; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; ; 3; 16/5; 3; 56/19; 3; 3; 56/19; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; ; 19/5; 19/4; 5; 47/10; 11/2; 23/5; 47/10; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-17 06:15:27 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 4/7; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; ; 3; 16/5; 3; 56/19; 3; 3; 56/19; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; ; 19/5; 19/4; 5; 47/10; 11/2; 23/5; 47/10; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-17 10:15:30 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 4/7; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; ; 3; 16/5; 3; 56/19; 3; 3; 56/19; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; ; 19/5; 19/4; 5; 47/10; 11/2; 23/5; 47/10; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-17 14:16:17 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 3/5; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 10/17; 1/2; 4/7; 10/17; 3/5; 4/7; 4/7; ; 4/7; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; ; 3; 16/5; 3; 3; 3; 3; 3; 16/5; 13/4; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; ; 19/5; 19/4; 5; 24/5; 11/2; 23/5; 24/5; 11/2; 23/5; 19/4; ; 19/4; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-17 18:16:18 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 3/5; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 10/17; 8/15; 4/7; 10/17; 3/5; 4/7; 3/5; ; 3/5; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; ; 3; 16/5; 3; 3; 3; 3; 3; 16/5; 16/5; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; ; 19/5; 19/4; 5; 19/4; 5; 9/2; 19/4; 11/2; 23/5; 9/2; ; 9/2; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-17 22:15:46 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 3/5; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 8/13; 8/15; 4/7; 8/13; 3/5; 4/7; 3/5; ; 3/5; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; 3; 3; 16/5; 3; 31/10; 3; 3; 31/10; 16/5; 16/5; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; 19/4; 19/5; 19/4; 5; 21/5; 5; 9/2; 21/5; 11/2; 23/5; 9/2; ; 9/2; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-18 02:15:54 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 3/5; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7; 10/17; 8/15; 4/7; 10/17; 3/5; 4/7; 3/5; ; 3/5; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; ; 3; 16/5; 3; 3; 3; 3; 3; 16/5; 16/5; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; ; 19/5; 19/4; 5; 19/4; 5; 9/2; 19/4; 11/2; 23/5; 9/2; ; 9/2; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-18 06:15:52 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 3/5; 11/20; 4/7; 1/2; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 10/17; 8/15; 4/7; 10/17; 3/5; 4/7; 3/5; ; 3/5; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 3; 11/4; 3; 3; 3; 16/5; 3; 3; 3; 3; 3; 16/5; 16/5; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 5; 9/2; 9/2; 9/2; 19/4; 19/5; 19/4; 5; 19/4; 5; 9/2; 19/4; 11/2; 23/5; 9/2; ; 9/2; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-18 10:16:08 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 3/5; 11/20; 4/7; 1/2; 4/7; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 10/17; 8/15; 4/7; 10/17; 3/5; 4/7; 3/5; ; 3/5; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 16/5; 14/5; 3; 14/5; 11/4; 3; 3; 29/10; 16/5; 3; 3; 3; 3; 3; 16/5; 16/5; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 5; 11/2; 11/2; 11/2; 11/2; 19/4; 9/2; 17/4; 9/2; 19/4; 19/5; 19/4; 5; 19/4; 5; 9/2; 19/4; 11/2; 23/5; 9/2; ; 9/2; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-18 14:16:31 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 8/13; 11/20; 3/5; 1/2; 4/7; 3/5; 6/10; 8/13; 4/7; 4/7; 4/7; 8/13; 10/17; 8/15; 4/7; 10/17; 3/5; 4/7; 3/5; ; 3/5; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 31/10; 14/5; 3; 14/5; 11/4; 14/5; 3; 29/10; 16/5; 31/10; 3; 3; 3; 3; 16/5; 16/5; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 9/2; 5; 11/2; 11/2; 21/4; 11/2; 19/4; 9/2; 17/4; 9/2; 19/4; 15/4; 19/4; 11/2; 19/4; 5; 9/2; 19/4; 11/2; 23/5; 9/2; ; 9/2; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-18 18:16:12 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 4/7; 8/13; 11/20; 8/13; 11/20; 3/5; 1/2; 4/7; 3/5; 6/10; 8/13; 4/7; 4/7; 4/7; 8/13; 10/17; 8/15; 4/7; 10/17; 3/5; ; 3/5; ; 3/5; ; ; ; 
Draw; 13/5; 3; 29/10; 3; 3; 11/4; 31/10; 14/5; 3; 14/5; 11/4; 14/5; 3; 29/10; 16/5; 31/10; 3; 3; 3; 3; 16/5; ; 3; ; 3; ; ; ; 
Burnley; 6; 9/2; 9/2; 5; 11/2; 11/2; 21/4; 11/2; 19/4; 9/2; 17/4; 9/2; 19/4; 15/4; 19/4; 11/2; 19/4; 5; 9/2; 19/4; 11/2; ; 9/2; ; 9/2; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-18 22:15:29 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Tottenham; 11/20; 8/13; 8/13; 11/20; 3/5; 11/20; 3/5; 1/2; 4/7; 3/5; 4/7; 6/10; 4/7; 11/20; 4/7; 8/13; 10/17; 8/15; 4/7; 10/17; 3/5; 4/7; 3/5; 4/7; 3/5; ; ; ; 
