META; english/premier-league/arsenal-v-leicester; 2017-02-20 18:16:55 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 7/20; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-03-01 06:16:03 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-03-01 10:16:00 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-03-01 14:16:34 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-03-01 18:16:09 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-12 18:16:07 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-12 22:16:07 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-13 02:16:05 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-13 06:16:05 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-13 10:16:04 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-13 14:16:11 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-13 18:16:03 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-13 22:16:03 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-14 02:16:17 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-14 06:16:04 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-14 10:16:02 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-14 14:16:03 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-14 18:16:03 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-14 22:16:08 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-15 02:16:03 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-15 06:16:04 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-15 10:16:06 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-15 14:16:05 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-15 18:16:04 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-15 22:15:49 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; 4/9; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; 1/2; ; ; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; 10/3; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; 6; ; ; ; ; ; 6; ; ; ; ; ; ; ; 7; ; ; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-16 02:15:45 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; 4/9; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; 1/2; ; 5/11; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; 10/3; ; 10/3; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; 6; ; ; ; ; ; 6; ; ; ; ; ; ; ; 7; ; 11/2; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-16 06:15:47 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; 4/9; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; 1/2; ; 5/11; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; 10/3; ; 10/3; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; 6; ; ; ; ; ; 6; ; ; ; ; ; ; ; 7; ; 11/2; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-16 10:15:46 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; 4/9; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; 1/2; ; 5/11; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; 10/3; ; 10/3; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; 6; ; ; ; ; ; 6; ; ; ; ; ; ; ; 7; ; 11/2; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-16 14:15:49 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; 4/9; ; ; ; ; ; 9/20; 1/2; ; ; ; ; ; ; 1/2; ; 5/11; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; 14/5; 10/3; ; ; ; ; ; ; 10/3; ; 10/3; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; 6; ; ; ; ; ; 6; 6; ; ; ; ; ; ; 7; ; 11/2; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-16 18:15:43 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; ; 4/9; ; ; ; ; ; 9/20; 1/2; ; ; ; ; ; ; 1/2; ; 5/11; ; ; 8/15; ; ; ; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; 14/5; 10/3; ; ; ; ; ; ; 10/3; ; 10/3; ; ; 17/5; ; ; ; ; ; ; ; 
Leicester; ; 6; ; ; ; ; ; 6; 6; ; ; ; ; ; ; 7; ; 11/2; ; ; 31/5; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-16 22:15:41 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 4/9; 4/7; ; ; ; 4/7; 9/20; 8/15; 11/20; ; ; 8/15; ; 11/20; 8/15; 5/9; 5/11; 8/15; ; 14/25; ; 6/11; ; 6/11; ; ; ; 
Draw; 10/3; 10/3; 10/3; ; ; ; 10/3; 14/5; 7/2; 10/3; ; ; 16/5; ; 10/3; 10/3; 31/10; 10/3; 3; ; 7/2; ; 3; ; 3; ; ; ; 
Leicester; 5; 6; 9/2; ; ; ; 5; 6; 9/2; 17/4; ; ; 5; ; 19/4; 6; 24/5; 11/2; 5; ; 11/2; ; 5; ; 5; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-17 02:15:40 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 4/9; 8/15; ; ; ; 11/20; 9/20; 8/15; 8/15; ; 1/2; 1/2; ; 11/20; 8/15; 8/15; 5/11; 8/15; 8/15; 14/25; ; 6/11; ; 6/11; ; ; ; 
Draw; 10/3; 10/3; 17/5; ; ; ; 7/2; 14/5; 7/2; 7/2; ; 16/5; 16/5; ; 10/3; 10/3; 31/10; 10/3; 3; 31/10; 7/2; ; 3; ; 3; ; ; ; 
Leicester; 5; 6; 19/4; ; ; ; 21/4; 6; 19/4; 9/2; ; 11/2; 11/2; ; 19/4; 6; 63/13; 11/2; 5; 63/13; 11/2; ; 5; ; 5; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-17 06:15:41 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 4/9; 1/2; ; ; ; 8/15; 9/20; 1/2; 1/2; ; 1/2; 1/2; ; 11/20; 1/2; 8/15; 5/11; 8/15; 8/15; 14/25; ; 6/11; ; 6/11; ; ; ; 
Draw; 10/3; 10/3; 7/2; ; ; ; 7/2; 14/5; 7/2; 7/2; ; 10/3; 16/5; ; 10/3; 7/2; 31/10; 10/3; 3; 41/13; 7/2; ; 3; ; 3; ; ; ; 
Leicester; 6; 6; 5; ; ; ; 11/2; 6; 5; 19/4; ; 5; 11/2; ; 19/4; 6; 63/13; 11/2; 5; 24/5; 11/2; ; 5; ; 5; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-17 10:15:42 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 4/9; 8/15; ; ; ; 8/15; 9/20; 1/2; 1/2; ; 1/2; 1/2; ; 11/20; 1/2; 18/35; 5/11; 8/15; 18/35; 14/25; ; 6/11; ; 6/11; ; ; ; 
Draw; 10/3; 10/3; 10/3; ; ; ; 7/2; 14/5; 7/2; 7/2; ; 10/3; 10/3; ; 10/3; 7/2; 41/13; 10/3; 3; 41/13; 7/2; ; 3; ; 3; ; ; ; 
Leicester; 6; 6; 5; ; ; ; 11/2; 6; 5; 19/4; ; 5; 21/4; ; 19/4; 6; 51/10; 11/2; 5; 51/10; 11/2; ; 5; ; 5; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-17 14:15:41 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 4/9; 1/2; ; ; 1/2; 8/15; 9/20; 1/2; 1/2; 1/2; 1/2; 12/25; ; 11/20; 1/2; 10/21; 5/11; 1/2; 10/21; 13/25; 1/2; 1/2; ; 1/2; ; ; ; 
Draw; 10/3; 10/3; 7/2; ; ; 18/5; 18/5; 14/5; 7/2; 7/2; 10/3; 7/2; 7/2; ; 10/3; 7/2; 38/11; 10/3; 7/2; 38/11; 37/10; 62/17; 7/2; ; 7/2; ; ; ; 
Leicester; 6; 6; 5; ; ; 5; 11/2; 6; 5; 5; 19/4; 5; 21/4; ; 19/4; 6; 67/13; 11/2; 26/5; 67/13; 57/10; 5; 21/4; ; 21/4; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-17 18:15:41 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 1/2; 1/2; ; ; 1/2; 8/15; 9/20; 1/2; 10/21; 1/2; 1/2; 12/25; ; 9/20; 1/2; 7/15; 5/11; 1/2; ; 13/25; 1/2; 1/2; ; 1/2; ; ; ; 
Draw; 10/3; 18/5; 7/2; ; ; 37/10; 18/5; 14/5; 7/2; 7/2; 10/3; 10/3; 7/2; ; 15/4; 7/2; 39/11; 10/3; 7/2; ; 37/10; 18/5; 7/2; ; 7/2; ; ; ; 
Leicester; 6; 19/4; 5; ; ; 5; 11/2; 6; 5; 5; 19/4; 5; 21/4; ; 11/2; 6; 21/4; 11/2; 26/5; ; 57/10; 49/10; 21/4; ; 21/4; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-17 22:15:40 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 1/2; 1/2; ; ; 1/2; 8/15; 9/20; 1/2; 10/21; 1/2; 1/2; 12/25; ; 9/20; 1/2; 7/15; 5/11; 1/2; 7/15; 13/25; ; 1/2; ; 1/2; ; ; ; 
Draw; 10/3; 18/5; 7/2; ; ; 37/10; 18/5; 14/5; 7/2; 7/2; 10/3; 10/3; 7/2; ; 15/4; 7/2; 39/11; 10/3; 7/2; 39/11; 37/10; ; 7/2; ; 7/2; ; ; ; 
Leicester; 6; 19/4; 5; ; ; 5; 11/2; 6; 5; 5; 19/4; 5; 21/4; ; 11/2; 6; 21/4; 11/2; 26/5; 21/4; 57/10; ; 21/4; ; 21/4; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-18 02:15:38 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 1/2; 1/2; ; ; 1/2; 8/15; 9/20; 1/2; 10/21; 1/2; 4/9; 12/25; ; 9/20; 1/2; 7/15; 5/11; 1/2; 7/15; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 
Draw; 10/3; 18/5; 7/2; ; ; 37/10; 18/5; 14/5; 7/2; 7/2; 10/3; 7/2; 7/2; ; 15/4; 7/2; 39/11; 10/3; 7/2; 39/11; 77/20; 18/5; 7/2; ; 7/2; ; ; ; 
Leicester; 6; 19/4; 5; ; ; 5; 11/2; 6; 5; 5; 19/4; 5; 21/4; ; 11/2; 11/2; 53/10; 11/2; 26/5; 53/10; 57/10; 49/10; 21/4; ; 21/4; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-18 06:15:38 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 1/2; 1/2; ; ; 1/2; 8/15; 9/20; 1/2; 10/21; 1/2; 4/9; 12/25; ; 9/20; 1/2; 7/15; 5/11; 1/2; 7/15; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 
Draw; 10/3; 18/5; 7/2; ; ; 37/10; 18/5; 14/5; 7/2; 7/2; 10/3; 7/2; 7/2; ; 15/4; 7/2; 39/11; 10/3; 7/2; 39/11; 77/20; 18/5; 7/2; ; 7/2; ; ; ; 
Leicester; 6; 19/4; 5; ; ; 5; 11/2; 6; 5; 5; 19/4; 5; 21/4; ; 11/2; 11/2; 53/10; 11/2; 26/5; 53/10; 57/10; 49/10; 21/4; ; 21/4; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-18 10:15:40 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 1/2; 8/15; ; ; 8/15; 8/15; 9/20; 1/2; 1/2; 1/2; 1/2; 12/25; ; 9/20; 1/2; 10/21; 5/11; 1/2; 10/21; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 
Draw; 10/3; 18/5; 7/2; ; ; 18/5; 18/5; 14/5; 7/2; 7/2; 10/3; 10/3; 7/2; ; 15/4; 7/2; 7/2; 10/3; 7/2; 7/2; 77/20; 18/5; 7/2; ; 7/2; ; ; ; 
Leicester; 6; 19/4; 19/4; ; ; 5; 11/2; 6; 5; 5; 9/2; 5; 21/4; ; 11/2; 11/2; 67/13; 11/2; 26/5; 67/13; 57/10; 49/10; 21/4; ; 21/4; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-04-18 14:15:38 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 8/15; 8/15; 8/15; ; 8/15; 11/20; 9/20; 1/2; 1/2; 1/2; 1/2; 12/25; ; 1/2; 1/2; 10/21; 5/11; 1/2; 10/21; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 4/7
Draw; 10/3; 7/2; 17/5; 7/2; ; 18/5; 7/2; 14/5; 7/2; 7/2; 13/4; 10/3; 7/2; ; 15/4; 7/2; 7/2; 10/3; 7/2; 7/2; 77/20; 18/5; 7/2; ; 7/2; ; ; ; 7/2
Leicester; 6; 9/2; 19/4; 9/2; ; 5; 21/4; 6; 5; 5; 9/2; 5; 21/4; ; 19/4; 11/2; 51/10; 11/2; 26/5; 51/10; 57/10; 49/10; 21/4; ; 21/4; ; ; ; 26/5
META; english/premier-league/arsenal-v-leicester; 2017-04-18 18:15:38 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 8/15; 8/15; 8/15; ; 8/15; 8/15; 9/20; 1/2; 1/2; 1/2; 1/2; 1/2; ; 1/2; 1/2; 10/21; 5/11; 1/2; 10/21; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 1/2
Draw; 10/3; 7/2; 17/5; 7/2; ; 18/5; 18/5; 14/5; 7/2; 7/2; 13/4; 10/3; 7/2; ; 15/4; 7/2; 7/2; 10/3; 7/2; 7/2; 77/20; 18/5; 7/2; ; 7/2; ; ; ; 7/2
Leicester; 6; 9/2; 19/4; 9/2; ; 5; 21/4; 6; 5; 5; 9/2; 5; 5; ; 19/4; 11/2; 51/10; 11/2; 26/5; 51/10; 57/10; 49/10; 21/4; ; 21/4; ; ; ; 26/5
META; english/premier-league/arsenal-v-leicester; 2017-04-18 22:15:37 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 8/15; 8/15; 8/15; ; 8/15; 8/15; 9/20; 1/2; 1/2; 1/2; 1/2; 1/2; ; 1/2; 1/2; 10/21; 5/11; 1/2; 10/21; 51/100; ; 1/2; ; 1/2; ; ; ; 1/2
Draw; 10/3; 7/2; 17/5; 7/2; ; 18/5; 18/5; 14/5; 7/2; 7/2; 13/4; 10/3; 7/2; ; 15/4; 7/2; 7/2; 10/3; 7/2; 7/2; 77/20; ; 7/2; ; 7/2; ; ; ; 7/2
Leicester; 6; 9/2; 19/4; 9/2; ; 5; 21/4; 6; 5; 5; 9/2; 5; 5; ; 19/4; 11/2; 51/10; 11/2; 26/5; 51/10; 57/10; ; 21/4; ; 21/4; ; ; ; 26/5
META; english/premier-league/arsenal-v-leicester; 2017-04-19 02:15:32 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 4/9; 4/9; 4/9; ; 12/25; 9/20; 9/20; 4/9; 4/9; 4/9; 4/9; 9/20; ; 9/20; 4/9; 5/12; 5/11; 4/9; 5/12; 51/100; ; 7/15; ; 7/15; ; ; ; 4/9
Draw; 10/3; 4; 37/10; 15/4; ; 19/5; 4; 14/5; 19/5; 7/2; 7/2; 15/4; 7/2; ; 15/4; 15/4; 37/10; 10/3; 7/2; 37/10; 77/20; ; 18/5; ; 18/5; ; ; ; 7/2
Leicester; 6; 5; 11/2; 11/2; ; 11/2; 6; 6; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 6; 113/19; 11/2; 28/5; 113/19; 57/10; ; 28/5; ; 28/5; ; ; ; 31/5
META; english/premier-league/arsenal-v-leicester; 2017-04-19 06:15:33 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
