META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2017-12-24 18:27:22 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 4/5; ; ; ; ; ; ; ; 4/5; ; ; 5/6; ; ; 10/11; ; ; 5/6; ; 11/13; 4/5; ; 20/23; ; 5/6; ; ; 4/5; 
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-07 02:22:57 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 1; 10/11; 19/20; 10/11; 103/100; ; 10/11; ; 1; 19/20; 1; 20/21; ; 19/20; 1; 19/20; 19/20; 19/20; 19/20; 1; 1; 9/10; 20/21; 19/20; 1; ; 10/11; 20/21; 1
Draw; 11/5; 85/40; 21/10; 23/10; 56/25; ; 9/4; ; 11/5; 21/10; 11/5; 21/10; ; 21/10; 21/10; 21/10; 9/4; 11/5; 9/4; 11/5; 28/13; 2; 23/10; 9/4; 11/5; ; 21/10; 2; 9/4
Oviedo; 3; 3; 29/10; 14/5; 69/20; ; 3; ; 56/19; 29/10; 3; 3; ; 29/10; 3; 3; 31/10; 41/13; 31/10; 27/10; 29/10; 14/5; 16/5; 10/3; 16/5; ; 10/3; 14/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-07 10:22:57 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 23/20; 23/20; 6/5; 11/10; 32/25; ; 6/5; ; 6/5; 6/5; 6/5; 6/5; ; 6/5; 6/5; 11/10; 15/13; 6/5; 15/13; 5/4; 13/11; 11/10; 5/4; 6/5; 6/5; ; 6/5; 6/5; 1
Draw; 21/10; 2; 21/10; 11/5; 11/5; ; 2; ; 39/19; 21/10; 21/10; 2; ; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 39/19; 2; 11/5; 11/5; 21/10; ; 2; 2; 9/4
Oviedo; 27/10; 12/5; 11/5; 23/10; 66/25; ; 12/5; ; 5/2; 11/5; 5/2; 12/5; ; 9/4; 12/5; 12/5; 27/10; 28/11; 27/10; 21/10; 27/11; 23/10; 12/5; 5/2; 28/11; ; 13/5; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-07 14:29:00 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 6/5; 6/5; 6/5; 23/20; 33/25; ; 6/5; ; 5/4; 6/5; 5/4; 23/20; ; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 16/13; 6/5; 13/10; 27/20; 6/5; ; 13/10; 13/10; 13/10
Draw; 19/10; 19/10; 21/10; 2; 199/100; ; 15/8; ; 37/19; 19/10; 2; 2; ; 21/10; 15/8; 19/10; 19/10; 21/10; 19/10; 2; 37/19; 2; 21/10; 15/8; 21/10; ; 19/10; 19/10; 2
Oviedo; 14/5; 12/5; 11/5; 12/5; 71/25; ; 12/5; ; 28/11; 11/5; 13/5; 11/5; ; 9/4; 13/5; 5/2; 14/5; 5/2; 14/5; 23/10; 5/2; 9/4; 12/5; 13/5; 5/2; ; 14/5; 14/5; 14/5
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-07 18:24:24 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 29/20; 13/10; 5/4; 5/4; 34/25; ; 11/8; ; 13/10; 11/8; 7/5; 5/4; ; 11/8; 7/5; 11/8; 23/17; 23/17; 23/17; 22/15; 25/19; 7/5; 31/20; 8/5; 23/17; ; 6/4; 6/4; 6/4
Draw; 7/4; 15/8; 28/15; 15/8; 49/25; ; 7/4; ; 15/8; 15/8; 15/8; 19/10; ; 19/10; 17/10; 15/8; 19/10; 24/13; 19/10; 9/5; 24/13; 9/5; 19/10; 33/20; 19/10; ; 7/4; 7/4; 7/4
Oviedo; 12/5; 23/10; 11/5; 12/5; 139/50; ; 9/4; ; 28/11; 2; 12/5; 9/5; ; 2; 5/2; 9/4; 5/2; 12/5; 5/2; 21/10; 12/5; 2; 85/40; 49/20; 27/11; ; 5/2; 13/5; 27/10
