META; english/premier-league/burnley-v-chelsea; 2018-04-02 14:16:48 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 11/5; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 23/10; 9/4; 5/2; 12/5; 12/5; 23/10; 12/5
Burnley; 11/4; 3; 14/5; 14/5; 16/5; 3; 11/4; 14/5; 11/4; 3; 14/5; 11/4; 29/10; 3; 14/5; 37/13; 3; 27/11; 14/5; 3; 29/10; 27/10; 3
META; english/premier-league/burnley-v-chelsea; 2018-04-14 10:15:57 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 1; 19/20; 1; 39/40; 19/20; 21/20; 20/21; 10/11; ; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 11/5; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 23/10; 9/4; 5/2; 12/5; 40/17; 23/10; 12/5
Burnley; 11/4; 3; 14/5; 14/5; 16/5; 3; 11/4; 14/5; 11/4; 3; 14/5; 11/4; 29/10; 3; 14/5; 14/5; 3; 27/11; 14/5; 3; 37/13; 11/4; 3
META; english/premier-league/burnley-v-chelsea; 2018-04-14 14:16:01 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 1; 26/25; 19/20; 10/11; 39/40; 1; 19/20; 1; 21/20; 21/20; 1; 1; 39/40; 39/40; 21/20; 20/21; ; ; ; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 62/25; 5/2; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 23/10; 9/4; 12/5; 12/5; 40/17; 23/10; 12/5
Burnley; 11/4; 3; 14/5; 14/5; 16/5; 3; 11/4; 56/19; 11/4; 3; 14/5; 11/4; 29/10; 3; 37/13; 3; 27/11; 56/19; 3; 37/13; 14/5; 3; 
META; english/premier-league/burnley-v-chelsea; 2018-04-14 18:15:59 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 1; 10/11; 23/20; 1; 59/50; 21/20; 1; 39/40; 11/10; 1; 11/10; 23/20; 23/20; 21/20; 21/20; 21/20; 11/10; 39/40; 23/20; 11/10; 20/21; 
Draw; 5/2; 5/2; 11/5; 12/5; 62/25; 23/10; 11/5; 12/5; 11/5; 12/5; 9/4; 12/5; 9/4; 12/5; 5/2; 23/10; 23/10; 12/5; 12/5; 40/17; 23/10; 12/5
Burnley; 11/4; 3; 5/2; 14/5; 68/25; 14/5; 13/5; 56/19; 5/2; 11/4; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; 27/10; 56/19; 27/10; 13/5; 2; 13/5
META; english/premier-league/burnley-v-chelsea; 2018-04-14 22:15:37 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 11/10; 10/11; 23/20; 1; 29/25; 21/20; 1; 11/10; 11/10; 1; 11/10; 6/5; 23/20; 21/20; 21/20; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 1; 10/9
Draw; 12/5; 5/2; 11/5; 12/5; 62/25; 23/10; 11/5; 12/5; 11/5; 12/5; 9/4; 23/10; 9/4; 12/5; 5/2; 40/17; 23/10; 9/4; 12/5; 23/10; 40/17; 12/5; 
Burnley; 5/2; 3; 5/2; 14/5; 139/50; 14/5; 13/5; 13/5; 5/2; 11/4; 13/5; 5/2; 5/2; 11/4; 14/5; 28/11; 27/10; 11/5; 13/5; 14/5; 13/5; 12/5; 13/5
META; english/premier-league/burnley-v-chelsea; 2018-04-15 02:15:32 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 21/20; 10/11; 21/20; 1; 21/20; 21/20; 1; 11/10; 1; 1; 11/10; 21/20; 1; 1; 21/20; 24/23; 11/10; 21/20; 21/20; 20/21; ; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 12/5; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 12/5; 9/4; 12/5; 12/5; 12/5; 12/5; 
Burnley; 13/5; 3; 11/4; 14/5; 31/10; 14/5; 11/4; 13/5; 11/4; 11/4; 14/5; 13/5; 14/5; 3; 14/5; 14/5; 27/10; 23/10; 13/5; 3; 37/13; 13/5; 3
META; english/premier-league/burnley-v-chelsea; 2018-04-15 10:15:32 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 1; 10/11; 21/20; 1; 53/50; 21/20; 1; 1; 1; 21/20; 21/20; 1; 1; 21/20; 24/23; 1; 21/20; 1; 20/21; 1; ; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 5/2; 12/5; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 12/5; 9/4; 12/5; 12/5; 12/5; 5/2; 13/5
Burnley; 13/5; 3; 11/4; 14/5; 31/10; 14/5; 11/4; 3; 11/4; 11/4; 14/5; 13/5; 29/10; 3; 14/5; 37/13; 27/10; 23/10; 3; 29/10; 14/5; 14/5; 
META; english/premier-league/burnley-v-chelsea; 2018-04-15 14:15:33 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 1; 21/20; 1; 21/20; 1; 10/11; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 21/20; 42/41; 1; 21/20; 1; 20/21; 1; ; 
Draw; 5/2; 23/10; 9/4; 12/5; 63/25; 12/5; 12/5; 12/5; 9/4; 5/2; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 12/5; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5
Burnley; 13/5; 11/4; 14/5; 14/5; 31/10; 29/10; 11/4; 3; 14/5; 13/5; 14/5; 11/4; 14/5; 3; 14/5; 37/13; 27/10; 40/17; 3; 29/10; 14/5; 14/5; 
META; english/premier-league/burnley-v-chelsea; 2018-04-15 18:15:30 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 1; 21/20; 1; 21/20; 1; 10/11; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 42/41; 1; 21/20; 1; 21/20; ; ; ; 
Draw; 5/2; 23/10; 9/4; 12/5; 63/25; 12/5; 12/5; 12/5; 9/4; 5/2; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 12/5; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5
Burnley; 13/5; 11/4; 14/5; 14/5; 31/10; 29/10; 11/4; 3; 14/5; 13/5; 14/5; 11/4; 14/5; 3; 14/5; 37/13; 29/10; 40/17; 3; 29/10; 27/10; 14/5; 
META; english/premier-league/burnley-v-chelsea; 2018-04-15 22:15:25 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 19/20; 1; 101/100; 1; 10/11; 1; 19/20; 1; 20/21; 19/20; 19/20; 19/20; 1; 19/20; 1; 15/16; 1; 21/20; 1; 19/20; 20/21; 10/11; 20/21; 
Draw; 13/5; 12/5; 23/10; 12/5; 127/50; 12/5; 12/5; 12/5; 12/5; 23/10; 5/2; 23/10; 12/5; 47/20; 5/2; 5/2; 27/11; 12/5; 9/4; 12/5; 12/5; 27/11; 12/5; 23/10; 23/10; 23/10
Burnley; 14/5; 3; 14/5; 13/4; 29/10; 14/5; 11/4; 3; 13/5; 3; 31/10; 3; 14/5; 31/10; 29/10; 28/11; 3; 41/13; 3; 3; ; ; ; ; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-16 02:15:24 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 20/23; 19/20; 47/50; 19/20; 1; 10/11; 19/20; 10/11; 1; 20/23; 10/11; 9/10; 10/11; 19/20; 10/11; 10/11; 13/14; 19/20; 20/21; 10/11; 5/6; 9/10; 5/6; 20/21; 10/11
Draw; 13/5; 12/5; 23/10; 5/2; 13/5; 12/5; 12/5; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 9/4; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 5/2; 12/5
Burnley; 14/5; 3; 13/4; 16/5; 7/2; 10/3; 14/5; 16/5; 16/5; 10/3; 13/5; 16/5; 16/5; 10/3; 16/5; 3; 33/10; 31/10; 13/5; 16/5; 17/5; 57/17; 10/3; 10/3; 10/3; 7/2; 10/3
META; english/premier-league/burnley-v-chelsea; 2018-04-16 10:15:25 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 10/11; 19/20; 47/50; 19/20; 1; 10/11; 10/11; 10/11; 1; 10/11; 17/20; 10/11; 10/11; 19/20; 10/11; 10/11; 13/14; 7/8; 20/21; 10/11; 10/11; 10/11; 10/11; 20/21; 10/11
Draw; 12/5; 12/5; 23/10; 5/2; 129/50; 12/5; 12/5; 23/10; 28/11; 23/10; 5/2; 23/10; 5/2; 47/20; 5/2; 5/2; 27/11; 5/2; 28/11; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 5/2; 12/5
Burnley; 3; 13/4; 16/5; 71/20; 10/3; 14/5; 16/5; 18/5; 10/3; 13/5; 10/3; 16/5; 10/3; 16/5; 3; 17/5; 31/10; 41/13; 7/2; 7/2; 17/5; 7/2; 3; 10/3; 7/2; 10/3; 
META; english/premier-league/burnley-v-chelsea; 2018-04-16 14:15:25 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 19/20; 19/20; 99/100; 10/11; 1; 5/6; 10/11; 19/20; 10/11; 20/21; 19/20; 19/20; 10/11; 19/20; 19/20; 10/11; 13/14; 7/8; 19/20; 19/20; 19/20; 10/11; 20/21; 20/21; 20/21
Draw; 12/5; 12/5; 23/10; 12/5; 127/50; 12/5; 12/5; 12/5; 28/11; 23/10; 5/2; 9/4; 47/20; 23/10; 5/2; 12/5; 27/11; 5/2; 28/11; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 12/5; 12/5
Burnley; 3; 16/5; 16/5; 10/3; 67/20; 17/5; 14/5; 16/5; 18/5; 16/5; 7/2; 16/5; 3; 16/5; 16/5; 10/3; 13/4; 31/10; 41/13; 7/2; 7/2; 13/4; 10/3; 3; 10/3; 10/3; 7/2
META; english/premier-league/burnley-v-chelsea; 2018-04-16 18:15:25 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 10/11; 19/20; 49/50; 19/20; 20/21; 10/11; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 1; 19/20; 19/20; 10/11; 22/23; 10/11; 20/21; 19/20; 19/20; 10/11; 20/21; 20/21; 20/21
Draw; 12/5; 12/5; 23/10; 12/5; 127/50; 12/5; 12/5; 23/10; 28/11; 23/10; 5/2; 23/10; 47/20; 12/5; 23/10; 12/5; 27/11; 5/2; 27/11; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2
Burnley; 3; 16/5; 16/5; 10/3; 17/5; 10/3; 16/5; 16/5; 17/5; 16/5; 7/2; 16/5; 3; 10/3; 3; 10/3; 13/4; 31/10; 31/10; 33/10; 17/5; 13/4; 10/3; 3; 10/3; 10/3; 10/3
META; english/premier-league/burnley-v-chelsea; 2018-04-16 22:15:25 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 10/11; 19/20; 49/50; 10/11; 20/21; 5/6; 19/20; 19/20; 10/11; 10/11; 19/20; 10/11; 1; 19/20; 19/20; 10/11; 22/23; 10/11; 20/21; 19/20; 19/20; 10/11; 20/21; 20/21; 20/21
Draw; 12/5; 12/5; 23/10; 12/5; 127/50; 5/2; 12/5; 12/5; 28/11; 23/10; 5/2; 23/10; 47/20; 12/5; 23/10; 12/5; 27/11; 5/2; 27/11; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2
Burnley; 3; 16/5; 16/5; 10/3; 17/5; 10/3; 16/5; 16/5; 17/5; 16/5; 7/2; 16/5; 3; 17/5; 3; 10/3; 13/4; 31/10; 31/10; 33/10; 17/5; 33/10; 10/3; 3; 10/3; 10/3; 10/3
META; english/premier-league/burnley-v-chelsea; 2018-04-17 02:15:22 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 20/23; 19/20; 47/50; 10/11; 9/10; 5/6; 19/20; 20/23; 10/11; 20/23; 19/20; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 20/23; 10/11; 5/6; 10/11; 5/6; 20/21; 20/21
Draw; 12/5; 12/5; 23/10; 12/5; 129/50; 5/2; 12/5; 12/5; 28/11; 12/5; 5/2; 23/10; 47/20; 49/20; 12/5; 5/2; 27/11; 5/2; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; 5/2; 12/5; 5/2
Burnley; 3; 16/5; 10/3; 10/3; 71/20; 10/3; 10/3; 16/5; 17/5; 17/5; 7/2; 10/3; 3; 18/5; 100/30; 10/3; 17/5; 31/10; 17/5; 33/10; 15/4; 38/11; 7/2; 3; 10/3; 10/3; 10/3
META; english/premier-league/burnley-v-chelsea; 2018-04-17 10:15:22 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 17/20; 20/23; 19/20; 47/50; 10/11; 9/10; 5/6; 19/20; 20/23; 10/11; 20/23; 19/20; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 20/23; 10/11; 5/6; 10/11; 10/11; 20/21; 20/21
Draw; 12/5; 12/5; 23/10; 12/5; 129/50; 5/2; 12/5; 12/5; 28/11; 12/5; 5/2; 23/10; 47/20; 49/20; 12/5; 5/2; 27/11; 5/2; 27/11; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; 5/2; 
Burnley; 3; 7/2; 10/3; 10/3; 71/20; 10/3; 10/3; 16/5; 17/5; 17/5; 7/2; 10/3; 3; 18/5; 100/30; 10/3; 17/5; 31/10; 17/5; 33/10; 15/4; 17/5; 7/2; 3; 10/3; 10/3; 10/3
META; english/premier-league/burnley-v-chelsea; 2018-04-17 14:15:23 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 17/20; 20/23; 10/11; 47/50; 10/11; 9/10; 5/6; 19/20; 20/23; 10/11; 20/23; 19/20; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 20/23; 10/11; 5/6; 10/11; 10/11; 10/11; 20/21
Draw; 12/5; 12/5; 23/10; 12/5; 129/50; 5/2; 12/5; 12/5; 28/11; 12/5; 5/2; 23/10; 47/20; 49/20; 12/5; 5/2; 27/11; 5/2; 27/11; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2
Burnley; 3; 7/2; 10/3; 10/3; 71/20; 10/3; 10/3; 16/5; 17/5; 17/5; 7/2; 10/3; 3; 18/5; 100/30; 10/3; 17/5; 31/10; 17/5; 33/10; 15/4; 38/11; 7/2; 3; 10/3; 10/3; 10/3
META; english/premier-league/burnley-v-chelsea; 2018-04-17 18:15:23 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 17/20; 20/23; 10/11; 93/100; 10/11; 9/10; 5/6; 8/9; 20/23; 10/11; 20/23; 19/20; 9/10; 10/11; 10/11; 10/11; 9/10; 10/11; 6/7; 20/23; 10/11; 10/11; 9/10; 10/11; 10/11; 10/11
Draw; 12/5; 12/5; 23/10; 12/5; 13/5; 13/5; 12/5; 12/5; 13/5; 12/5; 5/2; 23/10; 47/20; 49/20; 12/5; 12/5; 5/2; 12/5; 27/11; 28/11; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2
Burnley; 3; 7/2; 10/3; 10/3; 71/20; 7/2; 10/3; 10/3; 18/5; 17/5; 7/2; 10/3; 3; 18/5; 100/30; 10/3; 17/5; 17/5; 17/5; 7/2; 15/4; 17/5; 7/2; 7/2; 7/2; 7/2; 7/2
META; english/premier-league/burnley-v-chelsea; 2018-04-17 22:15:23 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 17/20; 10/11; 10/11; 49/50; 10/11; 10/11; 5/6; 8/9; 10/11; 10/11; 10/11; 19/20; 10/11; 19/20; 10/11; 19/20; 9/10; 11/12; 6/7; 10/11; 19/20; 19/20; 10/11; 20/21; 20/21; 20/21
Draw; 12/5; 12/5; 23/10; 12/5; 127/50; 13/5; 12/5; 12/5; 13/5; 23/10; 5/2; 23/10; 47/20; 12/5; 5/2; 5/2; 27/11; 12/5; 27/11; 28/11; 5/2; 5/2; 5/2; 12/5; 5/2; ; 
Burnley; 3; 7/2; 16/5; 10/3; 17/5; 7/2; 16/5; 10/3; 18/5; 13/4; 7/2; 16/5; 3; 7/2; 3; 10/3; 13/4; 17/5; 33/10; 7/2; 18/5; 33/10; 10/3; 3; 10/3; 10/3; 7/2
META; english/premier-league/burnley-v-chelsea; 2018-04-18 02:15:18 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 17/20; 20/23; 10/11; 93/100; 10/11; 9/10; 5/6; 8/9; 20/23; 10/11; 20/23; 19/20; 9/10; 19/20; 10/11; 10/11; 9/10; 11/12; 6/7; 37/40; 10/11; 5/6; 10/11; 10/11; 10/11; 20/21
Draw; 12/5; 12/5; 23/10; 12/5; 13/5; 13/5; 12/5; 12/5; 13/5; 12/5; 5/2; 12/5; 47/20; 49/20; 5/2; 5/2; 5/2; 12/5; 27/11; 28/11; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2
Burnley; 3; 16/5; 10/3; 10/3; 71/20; 7/2; 10/3; 10/3; 18/5; 10/3; 7/2; 10/3; 3; 18/5; 3; 10/3; 17/5; 17/5; 33/10; 7/2; 7/2; 17/5; 7/2; 10/3; 10/3; 10/3; 10/3
META; english/premier-league/burnley-v-chelsea; 2018-04-18 10:15:18 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 17/20; 20/23; 10/11; 93/100; 10/11; 9/10; 5/6; 8/9; 20/23; 10/11; 20/23; 19/20; 9/10; 10/11; 10/11; 10/11; 9/10; 11/12; 6/7; 9/10; 10/11; 5/6; 5/6; 10/11; 10/11; 10/11
Draw; 13/5; 12/5; 23/10; 12/5; 13/5; 13/5; 12/5; 12/5; 13/5; 12/5; 5/2; 12/5; 47/20; 49/20; 5/2; 5/2; 5/2; 12/5; 27/11; 28/11; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 
Burnley; 7/2; 16/5; 10/3; 10/3; 71/20; 7/2; 10/3; 10/3; 18/5; 10/3; 7/2; 10/3; 3; 18/5; 100/30; 10/3; 38/11; 17/5; 33/10; 7/2; 15/4; 7/2; 7/2; 7/2; 1/100; 7/2; 7/2
META; english/premier-league/burnley-v-chelsea; 2018-04-18 14:15:20 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 17/20; 20/23; 10/11; 93/100; 10/11; 9/10; 5/6; 8/9; 20/23; 10/11; 20/23; 19/20; 9/10; 10/11; 10/11; 10/11; 9/10; 11/12; 6/7; 9/10; 10/11; 5/6; 5/6; 10/11; 10/11; 10/11
Draw; 13/5; 12/5; 23/10; 12/5; 13/5; 13/5; 12/5; 12/5; 13/5; 12/5; 5/2; 5/2; 47/20; 49/20; 5/2; 5/2; 27/11; 12/5; 27/11; 28/11; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2
Burnley; 7/2; 16/5; 10/3; 10/3; 71/20; 7/2; 10/3; 10/3; 18/5; 10/3; 7/2; 10/3; 3; 18/5; 7/2; 10/3; 17/5; 17/5; 33/10; 7/2; 15/4; 17/5; 7/2; 7/2; 7/2; 7/2; 7/2
META; english/premier-league/burnley-v-chelsea; 2018-04-18 18:15:20 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 17/20; 10/11; 10/11; 49/50; 10/11; 10/11; 5/6; 11/12; 10/11; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 19/20; 9/10; 11/12; 7/8; 19/20; 19/20; 19/20; 10/11; 20/21; 20/21; 20/21
Draw; 13/5; 12/5; 23/10; 12/5; 64/25; 13/5; 12/5; 5/2; 13/5; 23/10; 5/2; 5/2; 47/20; 12/5; 5/2; 5/2; 27/11; 12/5; 27/11; 28/11; 5/2; 27/11; 5/2; 12/5; 5/2; 12/5; 5/2
Burnley; 7/2; 16/5; 16/5; 10/3; 67/20; 7/2; 16/5; 10/3; 7/2; 16/5; 7/2; 16/5; 3; 17/5; 7/2; 10/3; 33/10; 17/5; 33/10; 17/5; 7/2; 33/10; 10/3; 3; 10/3; 10/3; 10/3
META; english/premier-league/burnley-v-chelsea; 2018-04-18 22:15:19 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 19/20; 19/20; 10/11; 99/100; 19/20; 20/21; 10/11; 22/23; 19/20; 1; 20/21; 19/20; 10/11; 10/11; 19/20; 19/20; 10/11; 22/23; 13/14; 20/21; 19/20; 19/20; 10/11; 20/21; 20/21; 20/21
Draw; 5/2; 5/2; 23/10; 12/5; 127/50; 13/5; 12/5; 5/2; 13/5; 23/10; 5/2; 23/10; 47/20; 49/20; 5/2; 12/5; 27/11; 12/5; 5/2; 28/11; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2
Burnley; 10/3; 16/5; 3; 10/3; 67/20; 10/3; 16/5; 16/5; 13/4; 16/5; 16/5; 10/3; 3; 17/5; 7/2; 10/3; 16/5; 13/4; 31/10; 16/5; 10/3; 13/4; 10/3; 3; 10/3; 10/3; 10/3
META; english/premier-league/burnley-v-chelsea; 2018-04-19 02:15:16 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 20/23; 10/11; 93/100; 10/11; 10/11; 5/6; 22/23; 20/23; 19/20; 10/11; 10/11; 9/10; 19/20; 10/11; 10/11; 10/11; 10/11; 13/14; 10/11; 10/11; 10/11; 10/11; 10/11; 20/21; 20/21
Draw; 5/2; 5/2; 23/10; 12/5; 13/5; 13/5; 5/2; 5/2; 28/11; 12/5; 13/5; 12/5; 5/2; 49/20; 5/2; 5/2; 27/11; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2
Burnley; 10/3; 10/3; 13/4; 10/3; 71/20; 7/2; 10/3; 10/3; 33/10; 10/3; 16/5; 10/3; 10/3; 7/2; 100/30; 10/3; 57/17; 13/4; 33/10; 16/5; 18/5; 17/5; 7/2; 3; 7/2; 10/3; 10/3
META; english/premier-league/burnley-v-chelsea; 2018-04-19 10:15:15 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 19/20; 10/11; 10/11; 24/25; 10/11; 10/11; 5/6; 22/23; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 10/11; 10/11; 10/11; 13/14; 13/14; 37/40; 10/11; 10/11; 10/11; 10/11; 20/21; 10/11
Draw; 13/5; 5/2; 23/10; 5/2; 64/25; 13/5; 5/2; 5/2; 28/11; 12/5; 13/5; 12/5; 5/2; 49/20; 12/5; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2
Burnley; 7/2; 16/5; 16/5; 10/3; 69/20; 7/2; 10/3; 10/3; 33/10; 13/4; 16/5; 10/3; 16/5; 10/3; 100/30; 10/3; 57/17; 13/4; 16/5; 16/5; 18/5; 57/17; 10/3; 10/3; 7/2; 10/3; 7/2
META; english/premier-league/burnley-v-chelsea; 2018-04-19 14:15:16 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 9/10; 17/20; 17/20; 10/11; 93/100; 10/11; 9/10; 5/6; 9/10; 20/23; 19/20; 20/23; 10/11; 17/20; 10/11; 10/11; 13/15; 11/13; 7/8; 13/15; 20/23; 13/15; 10/11; 5/6; 10/11; 10/11; 10/11
Draw; 13/5; 5/2; 12/5; 5/2; 13/5; 13/5; 5/2; 13/5; 28/11; 12/5; 13/5; 12/5; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 5/2; 13/5
Burnley; 7/2; 18/5; 17/5; 10/3; 71/20; 7/2; 10/3; 10/3; 18/5; 17/5; 16/5; 7/2; 10/3; 37/10; 7/2; 7/2; 38/11; 17/5; 17/5; 7/2; 19/5; 7/2; 7/2; 7/2; 7/2; 7/2; 7/2
META; english/premier-league/burnley-v-chelsea; 2018-04-19 18:15:16 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 9/10; 10/11; 17/20; 17/20; 93/100; 10/11; 20/21; 5/6; 9/10; 20/23; 10/11; 10/11; 10/11; 9/10; 10/11; 10/11; 13/15; 13/15; 10/11; 13/15; 37/40; 10/11; 10/11; 5/6; 10/11; 10/11; 10/11
Draw; 13/5; 5/2; 12/5; 13/5; 13/5; 13/5; 5/2; 5/2; 28/11; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 28/11; 5/2; 28/11; 5/2; 28/11; 13/5; 5/2; 13/5; 13/5; 13/5; 
Burnley; 7/2; 10/3; 10/3; 7/2; 71/20; 7/2; 10/3; 10/3; 18/5; 10/3; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 17/5; 17/5; 33/10; 7/2; 18/5; 17/5; 10/3; 7/2; 7/2; 7/2; 7/2
META; english/premier-league/burnley-v-chelsea; 2018-04-19 22:15:16 GMT+3; 2018-04-19 19:45; In Play; Xlenovo
Chelsea; 2/9; 1/4; 1/4; 1/4; 3/10; 2/9; 2/7; 2/9; 1/4; 1/4; 2/7; 3/10; 2/7; 1/4; 1/4; 5/18; 5/18; 5/18; 5/18; 1/4; 2/7; 2/7
Draw; 9/2; 4; 9/2; 22/5; 9/2; 17/4; 4; 17/4; 9/2; 4; 15/4; 17/4; 79/20; 4; 15/4; 43/10; 4; 9/2; 23/5; 24/5; ; 
Burnley; 14; 10; 11; 11; 10; 14; 11; 13; 13; 14; 11; 11; 12; 12; 43/4; 23/2; 11; 43/4; 12; 64/5; 76/5; 
