META; english/premier-league/leicester-v-brighton; 2017-06-15 14:15:34 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
META; english/premier-league/leicester-v-brighton; 2017-06-25 10:16:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-25 10:21:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-25 14:16:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-25 14:21:06 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-25 18:16:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-25 18:21:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-25 22:16:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-25 22:20:58 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 02:16:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 02:20:52 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 10:20:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 10:25:01 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 14:21:03 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 14:26:05 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 18:19:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 18:23:53 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 22:18:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 22:23:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-27 02:19:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-27 02:24:00 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-27 10:19:44 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-27 10:24:26 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-27 14:20:43 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-27 14:25:31 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-27 18:21:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-27 18:26:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-27 22:20:35 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-27 22:25:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-28 02:20:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-28 02:25:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-28 10:20:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-28 10:25:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-28 14:20:49 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-28 14:25:38 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-28 18:18:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-28 18:23:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-28 22:19:09 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-28 22:23:47 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-29 02:19:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-29 02:23:58 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-29 10:20:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-29 10:24:51 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-29 14:20:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; ; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-29 14:25:05 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; ; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-29 18:19:35 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-29 18:24:37 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-29 22:18:01 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; ; ; ; ; ; ; ; ; 5/7; 11/17; 4/6; 5/7; ; ; 7/10; ; 7/10; ; 1/14; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; ; ; ; ; 45/17; 13/5; 13/5; 45/17; ; ; 45/17; ; 45/17; ; 11/5; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; 17/4; 4; 4; ; ; 4; ; 4; ; 1/14; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-29 22:23:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
