META; english/premier-league/huddersfield-v-liverpool; 2018-01-03 18:17:01 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
META; english/premier-league/huddersfield-v-liverpool; 2018-01-13 02:16:57 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; ; ; ; ; 2/5; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/20; ; 
Draw; ; ; ; ; 4; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 2; ; 
Huddersfield; ; ; ; ; 89/10; 17/2; ; 17/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 15/2; ; 8; ; ; 1; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-13 10:17:01 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; ; ; ; ; 2/5; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/20; ; 
Draw; ; ; ; ; 4; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 2; ; 
Huddersfield; ; ; ; ; 89/10; 17/2; ; 17/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 15/2; ; 8; ; ; 1; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-13 14:17:26 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; ; ; ; ; 2/5; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/20; ; 
Draw; ; ; ; ; 4; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 2; ; 
Huddersfield; ; ; ; ; 89/10; 17/2; ; 17/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 15/2; ; 8; ; ; 1/3; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-13 18:17:04 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; ; ; ; ; 2/5; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/20; ; 
Draw; ; ; ; ; 4; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 2; ; 
Huddersfield; ; ; ; ; 89/10; 17/2; ; 17/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 15/2; ; 8; ; ; 1/3; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-13 22:16:40 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; ; ; ; ; 2/5; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/20; ; 
Draw; ; ; ; ; 4; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 2; ; 
Huddersfield; ; ; ; ; 89/10; 17/2; ; 17/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 15/2; ; 8; ; ; 1/3; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-14 02:16:39 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; ; ; ; ; 2/5; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/20; ; 
Draw; ; ; ; ; 4; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 2; ; 
Huddersfield; ; ; ; ; 89/10; 17/2; ; 17/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 15/2; ; 8; ; ; 1/3; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-14 10:16:39 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; ; ; ; ; 2/5; 4/11; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/20; ; 
Draw; ; ; ; ; 4; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 2; ; 
Huddersfield; ; ; ; ; 89/10; 17/2; ; 17/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 15/2; ; 8; ; ; 1/3; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-14 14:16:41 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; ; ; ; ; 41/100; 4/11; 4/11; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; ; 2/5; ; 4/11; ; ; 1/20; ; 
Draw; ; ; ; ; 4; 15/4; 15/4; 7/2; ; ; ; ; ; ; ; ; 15/4; ; 15/4; ; ; 19/5; ; 15/4; ; ; 2; ; 
Huddersfield; ; ; ; ; 42/5; 17/2; 8; 17/2; ; ; ; ; ; ; ; ; 7; ; 7; ; ; 15/2; ; 8; ; ; 1/3; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-14 18:16:37 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 4/11; 4/11; 4/11; ; 43/100; 4/11; 4/11; 1/3; ; 4/11; ; ; ; ; ; 2/5; 2/5; 7/19; 2/5; ; ; 2/5; 4/11; 7/20; 3/8; ; 1/20; ; 
Draw; 15/4; 7/2; 15/4; ; 19/5; 4; 15/4; 4; ; 18/5; ; ; ; ; ; 15/4; 15/4; 19/5; 15/4; ; ; 4; 19/5; 15/4; 19/5; ; 2; ; 
Huddersfield; 7; 8; 8; ; 83/10; 19/2; 15/2; 9; ; 15/2; ; ; ; ; ; 8; 7; 7; 7; ; ; 15/2; 9; 8; 7; ; 1/3; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-14 22:16:35 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 4/11; 1/3; ; 37/100; 1/3; 7/20; 1/3; 6/17; 1/3; ; ; ; ; ; 4/11; 4/11; 6/17; 4/11; 6/17; 6/17; 1/3; 1/3; 3/10; 4/11; ; 1/9; ; 
Draw; 4; 7/2; 19/5; ; 21/5; 9/2; 4; 4; 4; 19/5; ; ; ; ; ; 4; 4; 50/13; 4; 50/13; 4; 17/4; 21/5; 4; 39/10; ; 3; ; 
Huddersfield; 8; 8; 17/2; ; 10; 19/2; 8; 9; 15/2; 8; ; ; ; ; ; 17/2; 31/4; 29/4; 31/4; 32/5; 7; 8; 10; 9; 29/4; ; 21/10; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-15 02:16:33 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 4/11; 1/3; ; 37/100; 1/3; 4/11; 1/3; 6/17; 1/3; ; ; ; ; ; 4/11; 4/11; 6/17; 4/11; 6/17; 6/17; 1/3; 4/11; 3/10; 4/11; ; 2/9; ; 
Draw; 4; 7/2; 19/5; ; 21/5; 9/2; 4; 4; 4; 19/5; ; ; ; ; ; 4; 4; 50/13; 4; 50/13; 4; 17/4; 4; 4; 39/10; ; 3; ; 
Huddersfield; 8; 8; 17/2; ; 10; 19/2; 8; 9; 15/2; 8; ; ; ; ; ; 17/2; 31/4; 29/4; 31/4; 32/5; 7; 8; 9; 9; 29/4; ; 14/5; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-15 10:16:35 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 4/11; 1/3; ; 37/100; 1/3; 7/20; 1/3; 6/17; 1/3; ; ; ; ; 4/11; 4/11; 4/11; 6/17; 4/11; 6/17; 6/17; 1/3; 1/3; 3/10; 4/11; ; 2/9; ; 
Draw; 4; 7/2; 19/5; ; 21/5; 9/2; 4; 4; 4; 19/5; ; ; ; ; 4; 4; 4; 50/13; 4; 50/13; 4; 17/4; 21/5; 4; 39/10; ; 3; ; 
Huddersfield; 8; 8; 17/2; ; 10; 19/2; 8; 9; 15/2; 8; ; ; ; ; 15/2; 17/2; 15/2; 29/4; 15/2; 32/5; 7; 8; 10; 9; 29/4; ; 14/5; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-15 18:17:52 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; ; ; 7/20; 7/20; 3/10; 4/11; 6/19; 4/11; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 2/9; ; 
Draw; 4; 4; 4; 19/5; 9/2; 9/2; 17/4; 4; 4; 19/5; ; ; ; 4; 4; 15/4; 4; 54/13; 4; 50/13; 4; 17/4; 22/5; 17/4; 21/5; ; 3; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 19/2; 17/2; 9; 15/2; 17/2; ; ; ; 8; 8; 7; 15/2; 8; 15/2; 32/5; 7; 8; 19/2; 9; 8; ; 14/5; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-15 22:16:47 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; ; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 2/9; ; 
Draw; 4; 4; 4; 19/5; 9/2; 9/2; 17/4; 4; 4; 19/5; ; ; ; 4; 4; 15/4; 4; 54/13; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 19/2; 17/2; 9; 15/2; 17/2; ; ; ; 8; 8; 7; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 14/5; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-16 02:16:37 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; ; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 2/9; ; 
Draw; 4; 4; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; ; ; 4; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 9; 17/2; 9; 15/2; 17/2; ; ; ; 8; 8; 7; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 8; ; 7/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-16 10:16:59 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 4/11; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; ; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 1/4; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; ; ; 4; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 9; 17/2; 9; 15/2; 17/2; ; ; ; 8; 8; 7; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 8; ; 7/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-16 14:17:42 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 4/11; 1/3; 7/20; 4/11; 3/10; 1/3; 3/10; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 1/4; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 4; 19/5; ; 15/4; ; 4; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 10; 17/2; 10; 15/2; 17/2; ; 17/2; ; 8; 8; 7; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 8; ; 7/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-16 18:17:11 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 3/10; 1/3; 3/10; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 4/13; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 4/13; ; 1/4; ; 
Draw; 4; 4; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; 15/4; ; 4; 4; 15/4; 4; 54/13; 4; 50/13; 4; 17/4; 22/5; 17/4; 21/5; ; 3; ; 
Huddersfield; 8; 8; 17/2; 8; 9; 10; 17/2; 10; 15/2; 17/2; ; 17/2; ; 8; 8; 15/2; 35/4; 33/4; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 14/5; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-16 22:17:09 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 3/10; 1/3; 3/10; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 1/4; ; 
Draw; 4; 4; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; 15/4; ; 4; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
Huddersfield; 8; 8; 17/2; 8; 9; 10; 17/2; 10; 15/2; 17/2; ; 17/2; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 14/5; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-17 02:16:52 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 3/10; 1/3; 3/10; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 1/4; ; 
Draw; 4; 4; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; 15/4; ; 4; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
Huddersfield; 8; 8; 17/2; 8; 9; 10; 17/2; 10; 15/2; 17/2; ; 17/2; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 14/5; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-17 10:16:42 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 3/10; 1/3; 3/10; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 1/4; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; 15/4; ; 4; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 10; 17/2; 10; 15/2; 17/2; ; 17/2; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 8; ; 14/5; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-17 14:17:40 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 3/10; 1/3; 3/10; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 3/10; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; 15/4; ; 4; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 10; 17/2; 10; 15/2; 17/2; ; 17/2; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-17 18:16:32 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 3/10; 1/3; 3/10; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 3/10; ; 
Draw; 4; 4; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; 15/4; ; 4; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 8; 17/2; 8; 9; 10; 17/2; 10; 15/2; 17/2; ; 17/2; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-17 22:16:34 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 3/10; 1/3; 3/10; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 3/10; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; 15/4; ; 4; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 10; 17/2; 10; 15/2; 17/2; ; 17/2; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-18 02:16:30 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 3/10; 1/3; 3/10; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 3/10; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; 15/4; ; 4; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 10; 17/2; 10; 15/2; 17/2; ; 17/2; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-18 10:16:33 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 3/10; 1/3; 3/10; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 3/10; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; 7/2; ; 4; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 10; 17/2; 10; 15/2; 17/2; ; 9; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-18 14:16:31 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 3/10; ; 
Draw; 4; 4; 4; 19/5; 9/2; 4; 4; 4; 4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 19/2; 17/2; 9; 15/2; 17/2; ; 9; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-18 18:16:34 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 3/10; ; 
Draw; 4; 4; 4; 19/5; 9/2; 4; 17/4; 4; 4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 8; 17/2; 8; 9; 19/2; 17/2; 9; 15/2; 17/2; ; 9; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-18 22:17:52 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 3/10; ; 
Draw; 4; 4; 4; 19/5; 9/2; 4; 4; 4; 4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 8; 17/2; 8; 9; 19/2; 17/2; 9; 15/2; 17/2; ; 9; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-19 02:17:50 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 1/4; ; 
Draw; 4; 4; 4; 19/5; 9/2; 4; 4; 4; 4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 8; 17/2; 8; 9; 19/2; 17/2; 9; 15/2; 17/2; ; 9; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-19 10:17:38 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 3/10; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 1/4; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 19/2; 17/2; 9; 15/2; 17/2; ; 9; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-19 14:17:38 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 3/10; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 54/13; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 19/2; 17/2; 9; 15/2; 17/2; ; 9; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-19 18:17:35 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; ; 3/10; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; ; 7/2; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 19/2; 17/2; 9; 15/2; 17/2; ; 9; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; ; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-19 22:17:49 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; 3/10; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 41/10; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; 7/2; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 19/2; 17/2; 9; 15/2; 17/2; ; 9; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 33/4; 17/2; ; 
META; english/premier-league/huddersfield-v-liverpool; 2018-01-20 02:17:35 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 1/3; 1/3; 6/17; 1/3; ; 1/3; ; 7/20; 7/20; 1/3; 10/29; 6/19; 10/29; 6/17; 6/17; 1/3; 1/3; 3/10; 6/19; 3/10; ; 
Draw; 4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 4; 19/5; ; 7/2; ; 19/5; 4; 15/4; 4; 54/13; 4; 50/13; 4; 17/4; 22/5; 17/4; 54/13; 7/2; ; 
Huddersfield; 8; 15/2; 17/2; 8; 9; 19/2; 17/2; 9; 15/2; 17/2; ; 9; ; 8; 8; 15/2; 35/4; 8; 35/4; 32/5; 7; 8; 19/2; 9; 8; 17/2; ; 
