META; english/premier-league/man-city-v-everton; 2017-06-15 14:15:39 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-25 10:21:07 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-25 14:16:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-25 14:21:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-25 18:16:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-25 18:21:16 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-25 22:16:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-25 22:21:03 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-26 02:16:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-26 02:20:57 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-26 10:20:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-26 10:25:06 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/premier-league/man-city-v-everton; 2017-06-26 14:21:09 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-everton; 2017-06-26 14:26:09 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-everton; 2017-06-26 18:19:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-26 18:23:58 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-26 22:18:35 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-26 22:23:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-27 02:19:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-27 02:24:05 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-27 10:19:49 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-27 10:24:31 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-27 14:20:48 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-27 14:25:36 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-27 18:21:35 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-27 18:26:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-27 22:20:41 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-27 22:25:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-28 02:20:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-28 02:25:07 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-28 10:20:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-28 10:25:07 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-28 14:20:54 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-28 14:25:43 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-28 18:18:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-28 18:23:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-28 22:19:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-28 22:23:52 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-29 02:19:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-29 02:24:03 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-29 10:20:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-29 10:24:56 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-29 14:20:24 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; ; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-29 14:25:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; ; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; ; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-29 18:19:40 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-29 18:24:42 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 11/5; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-29 22:18:07 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 9/4; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-29 22:23:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man City; ; 4/9; ; 4/11; ; ; 9/20; ; ; ; ; ; ; ; ; ; 3/7; 4/9; 4/9; 3/7; ; ; 5/11; ; 5/11; ; 1/10; ; 
Draw; ; 16/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; 38/11; 7/2; 7/2; 38/11; ; ; 7/2; ; 7/2; ; 9/4; ; 
Everton; ; 11/2; ; 13/2; ; ; 7; ; ; ; ; ; ; ; ; ; 6; 11/2; 28/5; 6; ; ; 23/4; ; 6; ; 19/10; ; 
META; english/premier-league/man-city-v-everton; 2017-06-30 02:16:56 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
