META; english/premier-league/swansea-v-man-utd; 2017-06-15 14:15:44 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-25 14:16:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-25 14:21:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-25 18:16:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-25 18:21:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-25 22:16:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-25 22:21:10 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-26 02:16:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-26 02:21:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-26 10:20:26 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-26 10:25:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-26 14:21:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-26 14:26:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-26 18:19:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-26 18:24:03 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-26 22:18:39 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-26 22:23:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-27 02:19:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-27 02:24:10 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-27 10:19:53 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-27 10:24:36 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-27 14:20:53 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-27 14:25:40 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-27 18:21:40 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-27 18:26:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-27 22:20:45 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-27 22:25:31 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-28 02:20:34 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-28 02:25:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-28 10:20:34 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-28 10:25:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-28 14:20:59 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-28 14:25:47 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-28 18:18:31 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-28 18:23:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-28 22:19:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-28 22:23:56 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-29 02:19:28 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-29 02:24:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-29 10:20:18 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-29 10:25:01 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-29 14:20:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-29 14:25:16 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-29 18:19:45 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-29 18:24:47 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-29 22:18:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 2/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 6/5; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-29 22:23:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 4/11; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-30 02:17:01 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; ; ; ; ; ; ; ; ; 18/35; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; ; ; ; ; ; ; ; ; 3; 3; 3; 3; ; ; 3; ; 3; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; ; ; ; ; ; ; ; ; 60/11; 5; 26/5; 60/11; ; ; 53/10; ; 11/2; ; 4/11; ; 
META; english/premier-league/swansea-v-man-utd; 2017-06-30 02:22:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
