META; english/premier-league/west-ham-v-southampton; 2017-06-15 14:15:49 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
META; english/premier-league/west-ham-v-southampton; 2017-06-25 10:16:28 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-25 10:21:16 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-25 14:16:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-25 14:21:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-25 18:16:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-25 18:21:26 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-25 22:16:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-25 22:21:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-26 02:16:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-26 02:21:07 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-26 10:20:31 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-26 10:25:16 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-26 14:21:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-26 14:26:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-26 18:19:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
West Ham; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Southampton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-26 18:24:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
West Ham; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Southampton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-26 22:18:44 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-26 22:23:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-27 02:19:37 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-27 02:24:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-27 10:19:58 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-27 10:24:41 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-27 14:20:57 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-27 14:25:45 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-27 18:21:45 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-27 18:26:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-27 22:20:50 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-27 22:25:36 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-28 02:20:39 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-28 02:25:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-28 10:20:39 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-28 10:25:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-28 14:21:04 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-28 14:25:52 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 8/5; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 8/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-28 18:18:37 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 10/11; ; ; ; ; ; ; ; ; ; 13/15; 3/4; 4/5; 13/15; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 13/5; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 10/3; ; ; ; ; ; ; ; ; ; 16/5; 7/2; 7/2; 16/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-28 18:23:28 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 10/11; ; ; ; ; ; ; ; ; ; 13/15; 3/4; 4/5; 13/15; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 13/5; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 10/3; ; ; ; ; ; ; ; ; ; 16/5; 7/2; 7/2; 16/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-28 22:19:24 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-28 22:24:01 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-29 02:19:33 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-29 02:24:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-29 10:20:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-29 10:25:06 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-29 14:20:35 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; ; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; ; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-29 14:25:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; ; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 1; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; ; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-29 18:19:50 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 10/9; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-29 18:24:54 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 10/9; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 28/11; ; ; 13/5; ; 13/5; ; 11/5; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 17/5; ; ; 7/2; ; 7/2; ; 4/6; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-29 22:18:16 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Southampton; ; 5/6; ; 4/5; ; ; 20/23; ; ; ; ; ; ; ; ; ; 4/5; 3/4; 4/5; 13/15; ; ; 4/5; ; 4/5; ; 8/11; ; 
Draw; ; 5/2; ; 12/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 28/11; 13/5; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 23/10; ; 
West Ham; ; 3; ; 3; ; ; 18/5; ; ; ; ; ; ; ; ; ; 17/5; 7/2; 7/2; 16/5; ; ; 7/2; ; 7/2; ; 7/4; ; 
META; english/premier-league/west-ham-v-southampton; 2017-06-29 22:23:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
