META; english/league-2/cambridge-utd-v-crawley; 2017-04-24 02:20:32 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; ; 1/2; ; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; ; ; 1/2; ; 1/2; ; ; ; ; ; 12/25; ; ; 8/15; 1/2; ; 1/2; 1/2; 11/20; ; 1/2; ; 1/2; ; ; ; 
META; english/league-2/cambridge-utd-v-crawley; 2017-04-28 22:20:31 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 11/20; ; ; ; ; ; ; ; 8/15; 1/2; 1/2; ; ; 11/20; 1/2; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 11/20; 1/2; ; ; ; 8/15; 1/2; ; ; 8/15; 18/35; 1/2; 1/2; 18/35; 27/50; 8/15; 1/2; ; 1/2; ; ; ; 
Draw; 10/3; ; 29/10; ; 16/5; ; 10/3; 16/5; 3; 10/3; 16/5; 16/5; 10/3; 10/3; 10/3; 31/10; 13/4; 29/10; 3; 13/4; 17/5; 16/5; 31/10; ; 31/10; ; 3; ; 
Crawley; 11/2; ; 5; ; 5; ; 21/4; 5; 21/4; 11/2; 11/2; 5; 11/2; 6; 5; 5; 5; 23/4; 27/5; 5; 26/5; 23/5; 27/5; ; 27/5; ; 5; ; 
META; english/league-2/cambridge-utd-v-crawley; 2017-04-29 02:20:17 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge United; ; ; 4/7; ; 8/15; ; 11/20; 8/15; ; ; ; 4/7; 11/20; ; ; 8/15; 8/15; 1/2; 8/15; 8/15; 27/50; 8/15; 6/11; ; 6/11; ; ; ; 4/7
Cambridge Utd; 11/20; ; ; ; ; ; ; ; 4/7; 1/2; 1/2; ; ; 6/10; 4/7; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
Draw; 10/3; ; 14/5; ; 3; ; 10/3; 3; 3; 10/3; 16/5; 3; 16/5; 16/5; 3; 3; 41/13; 29/10; 3; 41/13; 17/5; 16/5; 31/10; ; 31/10; ; 3; ; 10/3
Crawley; 11/2; ; 9/2; ; 5; ; 21/4; 5; 19/4; 11/2; 11/2; 9/2; 5; 11/2; 19/4; 11/2; 79/17; 23/4; 23/5; 79/17; 26/5; 23/5; 19/4; ; 19/4; ; 26/5; ; 5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-29 10:20:13 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge United; ; ; 11/20; ; 8/15; ; 11/20; 8/15; ; ; ; 4/7; 11/20; ; ; 8/15; 5/9; 4/7; 8/15; 5/9; 27/50; 8/15; 6/11; ; 6/11; ; ; ; 4/7
Cambridge Utd; 11/20; ; ; ; ; ; ; ; 4/7; 1/2; 1/2; ; ; 6/10; 4/7; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; 10/3; ; 11/4; ; 3; ; 10/3; 3; 3; 16/5; 16/5; 3; 16/5; 16/5; 3; 31/10; 58/19; 27/10; 3; 58/19; 17/5; 16/5; 31/10; ; 31/10; ; 14/5; ; 3
Crawley; 11/2; ; 19/4; ; 5; ; 21/4; 5; 5; 6; 11/2; 9/2; 5; 11/2; 19/4; 5; 19/4; 5; 23/5; 19/4; 26/5; 23/5; 19/4; ; 19/4; ; 5; ; 26/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-29 18:20:19 GMT+3; 2017-04-29 15:00; In Play; Xlenovo
Cambridge United; ; ; ; ; ; ; 2/11; 1/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11
Cambridge Utd; 2/11; ; ; ; ; ; ; ; ; 8/15; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5; ; ; ; ; ; 5; 5; ; 10/3; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5
Crawley; 20; ; ; ; ; ; 20; 22; ; 17/4; ; ; ; 24/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20
