META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-20 20:15:13 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 8/15; ; ; ; 1/2; 1/2; ; ; ; ; 1/2; ; 11/20; 8/15; ; 6/11; 10/21; ; ; 6/11; 17/35; ; ; ; ; ; 
Draw; 17/5; 10/3; 7/2; 10/3; 7/2; 10/3; 7/2; 3; 7/2; 10/3; 7/2; 15/4; 7/2; 7/2; 7/2; 17/5; ; 123/35; 18/5; 7/2; ; 17/5; 33/10; 123/35; ; ; 3; ; 
Celtic; 6; 5; 6; 6; 13/2; 13/2; 11/2; 6; 11/2; 6; 6; 13/2; 11/2; 13/2; 6; 13/2; ; 108/17; 13/2; 31/5; ; 6; 59/10; 108/17; ; ; 31/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 16:15:38 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 1/2; 1/2; 8/15; 1/2; 12/25; 1/2; 8/15; 1/2; 1/2; 1/2; 4/9; 12/25; 1/2; 1/2; 1/2; ; 17/35; 7/15; ; ; 11/21; 1/2; ; ; ; 1/2; ; 
Draw; 17/5; 10/3; 7/2; 10/3; 7/2; 10/3; 18/5; 3; 7/2; 10/3; 7/2; 15/4; 7/2; 7/2; 7/2; 17/5; ; 123/35; 18/5; ; ; 7/2; 33/10; ; ; ; 10/3; ; 
Celtic; 6; 5; 6; 6; 13/2; 13/2; 6; 6; 11/2; 6; 13/2; 13/2; 6; 13/2; 6; 13/2; ; 108/17; 13/2; ; ; 6; 59/10; ; ; ; 6; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 17:45:38 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 1/2; 1/2; 1/2; 1/2; 12/25; 1/2; 8/15; 1/2; 1/2; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; ; 7/15; 7/15; 4/9; ; 18/35; 1/2; 1/2; ; ; 4/9; ; 
Draw; 18/5; 10/3; 7/2; 7/2; 7/2; 10/3; 18/5; 3; 7/2; 10/3; 15/4; 15/4; 7/2; 7/2; 7/2; 7/2; ; 37/10; 18/5; 7/2; ; 18/5; 7/2; 7/2; ; ; 7/2; ; 
Celtic; 6; 5; 6; 6; 13/2; 13/2; 6; 6; 11/2; 6; 13/2; 13/2; 6; 13/2; 6; 13/2; ; 72/11; 13/2; 32/5; ; 6; 28/5; 108/17; ; ; 31/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 18:36:29 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 1/2; 1/2; 1/2; 1/2; 12/25; 1/2; 8/15; 1/2; 1/2; 4/9; 8/15; 12/25; 1/2; 1/2; 1/2; ; 10/21; 7/15; 4/9; ; 10/21; 10/21; 10/21; ; ; 4/9; ; 
Draw; 18/5; 10/3; 7/2; 7/2; 7/2; 10/3; 18/5; 3; 7/2; 10/3; 15/4; 3; 7/2; 7/2; 7/2; 7/2; ; 37/10; 18/5; 7/2; ; 37/10; 39/11; 37/10; ; ; 7/2; ; 
Celtic; 6; 5; 6; 6; 13/2; 13/2; 6; 6; 11/2; 6; 13/2; 13/2; 6; 13/2; 6; 13/2; ; 13/2; 13/2; 13/2; ; 32/5; 29/5; 13/2; ; ; 31/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 19:45:35 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 4/9; 1/2; 1/2; 1/2; 12/25; 1/2; 1/2; 1/2; 9/20; 1/2; 8/15; ; 1/2; 1/2; 1/2; ; 10/21; 7/15; 4/9; ; 10/21; 10/21; 10/21; ; ; 4/9; ; 
Draw; 18/5; 16/5; 7/2; 7/2; 7/2; 10/3; 18/5; 3; 7/2; 18/5; 7/2; 3; ; 7/2; 7/2; 7/2; ; 37/10; 18/5; 7/2; ; 37/10; 39/11; 37/10; ; ; 7/2; ; 
Celtic; 6; 11/2; 6; 6; 13/2; 13/2; 6; 13/2; 11/2; 13/2; 13/2; 13/2; ; 13/2; 6; 13/2; ; 13/2; 13/2; 13/2; ; 32/5; 29/5; 13/2; ; ; 32/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 20:15:35 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 4/9; 1/2; 1/2; 1/2; 12/25; 9/20; 1/2; 1/2; 9/20; 1/2; 8/15; 12/25; 1/2; 1/2; 1/2; ; 10/21; 7/15; 4/9; ; 10/21; 10/21; 10/21; ; ; 4/9; ; 
Draw; 18/5; 16/5; 7/2; 7/2; 7/2; 10/3; 15/4; 3; 7/2; 18/5; 7/2; 3; 7/2; 7/2; 7/2; 7/2; ; 37/10; 18/5; 7/2; ; 37/10; 39/11; 37/10; ; ; 7/2; ; 
Celtic; 6; 11/2; 6; 6; 13/2; 13/2; 6; 13/2; 11/2; 13/2; 13/2; 13/2; 6; 13/2; 6; 13/2; ; 13/2; 13/2; 13/2; ; 32/5; 29/5; 13/2; ; ; 32/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 21:45:37 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 9/20; 1/2; 40/85; 1/2; 4/9; 4/9; 9/20; 1/2; 1/2; 9/20; 1/2; 8/15; 9/20; 4/9; 1/2; 1/2; ; 10/21; 7/15; 4/9; ; 10/21; 4/9; 3/7; ; ; 4/9; ; 
Draw; 15/4; 3; 18/5; 7/2; 15/4; 7/2; 18/5; 3; 7/2; 18/5; 7/2; 10/3; 7/2; 18/5; 7/2; 7/2; ; 37/10; 18/5; 7/2; ; 37/10; 62/17; 50/13; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 6; 7; 13/2; 13/2; 13/2; 11/2; 13/2; 13/2; 11/2; 13/2; 7; 6; 13/2; ; 13/2; 13/2; 13/2; ; 32/5; 71/11; 125/17; ; ; 34/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 23:45:35 GMT+3; 2016-11-01 19:45; In Play; e70300-dr003
Borussia Monchengladbach; 1/7; 1/6; 1/6; 1/7; 1/6; 1/7; 2/15; 1/9; ; 1/7; 2/13; ; 1/7; ; ; ; ; 1/7; 2/13; ; ; 3/19; ; ; ; ; ; ; 
Draw; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; ; 6; 11/2; ; 11/2; ; ; ; ; 11/2; 21/4; ; ; 29/5; ; ; ; ; ; ; 
Celtic; 20; 22; 20; 25; 22; 25; 21; 22; ; 22; 22; ; 28; ; ; ; ; 25; 22; ; ; 20; ; ; ; ; ; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-02 00:15:36 GMT+3; 2016-11-01 19:45; In Play; e70300-dr003
Borussia Monchengladbach; 1/14; 1/12; 1/8; 1/12; 1/7; 1/12; 1/12; 1/12; ; 1/10; 1/9; ; 1/10; ; ; ; ; 2/17; 1/10; ; ; 1/8; ; ; 1/7; ; ; ; 
Draw; 8; 8; 13/2; 15/2; 11/2; 7; 7; 13/2; ; 7; 6; ; 13/2; ; ; ; ; 23/4; 6; ; ; 59/10; ; ; 11/2; ; ; ; 
Celtic; 80; 66; 35; 50; 33; 80; 40; 55; ; 50; 40; ; 66; ; ; ; ; 49; 50; ; ; 35; ; ; 40; ; ; ; 
