META; champions-league/napoli-v-real-madrid; 2017-02-16 00:15:20 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; ; ; ; ; ; ; 13/10; ; ; 5/4; ; ; ; ; ; 11/8; 5/4; 15/13; ; 5/4; ; ; ; ; ; 10/9; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 14/5; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 5/2; ; 23/10; 9/4; 
META; champions-league/napoli-v-real-madrid; 2017-02-21 08:15:28 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 7/5; 13/10; 7/5; 23/17; 147/100; 16/11; 7/5; 11/8; ; 7/5; 7/5; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 24/13; 19/10; 9/5; 7/4; 47/25; 7/4; 24/13; 7/4; ; 9/5; 9/5; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 14/5; 40/17; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 5/2; ; 23/10; 9/4; 
META; champions-league/napoli-v-real-madrid; 2017-02-21 12:15:29 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; 16/11; 7/5; 7/5; ; 7/5; 7/5; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 24/13; 7/4; ; 9/5; 9/5; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 12/5; ; 23/10; 9/4; 
META; champions-league/napoli-v-real-madrid; 2017-02-21 16:15:33 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 7/5; 13/10; 7/5; 7/5; 147/100; 16/11; 7/5; 7/5; ; 7/5; 7/5; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 24/13; 7/4; ; 7/4; 9/5; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 12/5; ; 9/4; 9/4; 
META; champions-league/napoli-v-real-madrid; 2017-02-21 20:15:30 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 7/5; 13/10; 7/5; 7/5; 147/100; 16/11; 7/5; 7/5; ; 7/5; 7/5; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 9/5; 7/4; ; 7/4; 9/5; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 5/2; ; 23/10; 23/10; 
META; champions-league/napoli-v-real-madrid; 2017-02-22 00:15:22 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; 16/11; 7/5; 7/5; ; 7/5; 27/20; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 9/5; 7/4; ; 7/4; 7/4; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 5/2; ; 23/10; 21/10; 
META; champions-league/napoli-v-real-madrid; 2017-02-22 04:15:23 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; 16/11; 7/5; 7/5; ; 7/5; 27/20; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 9/5; 7/4; ; 7/4; 7/4; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 5/2; ; 23/10; 21/10; 
META; champions-league/napoli-v-real-madrid; 2017-02-22 08:15:23 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; 16/11; 7/5; 7/5; ; 7/5; ; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; 17/10; 19/10; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 9/5; 7/4; ; 7/4; ; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 12/5; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 5/2; ; 23/10; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-22 12:15:26 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 29/20; 7/5; 5/4; 13/10; 11/8; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; 16/11; 7/5; 7/5; ; 7/5; 7/5; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 37/20; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; 17/10; 19/10; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 9/5; 7/4; ; 7/4; 9/5; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 13/5; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 12/5; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 5/2; ; 23/10; 23/10; 
META; champions-league/napoli-v-real-madrid; 2017-02-22 16:15:11 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 29/20; 7/5; 5/4; 13/10; 11/8; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; 16/11; 7/5; 11/8; ; 11/8; 11/8; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 37/20; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; 17/10; 19/10; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 9/5; 9/5; ; 9/5; 9/5; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 13/5; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 12/5; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 5/2; ; 13/5; 23/10; 
META; champions-league/napoli-v-real-madrid; 2017-02-22 20:15:36 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 29/20; 7/5; 5/4; 13/10; 11/8; 13/10; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; ; 7/5; 11/8; ; 13/10; 13/10; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 37/20; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; ; 9/5; 9/5; ; 17/10; 9/5; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 13/5; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; ; 13/5; 5/2; ; 13/5; 5/2; 
META; champions-league/napoli-v-real-madrid; 2017-02-23 00:15:03 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 29/20; 7/5; 5/4; 13/10; 11/8; 13/10; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 27/20; 13/10; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 37/20; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 9/5; 9/5; ; 13/8; 7/4; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 13/5; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 5/2; ; 27/10; 5/2; 
META; champions-league/napoli-v-real-madrid; 2017-02-23 04:15:13 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 29/20; 7/5; 5/4; 13/10; 11/8; 13/10; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 27/20; 13/10; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 37/20; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 9/5; 9/5; ; 17/10; 7/4; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 13/5; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 5/2; ; 27/10; 13/5; 
META; champions-league/napoli-v-real-madrid; 2017-02-23 08:15:04 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 11/8; 13/10; ; 29/20; 7/5; 5/4; 13/10; 11/8; 13/10; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 27/20; 13/10; 
Napoli; 9/5; 7/4; 9/5; 7/4; ; 37/20; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 9/5; 9/5; ; 17/10; 7/4; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 13/5; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 5/2; ; 27/10; 13/5; 
META; champions-league/napoli-v-real-madrid; 2017-02-23 12:15:07 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 7/5; ; 27/20; 11/8; 
Napoli; 9/5; 7/4; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 7/4; 9/5; 7/4; 47/25; 7/4; 9/5; 7/4; ; 17/10; 17/10; 
Draw; 13/5; 14/5; 27/10; 11/4; ; 13/5; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 12/5; ; 27/10; 2; 
META; champions-league/napoli-v-real-madrid; 2017-02-23 16:15:06 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 13/10; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 7/5; ; 27/20; 11/8; 7/5
Napoli; 9/5; 7/4; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 7/4; 9/5; 7/4; 47/25; 7/4; 9/5; 7/4; ; 13/8; 17/10; 9/5
Draw; 13/5; 14/5; 27/10; 11/4; ; 13/5; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 12/5; ; 13/5; 23/10; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-23 20:15:06 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 7/5; ; 27/20; 11/8; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 7/4; 9/5; 7/4; 47/25; 7/4; 9/5; 7/4; ; 13/8; 17/10; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 14/5; 27/10; 13/5; 12/5; ; 13/5; 23/10; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-24 00:15:03 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 7/5; ; 27/20; 11/8; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 7/4; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 13/8; 17/10; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 12/5; ; 13/5; 23/10; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-24 04:15:03 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 7/5; ; 27/20; 11/8; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 7/4; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 17/10; 17/10; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 12/5; ; 13/5; 12/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-24 08:15:05 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 7/5; ; 27/20; 11/8; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 17/10; 7/4; 9/5; 17/10; 37/20; 7/4; 9/5; 7/4; ; 17/10; 17/10; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 12/5; ; 13/5; 12/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-24 12:15:05 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 7/5; ; 5/4; 11/8; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 7/4; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 17/10; 17/10; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 12/5; ; 13/5; 5/2; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-24 16:15:05 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 27/20; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 10/9; 11/8; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 7/4; 9/5; 7/4; 37/20; 7/4; 9/5; 9/5; ; 17/10; 17/10; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 12/5; ; 13/5; 5/2; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-24 20:15:04 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 29/20; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 7/5; ; 10/9; 13/10; 7/5
Napoli; 7/4; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 7/4; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 17/10; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-25 00:15:04 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 29/20; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 7/5; ; 23/20; 13/10; 7/5
Napoli; 7/4; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 7/4; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 17/10; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-25 04:15:06 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 23/20; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 7/4; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 17/10; 17/10; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 12/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-25 08:15:06 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 23/20; 6/5; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 7/4; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 17/10; 13/8; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 12/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-25 12:15:06 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 23/20; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 7/4; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 17/10; 17/10; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-25 16:15:07 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 23/20; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 9/5; 7/4; 9/5; 9/5; 37/20; 7/4; 9/5; 7/4; ; 17/10; 17/10; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 27/10; 5/2; 27/10; 5/2; 5/2; 13/5; 5/2; 143/50; 27/10; 13/5; 5/2; ; 5/2; 5/2; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-25 20:15:06 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; ; 7/5; 11/8; ; 10/9; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; ; 9/5; 7/4; ; 17/10; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; ; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-26 00:15:07 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 7/5; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 6/5; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 17/10; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-26 04:15:08 GMT+2; 2017-03-07 19:45; e70300-dr003
