META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-24 16:15:03 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 1/2; 1/2; ; 1/2; ; 8/15; ; ; 1/2; ; ; ; ; ; ; 1/2; 4/9; 1/2; 1/2; 1/2; 4/9; ; ; ; ; ; 
Draw; ; 13/5; 13/5; ; 13/5; ; 27/10; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 5/2; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 5; ; 5; ; 11/2; ; ; 9/2; ; ; ; ; ; ; 5; 23/5; 9/2; 19/4; 9/2; 23/5; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 08:15:05 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 6/10; 8/13; ; 8/13; ; 8/13; ; ; 7/11; ; ; ; ; ; ; 8/13; 4/7; 7/11; 11/17; 4/7; 4/7; ; ; ; ; ; 
Draw; ; 13/5; 13/5; ; 13/5; ; 27/10; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 5/2; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 5; ; 5; ; 11/2; ; ; 9/2; ; ; ; ; ; ; 5; 23/5; 9/2; 19/4; 9/2; 23/5; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 09:45:11 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 8/13; ; 8/13; ; 4/6; ; ; 7/11; ; ; ; ; ; ; 4/6; 4/7; 7/11; 11/17; 4/7; 4/7; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 13/5; ; 13/5; ; ; 13/5; ; ; ; ; ; ; 13/5; 40/17; 13/5; 5/2; 13/5; 40/17; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 5; ; 5; ; 21/4; ; ; 9/2; ; ; ; ; ; ; 9/2; 50/11; 9/2; 19/4; 9/2; 50/11; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 11:45:06 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 4/6; 4/6; ; 4/6; ; 7/10; ; ; 3/5; ; ; ; ; ; ; 4/6; 10/17; 3/5; 4/6; 4/7; 10/17; ; ; ; ; ; 
Draw; ; 12/5; 5/2; ; 5/2; ; 27/10; ; ; 13/5; ; ; ; ; ; ; 13/5; 40/17; 13/5; 13/5; 13/5; 40/17; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 9/2; ; ; 5; ; ; ; ; ; ; 9/2; 50/11; 5; 17/4; 5; 50/11; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 12:15:06 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 7/10; ; ; 3/5; ; ; ; ; ; ; 4/6; 10/17; 3/5; 4/6; 4/7; 10/17; ; ; ; ; ; 
Draw; ; 5/2; 5/2; ; 5/2; ; 13/5; ; ; 13/5; ; ; ; ; ; ; 13/5; 40/17; 13/5; 13/5; 13/5; 40/17; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 19/4; ; ; 5; ; ; ; ; ; ; 9/2; 50/11; 5; 17/4; 5; 50/11; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 12:26:43 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 13/20; ; ; 3/5; ; ; ; ; ; ; 4/6; 5/9; 3/5; 4/6; 4/7; 5/9; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 5/2; ; 13/5; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 11/2; ; ; 5; ; ; ; ; ; ; 9/2; 19/4; 5; 17/4; 5; 19/4; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 13:45:07 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 7/10; ; ; 3/5; ; ; ; ; ; ; 4/6; 11/17; 3/5; 4/6; 4/7; 11/17; ; ; ; ; ; 
Draw; ; 5/2; 12/5; ; 12/5; ; 27/10; ; ; 13/5; ; ; ; ; ; ; 13/5; 40/17; 13/5; 13/5; 13/5; 40/17; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 4; ; 4; ; 9/2; ; ; 5; ; ; ; ; ; ; 9/2; 4; 5; 17/4; 5; 4; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 15:45:10 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 4/6; 4/6; ; 4/6; ; 7/10; ; ; 11/17; ; ; ; ; ; ; 8/11; 11/17; 11/17; 4/6; 8/13; 11/17; ; ; ; ; ; 
Draw; ; 5/2; 12/5; ; 12/5; ; 27/10; ; ; 27/10; ; ; ; ; ; ; 13/5; 40/17; 27/10; 13/5; 27/10; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 4; 4; ; 4; ; 9/2; ; ; 41/10; ; ; ; ; ; ; 4; 50/13; 41/10; 17/4; 4; 50/13; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 16:15:06 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 4/6; 4/6; ; 4/6; ; 8/11; ; ; 11/17; ; ; ; ; ; ; 8/11; 11/17; 11/17; 4/6; 8/13; 11/17; ; ; ; ; ; 
Draw; ; 5/2; 12/5; ; 12/5; ; 27/10; ; ; 27/10; ; ; ; ; ; ; 13/5; 12/5; 27/10; 13/5; 27/10; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 4; 4; ; 4; ; 17/4; ; ; 41/10; ; ; ; ; ; ; 4; 50/13; 41/10; 17/4; 4; 50/13; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 17:45:10 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 4/6; 4/6; ; 4/6; ; 7/10; ; ; 11/17; ; ; ; ; ; ; 8/11; 11/17; 11/17; 4/6; 8/13; 11/17; ; ; ; ; ; 
Draw; ; 5/2; 12/5; ; 12/5; ; 27/10; ; ; 27/10; ; ; ; ; ; ; 13/5; 12/5; 27/10; 13/5; 27/10; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 4; 4; ; 4; ; 9/2; ; ; 41/10; ; ; ; ; ; ; 4; 50/13; 41/10; 17/4; 4; 50/13; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 18:18:43 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 4/6; 4/6; ; 4/6; ; 7/10; ; ; 11/17; ; ; ; ; ; ; 4/6; 11/18; 11/17; 4/6; 8/13; 11/18; ; ; ; ; ; 
Draw; ; 5/2; 12/5; ; 12/5; ; 27/10; ; ; 27/10; ; ; ; ; ; ; 13/5; 12/5; 27/10; 13/5; 27/10; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 4; 4; ; 4; ; 9/2; ; ; 41/10; ; ; ; ; ; ; 9/2; 4; 41/10; 17/4; 4; 4; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 19:45:12 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/11; 7/10; ; 7/10; ; 3/4; ; ; 11/17; ; ; ; ; ; ; 8/11; 5/7; 11/17; 4/6; 8/13; 5/7; ; ; ; ; ; 
Draw; ; 23/10; 23/10; ; 23/10; ; 13/5; ; ; 27/10; ; ; ; ; ; ; 5/2; 23/10; 27/10; 13/5; 27/10; 23/10; ; ; ; ; ; 
FC Santa Coloma; ; 4; 19/5; ; 19/5; ; 17/4; ; ; 41/10; ; ; ; ; ; ; 4; 7/2; 41/10; 17/4; 4; 7/2; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 20:15:07 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 3/4; 8/11; ; 8/11; ; 5/6; ; ; 11/17; ; ; ; ; ; ; 4/5; 5/7; 11/17; 3/4; 8/13; 5/7; ; ; ; ; ; 
Draw; ; 23/10; 9/4; ; 9/4; ; 5/2; ; ; 27/10; ; ; ; ; ; ; 5/2; 9/4; 27/10; 5/2; 27/10; 9/4; ; ; ; ; ; 
FC Santa Coloma; ; 15/4; 18/5; ; 18/5; ; 15/4; ; ; 41/10; ; ; ; ; ; ; 7/2; 39/11; 41/10; 18/5; 4; 38/11; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 21:45:10 GMT+3; 2016-06-28 19:00; In Play; e70300-dr003
Draw; 10/11; 4/5; 10/11; 4/5; 10/11; 17/20; ; 10/11; ; ; 20/21; ; ; 10/11; 1; ; ; 5/6; 5/6; 9/10; ; 5/6; ; ; ; ; ; 
FC Santa Coloma; 12/5; 9/4; 5/2; 21/10; 5/2; 11/5; ; 13/5; ; ; 21/10; ; ; 21/10; 19/10; ; ; 9/4; 12/5; 29/10; ; 9/4; ; ; ; ; ; 
Alashkert; 3; 3; 3; 11/4; 3; 3; ; 11/5; ; ; 14/5; ; ; 29/10; 27/10; ; ; 14/5; 31/10; 12/5; ; 14/5; ; ; ; ; ; 
