META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-17 08:15:14 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; ; 6/5; ; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; 9/4; ; ; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; 12/5; ; 5/2; ; ; ; ; 
APOEL Nicosia; ; 85/40; ; ; 11/5; ; ; ; ; 11/5; ; ; ; ; ; ; ; 11/5; ; 11/5; ; 5/2; ; ; ; ; 
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-17 12:15:17 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; ; 5/4; ; ; 6/5; ; ; ; ; 5/4; ; ; ; ; 6/5; ; ; 5/4; ; 5/4; ; 6/5; ; ; 10/9; ; 
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 7/4; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 9/5; 17/10; ; 17/10; 13/8; 
FC Copenhagen; 9/5; 7/4; 17/10; 9/5; 7/4; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 9/5; 9/5; 13/8; 17/10; 17/10; ; 7/4; 17/11; 7/4; 9/5; 31/18; 23/13; ; 7/4; 13/8; 
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 44/19; 9/4; ; 21/10; 2; 
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 00:15:13 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 7/4; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 19/11; 17/10; ; 17/10; 13/8; 7/4
FC Copenhagen; 9/5; 7/4; 17/10; 9/5; 7/4; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 9/5; 9/5; 13/8; 17/10; 17/10; ; 7/4; 17/11; 7/4; 9/5; 35/19; 23/13; ; 7/4; 13/8; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 43/19; 9/4; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 01:46:04 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 7/4; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 19/11; 17/10; ; 17/10; 13/8; 7/4
FC Copenhagen; 9/5; 7/4; 17/10; 9/5; 7/4; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 9/5; 9/5; 13/8; 17/10; 17/10; ; 7/4; 17/11; 7/4; 9/5; 35/19; 23/13; ; 7/4; 13/8; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 43/19; 13/6; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 03:46:13 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 7/4; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 19/11; 7/4; ; ; 13/8; 7/4
FC Copenhagen; 9/5; 7/4; 17/10; 9/5; 7/4; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 9/5; 9/5; 13/8; 17/10; 17/10; ; 7/4; 17/11; 7/4; 9/5; 35/19; 7/4; ; ; 17/10; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 43/19; 11/5; ; ; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 04:15:13 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 7/4; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 19/11; 7/4; ; 17/10; 13/8; 7/4
FC Copenhagen; 9/5; 7/4; 17/10; 9/5; 7/4; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 9/5; 9/5; 13/8; 7/4; 17/10; ; 7/4; 17/11; 7/4; 9/5; 35/19; 7/4; ; 7/4; 17/10; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 43/19; 11/5; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 05:46:07 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 7/4; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 19/11; 7/4; ; 13/8; 13/8; 7/4
FC Copenhagen; 9/5; 7/4; 17/10; 9/5; 7/4; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 9/5; 9/5; 13/8; 7/4; 17/10; ; 7/4; 17/11; 7/4; 9/5; 35/19; 7/4; ; 9/5; 7/4; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 43/19; 11/5; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 06:29:54 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 7/4; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 19/11; 7/4; ; 13/8; 13/8; 7/4
FC Copenhagen; 9/5; 7/4; 17/10; 9/5; 7/4; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 9/5; 9/5; 13/8; 7/4; 17/10; ; 7/4; 17/11; 7/4; 9/5; 35/19; 7/4; ; 9/5; 7/4; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 43/19; 11/5; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 07:46:08 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 7/4; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 19/11; 7/4; ; ; 13/8; 7/4
FC Copenhagen; 9/5; 7/4; 17/10; 9/5; 7/4; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 9/5; 9/5; 13/8; 7/4; 17/10; ; 7/4; 17/11; 7/4; 9/5; 35/19; 7/4; ; ; 7/4; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 43/19; 11/5; ; ; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 08:15:12 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 7/4; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 19/11; 7/4; ; 13/8; 13/8; 7/4
FC Copenhagen; 9/5; 7/4; 17/10; 9/5; 7/4; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 9/5; 9/5; 13/8; 7/4; 17/10; ; 7/4; 17/11; 7/4; 9/5; 35/19; 7/4; ; 9/5; 7/4; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 43/19; 11/5; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 09:46:02 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 7/4; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 19/11; 7/4; ; 13/8; 13/8; 7/4
FC Copenhagen; 9/5; 7/4; 17/10; 9/5; 7/4; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 9/5; 9/5; 13/8; 7/4; 17/10; ; 7/4; 17/11; 7/4; 9/5; 35/19; 7/4; ; 9/5; 7/4; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 43/19; 11/5; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 11:46:07 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 17/10; 13/8; 13/8; 7/4; 17/10; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/10; 19/11; 17/10; ; 13/8; 13/8; 7/4
FC Copenhagen; 15/8; 7/4; 17/10; 9/5; 9/5; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 15/8; 9/5; 13/8; 7/4; 17/10; ; 7/4; 7/4; 7/4; 7/4; 35/19; 9/5; ; 9/5; 13/8; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 11/5; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 12:15:14 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 17/10; 13/8; 13/8; 7/4; 17/10; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/10; 19/11; 17/10; ; 13/8; 13/8; 7/4
FC Copenhagen; 15/8; 7/4; 17/10; 9/5; 9/5; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 15/8; 9/5; 13/8; 7/4; 17/10; ; 7/4; 7/4; 7/4; 7/4; 35/19; 9/5; ; 9/5; 7/4; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 11/5; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 12:53:20 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 17/10; 13/8; 13/8; 7/4; 17/10; 33/20; 7/4; 17/10; 13/8; 28/17; 17/10; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/10; 19/11; 17/10; ; 13/8; 13/8; 7/4
FC Copenhagen; 15/8; 17/10; 17/10; 9/5; 9/5; 17/10; 9/5; 6/4; 13/8; 7/4; 17/10; 15/8; 9/5; 13/8; 7/4; 17/10; ; 7/4; 7/4; 7/4; 7/4; 35/19; 9/5; ; 9/5; 7/4; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 11/5; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 13:46:11 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 17/10; 13/8; 13/8; 7/4; 17/10; 33/20; 7/4; 17/10; 13/8; 28/17; 17/10; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/10; 19/11; 17/10; ; 17/10; 13/8; 7/4
FC Copenhagen; 15/8; 17/10; 17/10; 9/5; 9/5; 17/10; 9/5; 6/4; 13/8; 7/4; 17/10; 15/8; 9/5; 13/8; 7/4; 17/10; ; 7/4; 7/4; 7/4; 7/4; 35/19; 9/5; ; 9/5; 17/10; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 11/5; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 15:46:00 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 17/10; 33/20; 7/4; 17/10; 13/8; 28/17; ; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/10; 19/11; 17/10; ; 17/10; 8/5; 7/4
FC Copenhagen; 9/5; 17/10; 17/10; 9/5; 9/5; 17/10; 9/5; 6/4; 13/8; 7/4; ; 15/8; 9/5; 13/8; 7/4; 17/10; ; 7/4; 7/4; 7/4; 7/4; 35/19; 9/5; ; ; 7/4; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; ; 21/10; 2; 2; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 11/5; ; ; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 16:15:12 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 7/4; 17/10; 33/20; 7/4; 17/10; 13/8; 28/17; 13/8; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/10; 19/11; 17/10; ; 17/10; 6/4; 7/4
FC Copenhagen; 9/5; 7/4; 17/10; 9/5; 9/5; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 15/8; 9/5; 13/8; 7/4; 17/10; ; 7/4; 7/4; 7/4; 7/4; 35/19; 9/5; ; 9/5; 13/8; 9/5
Draw; 9/4; 2; 39/20; 2; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 11/5; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 17:46:16 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 17/10; 33/20; 17/10; 17/10; 17/10; 9/5; 17/10; 13/8; 28/17; 17/10; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/10; 19/11; 19/11; ; ; 17/10; 9/5
FC Copenhagen; 9/5; 13/8; 33/20; 17/10; 9/5; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 13/8; 17/10; 17/10; ; 7/4; 7/4; 7/4; 7/4; 35/19; 19/11; ; ; 17/10; 7/4
Draw; 9/4; 2; 39/20; 11/5; 11/5; 21/10; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 9/4; ; ; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 18:31:25 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 17/10; 33/20; 17/10; 17/10; 17/10; 9/5; 17/10; 13/8; 28/17; 17/10; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/10; 19/11; 19/11; ; ; 17/10; 9/5
FC Copenhagen; 9/5; 13/8; 33/20; 17/10; 9/5; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 13/8; 17/10; 17/10; ; 7/4; 7/4; 7/4; 7/4; 35/19; 19/11; ; ; 17/10; 7/4
Draw; 9/4; 2; 39/20; 11/5; 11/5; 21/10; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 9/4; ; ; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 19:46:05 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 17/10; 33/20; 17/10; 17/10; 17/10; 9/5; 17/10; 13/8; 28/17; 17/10; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 7/4; 19/11; 19/11; ; 7/4; 17/10; 9/5
FC Copenhagen; 9/5; 13/8; 33/20; 17/10; 9/5; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 13/8; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; 35/19; 19/11; ; 7/4; 13/8; 7/4
Draw; 9/4; 2; 39/20; 11/5; 11/5; 21/10; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 9/4; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 20:15:17 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 17/10; 33/20; 17/10; 17/10; 17/10; 9/5; 17/10; 13/8; 28/17; 17/10; 7/4; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 7/4; 19/11; 19/11; ; 7/4; 17/10; 9/5
FC Copenhagen; 9/5; 13/8; 33/20; 17/10; 9/5; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 13/8; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; 35/19; 19/11; ; 7/4; 13/8; 7/4
Draw; 9/4; 2; 39/20; 11/5; 11/5; 21/10; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 9/4; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 21:46:11 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 17/10; 33/20; 17/10; 17/10; 17/10; 9/5; 17/10; 13/8; 28/17; 17/10; 7/4; 17/10; 7/4; 17/10; 17/10; ; 28/17; 17/10; 13/8; 7/4; 19/11; 19/11; ; 7/4; 17/10; 9/5
FC Copenhagen; 9/5; 13/8; 33/20; 17/10; 9/5; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; 35/19; 19/11; ; 7/4; 13/8; 7/4
Draw; 9/4; 2; 39/20; 11/5; 11/5; 21/10; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 9/4; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-23 23:45:32 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 13/8; 28/17; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; ; 28/17; 17/10; 13/8; 7/4; 19/11; 22/13; ; 17/10; 17/10; 9/5
FC Copenhagen; 9/5; 13/8; 13/8; 17/10; 7/4; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; 35/19; 17/10; ; 7/4; 7/4; 7/4
Draw; 9/4; 2; 39/20; 11/5; 11/5; 21/10; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 21/10; 11/5; ; 9/4; 11/5; 9/4; 28/13; 43/19; 13/6; ; 21/10; 21/10; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 00:15:01 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 13/8; 28/17; 7/4; 9/5; 17/10; 7/4; 9/5; 17/10; ; 28/17; 17/10; 13/8; 7/4; 23/13; 7/4; ; 7/4; 7/4; 9/5
FC Copenhagen; 9/5; 13/8; 13/8; 17/10; 7/4; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; 23/13; 17/10; ; 7/4; 17/10; 7/4
Draw; 9/4; 2; 39/20; 11/5; 11/5; 21/10; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 23/10; 13/6; ; 21/10; 21/10; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 00:49:42 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 13/8; 28/17; 7/4; 7/4; 17/10; 7/4; 7/4; 17/10; ; 28/17; 17/10; 13/8; 7/4; 23/13; 7/4; ; 17/10; 17/10; 9/5
FC Copenhagen; 9/5; 13/8; 33/20; 13/8; 7/4; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; 23/13; 17/10; ; 7/4; 17/10; 7/4
Draw; 9/4; 2; 39/20; 11/5; 11/5; 21/10; 11/5; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 23/10; 13/6; ; 21/10; 21/10; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 01:45:01 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 13/8; 28/17; 7/4; 9/5; 17/10; 7/4; 7/4; 17/10; ; 28/17; 17/10; 13/8; 7/4; 23/13; 7/4; ; 17/10; 17/10; 9/5
FC Copenhagen; 9/5; 13/8; 33/20; 13/8; 7/4; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; 23/13; 17/10; ; 7/4; 17/10; 7/4
Draw; 9/4; 2; 39/20; 11/5; 11/5; 21/10; 11/5; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 23/10; 13/6; ; 21/10; 21/10; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 03:45:02 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 9/5; 13/8; 13/8; 13/8; 7/4; 5/3; 7/4; 6/4; 13/8; 7/4; 13/8; 9/5; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; 23/13; 17/10; ; 7/4; 13/8; 7/4
APOEL Nicosia; 9/5; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 13/8; 28/17; 7/4; 9/5; 17/10; 7/4; 9/5; 17/10; ; 28/17; 17/10; 13/8; 7/4; 23/13; 7/4; ; 7/4; 7/4; 9/5
Draw; 11/5; 2; 39/20; 11/5; 11/5; 21/10; 11/5; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 23/10; 9/4; ; 21/10; 21/10; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 04:15:01 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 9/5; 13/8; 13/8; 13/8; 7/4; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; 23/13; 17/10; ; 7/4; 17/10; 9/5
APOEL Nicosia; 9/5; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 13/8; 28/17; 17/10; 9/5; 17/10; 7/4; 9/5; 17/10; ; 28/17; 17/10; 13/8; 7/4; 23/13; 7/4; ; 7/4; 7/4; 9/5
Draw; 11/5; 2; 39/20; 11/5; 11/5; 21/10; 11/5; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 23/10; 9/4; ; 21/10; 21/10; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 05:45:02 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 7/4; 17/10; 13/8; 13/8; 7/4; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; 23/13; 17/10; ; 17/10; 17/10; 9/5
APOEL Nicosia; 15/8; 13/8; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 13/8; 28/17; 17/10; 7/4; 17/10; 7/4; 9/5; 17/10; ; 28/17; 17/10; 13/8; 17/10; 23/13; 7/4; ; 7/4; 7/4; 9/5
Draw; 11/5; 2; 39/20; 11/5; 11/5; 21/10; 11/5; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; 23/10; 9/4; ; 21/10; 21/10; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 06:28:09 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 7/4; 13/8; 13/8; 13/8; 7/4; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; ; 17/10; ; 17/10; ; 7/4
APOEL Nicosia; 15/8; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 13/8; 28/17; 7/4; 7/4; 17/10; 7/4; 9/5; 17/10; ; 28/17; 17/10; 13/8; 17/10; ; 9/5; ; 7/4; ; 9/5
Draw; 11/5; 2; 39/20; 11/5; 11/5; 21/10; 11/5; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; ; 11/5; ; 21/10; ; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 07:45:02 GMT+3; 2016-08-24 19:45; e70300-dr003
