META; champions-league/partizani-v-salzburg; 2016-07-21 20:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; ; 4/7; 4/7; 8/13; 4/7; ; ; ; 8/15; 3/5; ; ; ; 11/20; ; ; 4/7; 3/5; ; 4/7; 8/15; ; ; ; ; ; 
Partizani; 11/2; 13/2; 6; 7; 6; ; 13/2; 6; 6; 6; 13/2; 13/2; 11/2; 13/2; ; 6; 6; 6; 5; 6; 13/2; ; 59/10; ; ; 29/5; 
META; champions-league/partizani-v-salzburg; 2016-07-25 21:45:10 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/11; 4/9; 4/9; 4/9; 4/9; ; 4/9; 2/5; 4/9; 7/15; 4/9; 4/9; 1/2; 4/9; ; 4/9; 4/9; 7/15; 1/2; 4/9; 2/5; ; 5/11; ; 4/9; 4/9; 4/9
Draw; 15/4; 3; 16/5; 3; 16/5; ; 31/10; 16/5; 3; 13/4; 16/5; 16/5; 11/4; 16/5; ; 3; 10/3; 13/4; 16/5; 3; 17/5; ; 41/13; ; 3; 3; 10/3
Partizani; 7; 13/2; 13/2; 7; 13/2; ; 7; 6; 13/2; 6; 7; 6; 11/2; 7; ; 7; 13/2; 6; 5; 6; 7; ; 33/5; ; 33/5; 32/5; 7
META; champions-league/partizani-v-salzburg; 2016-07-25 23:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/11; 4/9; 4/9; 4/9; 4/9; ; 4/9; 2/5; 4/9; 7/15; 4/9; 4/9; 2/5; 4/9; ; 4/9; 2/5; 7/15; 1/2; 4/9; 2/5; ; 5/11; ; 4/9; 2/5; 1/2
Draw; 15/4; 3; 16/5; 3; 16/5; ; 31/10; 16/5; 3; 13/4; 16/5; 3; 3; 16/5; ; 3; 10/3; 13/4; 16/5; 3; 17/5; ; 41/13; ; 10/3; 3; 10/3
Partizani; 7; 13/2; 13/2; 7; 13/2; ; 7; 6; 13/2; 6; 7; 13/2; 7; 7; ; 7; 7; 6; 5; 6; 29/4; ; 33/5; ; 33/5; 32/5; 7
META; champions-league/partizani-v-salzburg; 2016-07-26 00:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/11; 4/9; 4/9; 4/9; 4/9; ; 4/9; 2/5; 4/9; 7/15; 4/9; 4/9; 2/5; 4/9; ; 4/9; 2/5; 7/15; 1/2; 4/9; 2/5; ; 5/11; ; 4/9; 2/5; 4/9
Draw; 15/4; 3; 16/5; 3; 16/5; ; 31/10; 16/5; 3; 13/4; 16/5; 3; 3; 16/5; ; 3; 10/3; 13/4; 16/5; 3; 17/5; ; 41/13; ; 10/3; 3; 10/3
Partizani; 7; 13/2; 13/2; 7; 13/2; ; 7; 6; 13/2; 6; 7; 13/2; 7; 7; ; 7; 7; 6; 5; 6; 29/4; ; 33/5; ; 33/5; 32/5; 7
META; champions-league/partizani-v-salzburg; 2016-07-26 00:38:24 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 2/5; 2/5; 4/9; 7/15; 4/9; 4/9; 2/5; 4/9; ; 4/9; 4/9; 7/15; 1/2; 4/9; 2/5; ; 5/11; ; 4/9; 2/5; 4/9
Draw; 10/3; 3; 16/5; 3; 16/5; ; 16/5; 16/5; 3; 13/4; 16/5; 3; 3; 16/5; ; 3; 10/3; 13/4; 16/5; 3; 38/11; ; 41/13; ; 10/3; 3; 10/3
Partizani; 6; 13/2; 13/2; 7; 13/2; ; 7; 6; 13/2; 6; 7; 13/2; 7; 7; ; 7; 13/2; 6; 5; 6; 7; ; 33/5; ; 33/5; 32/5; 7
META; champions-league/partizani-v-salzburg; 2016-07-26 01:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 2/5; 2/5; 4/9; 7/15; 4/9; 4/9; 2/5; 4/9; ; 4/9; 4/9; 3/7; 1/2; 2/5; 2/5; ; 5/11; ; ; 2/5; 4/9
Draw; 10/3; 3; 16/5; 3; 16/5; ; 16/5; 16/5; 3; 13/4; 16/5; 16/5; 3; 16/5; ; 3; 10/3; 33/10; 16/5; 3; 17/5; ; 41/13; ; 10/3; 3; 10/3
Partizani; 6; 13/2; 13/2; 15/2; 13/2; ; 7; 6; 13/2; 6; 7; 6; 7; 7; ; 7; 13/2; 7; 5; 7; 7; ; 33/5; ; ; 32/5; 7
META; champions-league/partizani-v-salzburg; 2016-07-26 03:45:13 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 2/5; 2/5; 4/9; 3/7; 4/9; 4/9; 2/5; 4/9; ; 4/9; 4/9; 3/7; 1/2; 2/5; 5/12; ; 5/11; ; 4/9; 4/9; 4/9
Draw; 10/3; 3; 3; 3; 3; ; 16/5; 16/5; 3; 33/10; 3; 3; 3; 16/5; ; 3; 10/3; 33/10; 16/5; 3; 13/4; ; 41/13; ; 3; 14/5; 3
Partizani; 6; 13/2; 13/2; 7; 13/2; ; 7; 6; 13/2; 7; 13/2; 13/2; 7; 7; ; 7; 13/2; 7; 5; 7; 7; ; 33/5; ; 33/5; 31/5; 34/5
META; champions-league/partizani-v-salzburg; 2016-07-26 04:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 2/5; 2/5; 4/9; 3/7; 4/9; 4/9; 2/5; 4/9; ; 4/9; 4/9; 3/7; 1/2; 2/5; 5/12; ; 5/11; ; 4/9; 4/9; 4/9
Draw; 10/3; 3; 3; 3; 3; ; 16/5; 16/5; 3; 33/10; 3; 3; 3; 16/5; ; 3; 10/3; 33/10; 16/5; 3; 13/4; ; 41/13; ; 3; 14/5; 3
Partizani; 6; 13/2; 13/2; 7; 13/2; ; 7; 6; 13/2; 7; 13/2; 13/2; 7; 7; ; 7; 13/2; 7; 5; 7; 7; ; 33/5; ; 33/5; 31/5; 34/5
META; champions-league/partizani-v-salzburg; 2016-07-26 05:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 2/5; 2/5; 4/9; 3/7; 4/9; 4/9; 2/5; 9/20; ; 4/9; 4/9; 3/7; 1/2; 2/5; 5/12; ; 5/11; ; 4/9; 4/9; 1/2
Draw; 10/3; 3; 3; 3; 3; ; 16/5; 16/5; 3; 33/10; 3; 3; 3; 16/5; ; 3; 3; 33/10; 16/5; 3; 13/4; ; 41/13; ; 3; 14/5; 3
Partizani; 6; 13/2; 13/2; 7; 13/2; ; 15/2; 6; 13/2; 7; 13/2; 13/2; 7; 7; ; 7; 7; 7; 5; 7; 7; ; 33/5; ; 33/5; 31/5; 33/5
META; champions-league/partizani-v-salzburg; 2016-07-26 06:24:26 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 2/5; 2/5; 4/9; 3/7; 4/9; 4/9; 2/5; 9/20; ; 4/9; 4/9; 3/7; 1/2; 2/5; 5/12; ; 5/11; ; 4/9; 4/9; 4/9
Draw; 10/3; 3; 3; 3; 3; ; 16/5; 16/5; 3; 33/10; 3; 3; 3; 16/5; ; 3; 3; 33/10; 16/5; 3; 16/5; ; 41/13; ; 3; 14/5; 3
Partizani; 6; 13/2; 13/2; 7; 13/2; ; 15/2; 6; 13/2; 7; 13/2; 13/2; 7; 7; ; 7; 7; 7; 5; 7; 7; ; 33/5; ; 33/5; 31/5; 34/5
META; champions-league/partizani-v-salzburg; 2016-07-26 07:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 2/5; 2/5; 4/9; 3/7; 4/9; 4/9; 2/5; 9/20; ; 4/9; 4/9; 3/7; 1/2; 2/5; 5/12; ; 5/11; ; 4/9; 4/9; 4/9
Draw; 10/3; 3; 3; 3; 3; ; 16/5; 16/5; 3; 33/10; 3; 3; 3; 16/5; ; 3; 3; 33/10; 16/5; 3; 16/5; ; 41/13; ; 3; 14/5; 3
Partizani; 6; 13/2; 13/2; 7; 13/2; ; 15/2; 6; 13/2; 7; 13/2; 13/2; 7; 7; ; 7; 7; 7; 5; 7; 7; ; 33/5; ; 33/5; 31/5; 34/5
META; champions-league/partizani-v-salzburg; 2016-07-26 08:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 2/5; 2/5; 4/9; 3/7; 4/9; 4/9; 2/5; 9/20; ; 4/9; 4/9; 3/7; 1/2; 2/5; 5/12; ; 5/11; ; 4/9; 4/9; 4/9
Draw; 10/3; 3; 3; 3; 3; ; 16/5; 16/5; 3; 33/10; 3; 3; 3; 16/5; ; 3; 3; 33/10; 16/5; 3; 16/5; ; 41/13; ; 3; 14/5; 3
Partizani; 6; 13/2; 13/2; 7; 13/2; ; 15/2; 6; 13/2; 7; 13/2; 13/2; 7; 7; ; 7; 7; 7; 5; 7; 29/4; ; 33/5; ; 34/5; 32/5; 7
META; champions-league/partizani-v-salzburg; 2016-07-26 09:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 4/9; 2/5; 4/9; 3/7; 10/21; 4/9; 2/5; 4/9; ; 4/9; 4/9; 3/7; 5/11; 2/5; 5/12; ; 10/21; ; 4/9; 4/9; 4/9
Draw; 10/3; 3; 3; 10/3; 3; ; 31/10; 16/5; 3; 33/10; 3; 3; 3; 3; ; 3; 3; 33/10; 10/3; 3; 16/5; ; 41/13; ; 3; 14/5; 3
Partizani; 6; 13/2; 13/2; 6; 13/2; ; 13/2; 6; 6; 7; 13/2; 13/2; 7; 7; ; 7; 7; 7; 23/4; 7; 29/4; ; 29/5; ; 37/5; 33/5; 7
META; champions-league/partizani-v-salzburg; 2016-07-26 11:45:08 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 4/9; 2/5; 4/9; 3/7; 10/21; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 3/7; 5/11; 2/5; 5/12; ; 10/21; ; ; 4/9; 4/9
Draw; 16/5; 3; 3; 10/3; 3; ; 31/10; 16/5; 3; 33/10; 3; 3; 16/5; 3; 3; 3; 3; 33/10; 10/3; 3; 16/5; ; 41/13; ; ; 14/5; 3
Partizani; 13/2; 13/2; 13/2; 6; 13/2; ; 13/2; 6; 6; 7; 13/2; 13/2; 13/2; 7; 7; 7; 7; 7; 23/4; 7; 7; ; 29/5; ; ; 33/5; 7
META; champions-league/partizani-v-salzburg; 2016-07-26 12:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 4/9; 2/5; 4/9; 3/7; 10/21; 1/2; 4/9; 4/9; 4/9; 4/9; 4/9; 3/7; 5/11; 2/5; 3/7; ; 10/21; ; 4/9; 4/9; 4/9
Draw; 16/5; 3; 3; 10/3; 3; ; 31/10; 16/5; 3; 33/10; 3; 3; 16/5; 3; 3; 3; 10/3; 33/10; 10/3; 3; 16/5; ; 41/13; ; 3; 14/5; 3
Partizani; 13/2; 13/2; 13/2; 6; 13/2; ; 13/2; 6; 6; 7; 13/2; 7; 13/2; 7; 7; 7; 13/2; 7; 23/4; 7; 7; ; 29/5; ; 37/5; 34/5; 7
META; champions-league/partizani-v-salzburg; 2016-07-26 12:40:42 GMT+3; 2016-07-26 19:15; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 4/9; 2/5; 4/9; 3/7; 10/21; 1/2; 4/9; 4/9; 4/9; 4/9; 4/9; 3/7; 5/11; 2/5; 3/7; ; 10/21; ; 4/9; 4/9; 4/9
Draw; 16/5; 3; 3; 16/5; 3; ; 31/10; 16/5; 3; 33/10; 3; 3; 16/5; 3; 3; 3; 10/3; 33/10; 10/3; 3; 16/5; ; 31/10; ; 3; 14/5; 3
Partizani; 13/2; 13/2; 13/2; 6; 13/2; ; 13/2; 6; 6; 7; 13/2; 7; 13/2; 7; 7; 7; 13/2; 7; 23/4; 7; 29/4; ; 6; ; 37/5; 34/5; 7
META; champions-league/partizani-v-salzburg; 2016-07-26 13:45:10 GMT+3; 2016-07-26 19:15; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 1/2; 4/9; ; 4/9; 2/5; 4/9; 3/7; 10/21; 1/2; 1/2; 9/20; 4/9; 9/20; 4/9; 3/7; 5/11; 2/5; 4/9; ; 10/21; ; 4/9; 4/9; 1/2
Draw; 16/5; 3; 3; 3; 16/5; ; 31/10; 16/5; 3; 33/10; 3; 3; 3; 3; 3; 16/5; 10/3; 33/10; 10/3; 3; 33/10; ; 58/19; ; 3; 3; 3
Partizani; 13/2; 13/2; 13/2; 13/2; 6; ; 13/2; 6; 6; 7; 6; 7; 6; 13/2; 13/2; 6; 13/2; 7; 23/4; 7; 6; ; 61/10; ; 34/5; 36/5; 31/5
META; champions-league/partizani-v-salzburg; 2016-07-26 15:45:11 GMT+3; 2016-07-26 19:15; e70300-dr003
Salzburg; 1/2; 4/9; 4/9; 4/9; 4/9; ; 2/5; 4/9; 1/2; 7/15; 10/21; 1/2; 1/2; 4/9; 4/9; 9/20; 1/2; 7/15; 10/21; 4/9; 4/9; ; 6/13; ; 1/2; 4/9; 1/2
Draw; 3; 3; 16/5; 10/3; 16/5; ; 33/10; 3; 3; 33/10; 3; 3; 3; 3; 16/5; 16/5; 3; 33/10; 3; 3; 33/10; ; 33/10; ; 3; 3; 3
Partizani; 6; 13/2; 6; 6; 6; ; 7; 11/2; 11/2; 6; 6; 6; 6; 13/2; 7; 6; 13/2; 6; 6; 6; 6; ; 6; ; 34/5; 33/5; 34/5
META; champions-league/partizani-v-salzburg; 2016-07-26 16:15:10 GMT+3; 2016-07-26 19:15; e70300-dr003
Salzburg; 1/2; 4/9; 4/9; 4/9; 4/9; ; 2/5; 4/9; 4/9; 7/15; 10/21; 1/2; 1/2; 9/20; 4/9; 9/20; 1/2; 7/15; 10/21; 4/9; 4/9; ; 4/9; ; ; 1/2; 8/15
Draw; 3; 3; 16/5; 10/3; 16/5; ; 33/10; 3; 3; 16/5; 3; 3; 3; 3; 16/5; 16/5; 3; 16/5; 3; 3; 33/10; ; 33/10; ; ; 3; 3
Partizani; 6; 13/2; 6; 6; 6; ; 7; 11/2; 6; 6; 6; 13/2; 6; 13/2; 7; 6; 13/2; 6; 6; 6; 6; ; 63/10; ; ; 34/5; 33/5
META; champions-league/partizani-v-salzburg; 2016-07-26 17:45:11 GMT+3; 2016-07-26 19:15; e70300-dr003
Salzburg; 4/9; 2/5; 4/9; 4/9; 4/9; ; 2/5; 2/5; 4/9; 5/11; 4/9; 1/2; 4/9; 4/9; 4/9; 9/20; 4/9; 5/11; 10/21; 4/9; 5/11; ; 4/9; ; 1/2; 4/9; 1/2
Draw; 3; 3; 3; 3; 3; ; 33/10; 16/5; 3; 16/5; 16/5; 3; 16/5; 3; 10/3; 16/5; 3; 16/5; 3; 3; 13/4; ; 33/10; ; 3; 3; 3
Partizani; 7; 7; 13/2; 7; 13/2; ; 7; 6; 6; 13/2; 13/2; 7; 13/2; 7; 7; 6; 7; 13/2; 6; 13/2; 6; ; 63/10; ; 34/5; 34/5; 34/5
META; champions-league/partizani-v-salzburg; 2016-07-26 18:25:28 GMT+3; 2016-07-26 19:15; e70300-dr003
Salzburg; 4/9; 2/5; 4/9; 4/9; 4/9; ; ; 2/5; 4/9; 5/11; 4/9; 1/2; 4/9; 4/9; 4/9; 9/20; 4/9; 5/11; 4/9; 4/9; 4/9; ; 5/12; ; 4/9; 4/9; 1/2
Draw; 3; 3; 3; 16/5; 3; ; ; 16/5; 3; 16/5; 16/5; 3; 16/5; 3; 10/3; 16/5; 3; 16/5; 31/10; 3; 13/4; ; 17/5; ; 3; 3; 3
Partizani; 7; 7; 13/2; 13/2; 13/2; ; ; 6; 13/2; 13/2; 13/2; 7; 13/2; 7; 7; 6; 7; 13/2; 27/4; 13/2; 25/4; ; 33/5; ; 34/5; 33/5; 34/5
META; champions-league/partizani-v-salzburg; 2016-07-26 19:45:14 GMT+3; 2016-07-26 19:15; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 2/5; 2/5; 4/9; 5/11; 4/9; 1/2; 4/9; 4/9; 4/9; 9/20; 4/9; 5/11; 4/9; 4/9; 4/9; ; 5/11; ; 1/2; 4/9; 1/2
Draw; 3; 3; 3; 3; 3; ; 33/10; 16/5; 3; 16/5; 16/5; 3; 16/5; 3; 10/3; 16/5; 3; 16/5; 31/10; 3; 57/17; ; 33/10; ; 3; 3; 3
Partizani; 7; 13/2; 13/2; 13/2; 13/2; ; 7; 6; 13/2; 13/2; 7; 7; 13/2; 13/2; 13/2; 6; 7; 13/2; 27/4; 13/2; 6; ; 31/5; ; 33/5; 33/5; 33/5
META; champions-league/partizani-v-salzburg; 2016-07-26 20:15:15 GMT+3; 2016-07-26 19:15; e70300-dr003
Salzburg; 4/9; 2/5; 4/9; 2/5; 4/9; ; 2/5; 2/5; 4/9; 5/11; 4/9; 4/9; 4/9; 21/50; 4/9; 4/9; 2/5; 5/11; 4/9; 4/9; 3/7; ; 5/12; ; 4/9; 4/9; 1/2
Draw; 16/5; 3; 16/5; 10/3; 16/5; ; 10/3; 16/5; 3; 16/5; 16/5; 16/5; 16/5; 16/5; 10/3; 13/4; 10/3; 16/5; 31/10; 3; 17/5; ; 38/11; ; 3; 3; 3
Partizani; 13/2; 7; 13/2; 7; 13/2; ; 7; 6; 13/2; 13/2; 7; 13/2; 13/2; 7; 7; 6; 7; 13/2; 27/4; 13/2; 6; ; 33/5; ; 33/5; 33/5; 33/5
META; champions-league/partizani-v-salzburg; 2016-07-26 21:45:14 GMT+3; 2016-07-26 19:15; In Play; e70300-dr003
Salzburg; 8/15; 1/2; 1/2; 1/2; 8/15; ; 8/15; 4/9; 1/2; ; 11/20; ; ; 8/15; 1/2; ; ; 5/11; 3/5; ; 1/2; ; 3/8; ; 8/15; ; 
Draw; 21/10; 9/4; 11/4; 9/4; 5/2; ; 23/10; 23/10; 11/4; ; 9/4; ; ; 9/4; 23/10; ; ; 31/10; 11/5; ; 5/2; ; 31/10; ; 9/4; ; 
Partizani; 8; 7; 7; 13/2; 7; ; 15/2; 15/2; 13/2; ; 7; ; ; 8; 17/2; ; ; 23/4; 6; ; 7; ; 13/2; ; 9; ; 
META; champions-league/partizani-v-salzburg; 2016-07-27 00:15:03 GMT+3; 2016-07-26 19:15; In Play; e70300-dr003
Salzburg; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Partizani; ; ; ; ; ; ; ; ; ; ; ; ; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
