META; spain/la-liga-segunda/sevilla-atletico-v-zaragoza; 2016-10-03 16:25:29 GMT+3; 2016-10-08 19:00; e70300-dr003
Zaragoza; ; 13/8; ; 13/8; 17/10; 13/8; ; ; ; ; 7/4; 13/8; 8/5; 17/10; ; 17/10; ; 7/4; ; ; ; 7/4; 5/3; 27/17; ; ; ; 6/4; 
Sevilla Atletico; 15/8; 9/5; 7/4; 17/10; 15/8; 5/3; ; 17/10; 7/4; 19/10; 15/8; 7/4; 15/8; 9/5; 9/5; 7/4; 9/5; 24/13; 19/10; 28/17; 19/10; 24/13; 83/41; 17/10; ; ; 9/5; 9/5; 19/10
Draw; 21/10; 19/10; 39/20; 2; 2; 39/20; ; 2; 15/8; 21/10; 19/10; 2; 21/10; 2; 2; 19/10; 2; 2; 21/10; 19/10; 21/10; 2; 47/23; 39/19; ; ; 2; 2; 2
META; spain/la-liga-segunda/sevilla-atletico-v-zaragoza; 2016-10-08 16:27:18 GMT+3; 2016-10-08 19:00; e70300-dr003
Sevilla Atletico; 17/10; 17/10; 13/8; 13/8; 7/4; 33/20; ; 17/10; 13/8; 17/10; 17/10; 8/5; 17/10; 7/4; 17/10; 7/4; 7/4; 7/4; 17/10; 28/17; 17/10; 7/4; 9/5; 12/7; ; ; 7/4; 7/4; 9/5
Zaragoza; 17/10; 13/8; 7/4; 7/4; 7/4; 17/10; ; 6/4; 13/8; 17/10; 9/5; 17/10; 7/4; 17/10; 9/5; 7/4; 8/5; 7/4; 17/10; 28/17; 17/10; 7/4; 23/12; 7/4; ; ; 9/5; 9/5; 19/10
Draw; 21/10; 2; 39/20; 2; 2; 37/20; ; 2; 15/8; 21/10; 19/10; 2; 19/10; 2; 19/10; 19/10; 2; 37/19; 21/10; 19/10; 21/10; 37/19; 47/23; 15/8; ; ; 19/10; 2; 2
META; spain/la-liga-segunda/sevilla-atletico-v-zaragoza; 2016-10-08 20:28:10 GMT+3; 2016-10-08 19:00; e70300-dr003
Sevilla Atletico; 8/5; 17/10; 31/20; 31/20; 17/10; 6/4; ; 6/4; 8/5; 9/5; 13/8; 33/20; 17/10; ; 8/5; 7/4; 8/5; 28/17; 9/5; 28/17; 9/5; 28/17; 24/13; 6/4; ; ; 13/8; 13/8; 17/10
Zaragoza; 19/10; 17/10; 37/20; 19/10; 9/5; 20/11; ; 13/8; 7/4; 17/10; 15/8; 33/20; 7/4; ; 19/10; 7/4; 9/5; 19/10; 17/10; 28/17; 17/10; 19/10; 21/11; 17/9; ; ; 19/10; 19/10; 2
Draw; 2; 19/10; 39/20; 15/8; 2; 15/8; ; 2; 15/8; 2; 19/10; 19/10; 19/10; ; 19/10; 19/10; 15/8; 37/19; 2; 19/10; 2; 37/19; 83/41; 2; ; ; 19/10; 19/10; 19/10
