META; spain/la-liga-segunda/huesca-v-sevilla-b; 2017-02-12 04:25:03 GMT+2; 2017-02-19 11:00; e70300-dr003
Huesca; 19/20; 10/11; 10/11; 19/20; 20/21; 17/20; ; 5/6; 9/10; 10/11; 19/20; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 20/21; 10/11; 51/50; 13/14; 28/29; 17/20; ; 10/11; 10/11; 10/11
Draw; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; ; 11/5; 85/40; 11/5; 11/5; 11/5; 47/20; 23/10; 9/4; 9/4; 23/10; 23/10; 2; 23/10; 11/5; 11/5; 39/19; 12/5; ; 23/10; 23/10; 23/10
Sevilla B; 16/5; 3; 3; 14/5; 10/3; 14/5; ; 3; 14/5; 10/3; 29/10; 16/5; 16/5; 3; 16/5; 3; 17/5; 16/5; 3; 17/5; 7/2; 27/10; 31/10; 3; ; 3; 14/5; 7/2
META; spain/la-liga-segunda/huesca-v-sevilla-b; 2017-02-18 00:23:54 GMT+2; 2017-02-19 11:00; e70300-dr003
Huesca; 19/20; 10/11; 10/11; 19/20; 20/21; 17/20; ; 5/6; 9/10; 10/11; 19/20; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 20/21; 10/11; 51/50; 13/14; 28/29; 17/20; ; 10/11; 10/11; 10/11
Draw; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; ; 11/5; 85/40; 11/5; 11/5; 11/5; 47/20; 23/10; 9/4; 9/4; 23/10; 23/10; 2; 23/10; 11/5; 11/5; 39/19; 12/5; ; 9/4; 23/10; 23/10
Sevilla B; 16/5; 3; 3; 14/5; 10/3; 14/5; ; 3; 14/5; 10/3; 29/10; 16/5; 16/5; 29/10; 16/5; 3; 17/5; 16/5; 3; 17/5; 7/2; 27/10; 31/10; 3; ; 3; 14/5; 7/2
META; spain/la-liga-segunda/huesca-v-sevilla-b; 2017-02-18 04:24:38 GMT+2; 2017-02-19 11:00; e70300-dr003
Huesca; 19/20; 10/11; 10/11; 19/20; 20/21; 17/20; ; 5/6; 9/10; 10/11; 19/20; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 20/21; 10/11; 51/50; 13/14; ; 17/20; ; 10/11; 10/11; 10/11
Draw; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; ; 11/5; 85/40; 11/5; 11/5; 11/5; 47/20; 23/10; 9/4; 9/4; 23/10; 23/10; 2; 23/10; 11/5; 11/5; ; 12/5; ; 23/10; 23/10; 23/10
Sevilla B; 16/5; 3; 3; 14/5; 10/3; 14/5; ; 3; 14/5; 10/3; 29/10; 16/5; 16/5; 3; 16/5; 3; 17/5; 16/5; 3; 17/5; 7/2; 27/10; ; 3; ; 3; 14/5; 7/2
META; spain/la-liga-segunda/huesca-v-sevilla-b; 2017-02-18 08:24:36 GMT+2; 2017-02-19 11:00; e70300-dr003
Huesca; 19/20; 10/11; 10/11; 19/20; 20/21; 17/20; ; 5/6; 9/10; 10/11; 19/20; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 20/21; 10/11; 51/50; 13/14; 28/29; 17/20; ; 10/11; 10/11; 10/11
Draw; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; ; 11/5; 85/40; 11/5; 11/5; 11/5; 47/20; 23/10; 9/4; 9/4; 23/10; 23/10; 2; 23/10; 11/5; 11/5; 39/19; 12/5; ; 21/10; 23/10; 23/10
Sevilla B; 16/5; 3; 3; 14/5; 10/3; 14/5; ; 3; 14/5; 10/3; 29/10; 16/5; 16/5; 3; 16/5; 3; 17/5; 16/5; 3; 17/5; 7/2; 27/10; 31/10; 3; ; 3; 14/5; 7/2
META; spain/la-liga-segunda/huesca-v-sevilla-b; 2017-02-18 12:25:46 GMT+2; 2017-02-19 11:00; e70300-dr003
Huesca; 19/20; 10/11; 10/11; 19/20; 20/21; 17/20; ; 5/6; 9/10; 10/11; 19/20; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 20/21; 10/11; 51/50; 13/14; 28/29; 17/20; ; 5/6; 10/11; 10/11
Draw; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; ; 11/5; 85/40; 11/5; 11/5; 11/5; 47/20; 23/10; 9/4; 9/4; 23/10; 23/10; 2; 23/10; 11/5; 11/5; 39/19; 12/5; ; 21/10; 23/10; 23/10
Sevilla B; 16/5; 3; 3; 14/5; 10/3; 14/5; ; 3; 14/5; 10/3; 29/10; 16/5; 16/5; 3; 16/5; 3; 17/5; 16/5; 3; 17/5; 7/2; 27/10; 31/10; 3; ; 3; 14/5; 7/2
META; spain/la-liga-segunda/huesca-v-sevilla-b; 2017-02-18 16:25:25 GMT+2; 2017-02-19 11:00; e70300-dr003
Huesca; 19/20; 10/11; 10/11; 19/20; 10/11; 17/20; ; 5/6; 9/10; 10/11; 19/20; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 4/5; 10/11; 51/50; 13/14; 4/5; 17/20; ; 5/6; 10/11; 10/11
Draw; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; ; 11/5; 85/40; 11/5; 11/5; 11/5; 47/20; 23/10; 9/4; 9/4; 23/10; 23/10; 11/5; 23/10; 11/5; 11/5; 11/5; 12/5; ; 21/10; 9/4; 23/10
Sevilla B; 16/5; 3; 3; 14/5; 10/3; 14/5; ; 3; 14/5; 10/3; 29/10; 16/5; 16/5; 3; 16/5; 3; 17/5; 16/5; 10/3; 17/5; 7/2; 27/10; 17/5; 3; ; 3; 14/5; 7/2
META; spain/la-liga-segunda/huesca-v-sevilla-b; 2017-02-18 20:28:28 GMT+2; 2017-02-19 11:00; e70300-dr003
Huesca; 19/20; 10/11; 10/11; 19/20; 10/11; 17/20; ; 5/6; 9/10; 10/11; 19/20; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 4/5; 10/11; 51/50; 13/14; 4/5; 17/20; ; 10/11; 10/11; 10/11
Draw; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; ; 11/5; 85/40; 11/5; 11/5; 11/5; 47/20; 23/10; 9/4; 9/4; 23/10; 23/10; 11/5; 23/10; 11/5; 11/5; 11/5; 12/5; ; 9/4; 9/4; 23/10
Sevilla B; 16/5; 3; 3; 14/5; 10/3; 14/5; ; 3; 14/5; 10/3; 29/10; 16/5; 16/5; 3; 16/5; 3; 17/5; 16/5; 10/3; 17/5; 7/2; 27/10; 17/5; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/huesca-v-sevilla-b; 2017-02-19 00:25:35 GMT+2; 2017-02-19 11:00; e70300-dr003
Huesca; 19/20; 10/11; 10/11; 19/20; 10/11; 17/20; ; 5/6; 9/10; 10/11; 19/20; 20/21; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 4/5; 10/11; 51/50; 15/16; 4/5; 17/20; ; 10/11; 10/11; 10/11
Draw; 23/10; 11/5; 11/5; 11/5; 23/10; 11/5; ; 11/5; 85/40; 11/5; 11/5; 11/5; 47/20; 23/10; 9/4; 9/4; 23/10; 23/10; 11/5; 23/10; 11/5; 11/5; 11/5; 12/5; ; 9/4; 9/4; 23/10
Sevilla B; 3; 3; 3; 14/5; 10/3; 14/5; ; 3; 14/5; 10/3; 29/10; 3; 16/5; 3; 16/5; 3; 17/5; 16/5; 10/3; 17/5; 7/2; 27/10; 17/5; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/huesca-v-sevilla-b; 2017-02-19 04:23:31 GMT+2; 2017-02-19 11:00; e70300-dr003
Huesca; 19/20; 10/11; 9/10; 19/20; 10/11; 17/20; ; 5/6; 5/6; 17/20; 10/11; 10/11; 9/10; 10/11; 17/20; 10/11; 10/11; 10/11; 4/5; 10/11; 24/25; 15/16; 4/5; 10/11; ; 10/11; 10/11; 9/10
Draw; 23/10; 9/4; 11/5; 11/5; 23/10; 9/4; ; 11/5; 11/5; 23/10; 11/5; 9/4; 12/5; 23/10; 9/4; 9/4; 23/10; 23/10; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; ; 9/4; 9/4; 12/5
Sevilla B; 3; 3; 31/10; 14/5; 10/3; 3; ; 3; 14/5; 7/2; 3; 3; 10/3; 3; 7/2; 3; 17/5; 16/5; 10/3; 17/5; 79/20; 45/17; 17/5; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/huesca-v-sevilla-b; 2017-02-19 08:25:05 GMT+2; 2017-02-19 11:00; e70300-dr003
Huesca; 10/11; 10/11; 9/10; 19/20; 10/11; 5/6; ; 5/6; 5/6; 17/20; 10/11; 10/11; 9/10; 10/11; 17/20; 10/11; 13/15; 10/11; 4/5; 13/15; 24/25; 15/16; 4/5; 17/20; ; 9/10; 10/11; 10/11
Draw; 23/10; 11/5; 11/5; 11/5; 23/10; 9/4; ; 11/5; 11/5; 9/4; 11/5; 23/10; 12/5; 23/10; 9/4; 9/4; 40/17; 23/10; 11/5; 40/17; 11/5; 40/17; 11/5; 12/5; ; 23/10; 23/10; 23/10
Sevilla B; 16/5; 3; 31/10; 14/5; 10/3; 3; ; 3; 14/5; 7/2; 3; 3; 10/3; 16/5; 7/2; 31/10; 7/2; 16/5; 10/3; 7/2; 79/20; 11/4; 17/5; 3; ; 7/2; 10/3; 7/2
META; spain/la-liga-segunda/huesca-v-sevilla-b; 2017-02-19 12:25:17 GMT+2; 2017-02-19 11:00; e70300-dr003
Huesca; 10/11; 10/11; 9/10; 19/20; 10/11; 5/6; ; 5/6; 5/6; 10/11; 10/11; 20/23; 10/11; 10/11; 17/20; 10/11; 10/11; 10/11; 4/5; 10/11; 9/10; 13/14; 4/5; 17/20; ; 10/11; 10/11; 20/21
Draw; 23/10; 11/5; 11/5; 11/5; 23/10; 9/4; ; 11/5; 9/4; 9/4; 11/5; 9/4; 12/5; 23/10; 9/4; 9/4; 40/17; 23/10; 11/5; 40/17; 23/10; 23/10; 11/5; 12/5; ; 23/10; 23/10; 12/5
Sevilla B; 16/5; 3; 31/10; 14/5; 10/3; 3; ; 3; 3; 10/3; 3; 16/5; 10/3; 16/5; 7/2; 31/10; 38/11; 16/5; 10/3; 38/11; 4; 14/5; 17/5; 3; ; 7/2; 10/3; 7/2
