META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-12 16:24:21 GMT+3; 2016-08-20 20:00; e70300-dr003
Girona; 13/10; ; 27/20; 13/10; ; 5/4; ; ; 13/10; 6/4; 29/20; 13/10; 6/4; 11/8; ; 7/5; ; 6/4; 7/5; 6/4; 13/10; 8/5; 5/4; ; ; ; 
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; ; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; ; 23/17; 19/13; 13/10; ; 5/4; 5/4; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; ; 2; 2; 2; 21/10; 2; 2; 2; 39/19; 2; ; 2; 28/13; 28/13; ; 9/5; 15/8; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; ; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 24/13; ; 28/13; 44/19; 24/13; ; 9/5; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-18 16:25:43 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 6/4; 23/17; 19/13; 13/10; ; 5/4; 5/4; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 2; 2; 2; 39/19; 2; 2; 2; 28/13; 28/13; ; 9/5; 15/8; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; 2; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 24/13; 2; 28/13; 44/19; 24/13; ; 9/5; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-18 20:23:14 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; ; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; ; 23/17; 19/13; 13/10; ; 5/4; 5/4; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; ; 2; 2; 2; 21/10; 2; 2; 2; 39/19; 2; ; 2; 28/13; 28/13; ; 9/5; 15/8; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; ; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 24/13; ; 28/13; 44/19; 24/13; ; 9/5; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-19 00:24:02 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 19/13; 13/10; ; 5/4; 5/4; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 2; 2; 2; 39/19; 2; 2; 2; 15/7; 28/13; ; 9/5; 15/8; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; 2; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 24/13; 2; 11/5; 44/19; 24/13; ; 9/5; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-19 04:23:27 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; ; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 19/13; 13/10; ; 5/4; 5/4; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; ; 2; 2; 2; 21/10; 2; 2; 2; 39/19; 2; 2; 2; 15/7; 28/13; ; 9/5; 15/8; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; ; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 24/13; 2; 11/5; 44/19; 24/13; ; 9/5; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-19 08:23:46 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; ; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; ; ; ; 13/10; ; 5/4; ; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; ; 2; 2; 2; 21/10; 2; 2; 2; 39/19; 2; ; ; ; 28/13; ; 9/5; ; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; ; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 24/13; ; ; ; 24/13; ; 9/5; ; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-19 12:23:18 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 6/4; ; 19/13; 13/10; ; 5/4; 5/4; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 2; 2; 2; 39/19; 21/10; 2; ; 15/7; 28/13; ; 9/5; 15/8; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; 2; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 21/10; 2; ; 44/19; 24/13; ; 9/5; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-19 16:24:06 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 19/13; 13/10; ; 5/4; 5/4; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; 2; 39/19; 15/7; 28/13; ; 9/5; 15/8; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; 2; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 21/10; 2; 28/13; 44/19; 24/13; ; 9/5; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-19 20:24:52 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 19/13; 13/10; ; 5/4; 5/4; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; 2; 39/19; 15/7; 28/13; ; 7/4; 15/8; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; 2; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 21/10; 2; 28/13; 44/19; 24/13; ; 9/5; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-20 00:25:11 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; ; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; ; 7/5; 19/13; 13/10; ; 13/10; 5/4; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; ; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; ; 39/19; 15/7; 28/13; ; 7/4; 15/8; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; ; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 21/10; ; 28/13; 44/19; 24/13; ; 15/8; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-20 04:25:20 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; ; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; ; 7/5; 19/13; 13/10; ; 13/10; 27/20; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; ; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; ; 39/19; 15/7; 28/13; ; 7/4; 19/10; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; ; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 21/10; ; 11/5; 44/19; 24/13; ; 9/5; 2; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-20 08:24:15 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; ; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; ; 7/5; 19/13; 13/10; ; 7/5; 27/20; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; ; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; ; 39/19; 15/7; 28/13; ; 19/10; 19/10; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; ; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 21/10; ; 11/5; 44/19; 24/13; ; 2; 2; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-20 12:23:58 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 19/13; 13/10; ; 7/5; 27/20; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; 2; 39/19; 15/7; 28/13; ; 19/10; 19/10; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; 2; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 21/10; 2; 11/5; 44/19; 24/13; ; 2; 2; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-20 16:25:00 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 19/13; 13/10; ; 11/8; 27/20; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; 2; 39/19; 15/7; 28/13; ; 7/4; 19/10; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; 2; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 21/10; 2; 28/13; 44/19; 24/13; ; 19/10; 2; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-20 20:25:51 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 19/13; 13/10; ; 7/5; 27/20; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; 2; 39/19; 15/7; 28/13; ; 19/10; 19/10; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; 2; 21/10; 2; 2; 21/10; 2; 2; 2; 2; 21/10; 2; 28/13; 44/19; 24/13; ; 2; 2; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-21 00:25:10 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 19/13; 13/10; ; 7/5; 27/20; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; 2; 39/19; 15/7; 28/13; ; 2; 19/10; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; 2; 21/10; 2; 2; 21/10; 21/10; 2; 2; 2; 21/10; 2; 28/13; 44/19; 24/13; ; 2; 2; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-21 04:22:51 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 27/20; 7/5; 7/5; 7/5; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 31/21; 23/17; ; 7/5; 27/20; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; 2; 39/19; 15/7; 28/13; ; 2; 19/10; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; 2; 21/10; 21/10; 2; 21/10; 21/10; 2; 2; 2; 21/10; 2; 28/13; 41/18; 37/19; ; 2; 2; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-21 08:22:59 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 7/5; 11/8; 11/8; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 27/20; 7/5; 7/5; 7/5; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; ; 7/5; ; 7/5; 27/20; 7/5
Draw; 2; 2; 2; 2; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; 2; 39/19; ; 39/19; ; 2; 19/10; 21/10
Sevilla Atletico; 11/5; 2; 41/20; 21/10; 21/10; 2; ; 2; 2; 2; 21/10; 21/10; 2; 21/10; 21/10; 2; 2; 2; 21/10; 2; 28/13; ; 37/19; ; 2; 2; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-21 12:23:34 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 13/10; 11/8; 27/20; 13/10; 7/5; 13/10; ; 11/8; 13/10; 6/4; 7/5; 27/20; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 53/35; 26/19; ; 7/5; 11/8; 7/5
Draw; 2; 2; 2; 21/10; 21/10; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; 2; 39/19; 21/10; 21/10; ; 2; 19/10; 21/10
Sevilla Atletico; 12/5; 2; 21/10; 2; 21/10; 2; ; 2; 2; 2; 21/10; 21/10; 2; 21/10; 21/10; 2; 2; 2; 21/10; 2; 28/13; 41/18; 2; ; 21/10; 2; 9/4
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-21 16:23:36 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 13/10; 11/8; 13/10; 13/10; 7/5; 13/10; ; 11/8; 13/10; 6/4; 13/10; 13/10; 7/5; 27/20; 13/10; 7/5; 7/5; 6/4; 7/5; 6/4; 23/17; 16/11; 17/13; ; 11/8; 27/20; 7/5
Draw; 2; 2; 2; 19/10; 2; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 21/10; 19/10; 2; 2; 39/19; 21/10; 2; 39/19; 21/10; 39/19; ; 2; 2; 
Sevilla Atletico; 12/5; 2; 43/20; 9/4; 11/5; 2; ; 2; 2; 2; 9/4; 21/10; 2; 11/5; 11/5; 2; 2; 2; 21/10; 2; 9/4; 19/8; 21/10; ; 9/4; 21/10; 23/10
META; spain/la-liga-segunda/sevilla-atletico-v-girona; 2016-08-21 20:24:01 GMT+3; 2016-08-21 20:00; e70300-dr003
Girona; 13/10; 13/10; 13/10; 11/8; 7/5; 13/10; ; 11/8; 13/10; 6/4; 13/10; 13/10; 7/5; 27/20; 13/10; 13/10; 11/8; 6/4; 7/5; 6/4; 23/17; 53/35; 17/13; ; 7/5; 27/20; 7/5
Draw; 2; 2; 2; 19/10; 2; 39/20; ; 15/8; 15/8; 39/19; 2; 2; 2; 2; 2; 2; 2; 39/19; 21/10; 2; 39/19; 47/23; 39/19; ; 2; 2; 21/10
Sevilla Atletico; 12/5; 21/10; 43/20; 11/5; 11/5; 2; ; 2; 2; 2; 9/4; 21/10; 2; 9/4; 11/5; 11/5; 2; 2; 21/10; 2; 11/5; 26/11; 21/10; ; 23/10; 21/10; 12/5
