META; english/premier-league/hull-v-west-ham; 2017-03-06 00:16:37 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; ; 6/4; ; 6/4; ; 8/5; 6/4; 6/4; 6/4; 29/20; ; ; ; 6/4; 17/11; 17/11; 8/5; 8/5; 17/11; 17/10; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; ; 37/20; ; 9/5; ; 15/8; 17/10; 15/8; 9/5; 17/10; ; ; ; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 37/20; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; ; 23/10; ; 12/5; ; 12/5; 11/5; 23/10; 9/4; 11/5; ; ; ; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-14 00:16:10 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; ; 6/4; ; 6/4; ; 8/5; 6/4; 6/4; 6/4; 29/20; ; ; ; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 17/10; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; ; 37/20; ; 9/5; ; 15/8; 17/10; 15/8; 9/5; 17/10; ; ; ; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 37/20; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; ; 23/10; ; 12/5; ; 12/5; 11/5; 23/10; 9/4; 11/5; ; ; ; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-14 04:16:10 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; ; 6/4; ; 6/4; ; 8/5; 6/4; 6/4; 6/4; 29/20; ; ; ; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 17/10; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; ; 37/20; ; 9/5; ; 15/8; 17/10; 15/8; 9/5; 17/10; ; ; ; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 37/20; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; ; 23/10; ; 12/5; ; 12/5; 11/5; 23/10; 9/4; 11/5; ; ; ; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-14 08:16:10 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; ; 6/4; ; 8/5; ; 13/8; 6/4; 6/4; 6/4; 29/20; ; ; ; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 17/10; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; ; 37/20; ; 9/5; ; 19/10; 17/10; 15/8; 9/5; 17/10; ; ; ; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 37/20; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; ; 23/10; ; 23/10; ; 23/10; 11/5; 23/10; 9/4; 11/5; ; ; ; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-14 12:16:30 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; ; 31/20; 6/4; 8/5; ; 13/8; 6/4; 6/4; 6/4; 29/20; ; ; ; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 17/10; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; ; 9/5; 9/5; 9/5; ; 19/10; 17/10; 15/8; 9/5; 17/10; ; ; ; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 37/20; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; ; 23/10; 23/10; 23/10; ; 23/10; 11/5; 23/10; 9/4; 11/5; ; ; ; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-14 16:16:17 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; ; 31/20; 6/4; 8/5; ; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; ; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; ; 9/5; 9/5; 9/5; ; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; ; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; ; 23/10; 23/10; 23/10; ; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; ; 23/10; 23/10; 9/4; 9/4; 11/5; 9/4; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-14 20:16:15 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; ; 31/20; 6/4; 8/5; ; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; ; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; ; 9/5; 9/5; 9/5; ; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; ; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; ; 23/10; 23/10; 23/10; ; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; ; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-15 00:16:15 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 8/5; ; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; ; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; ; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; ; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; ; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; ; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-15 04:16:08 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 8/5; ; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; ; 6/4; 17/11; 6/4; 8/5; 8/5; ; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; ; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; ; 15/8; 9/5; 9/5; 28/17; 7/4; ; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; ; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; ; 23/10; 23/10; 11/5; 9/4; 11/5; ; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-15 08:16:08 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 8/5; ; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; ; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; ; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; ; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; ; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; ; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-15 12:16:53 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; ; 8/5; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; ; 15/8; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; ; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-15 16:16:20 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 9/4; 9/4; 11/5; 9/4; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-15 20:16:11 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 6/4; 8/5; 8/5; 17/11; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 9/4; 9/4; 11/5; 9/4; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-16 00:17:03 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 9/4; 9/4; 11/5; 9/4; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-16 04:16:08 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-16 08:16:04 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-16 12:15:57 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-16 16:15:54 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; 6/4; 8/5; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 17/10; 15/8; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-16 20:16:01 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-17 00:15:50 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-17 04:15:35 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; 6/4; 8/5; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 6/4; 8/5; 8/5; 6/4; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 15/8; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-17 08:15:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 6/4; 6/4; 13/8; 6/4; ; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 17/11; 8/5; 8/5; 17/11; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 19/10; 17/10; ; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; ; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-17 16:16:35 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 8/5; 6/4; 8/5; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 17/11; 8/5; 8/5; 17/11; 33/20; 6/4; 8/5; ; 8/5; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 15/8; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 9/4; 9/4; 11/5; 9/4; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-17 20:16:12 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 8/5; 6/4; 8/5; 6/4; ; 6/4; 29/20; 31/20; ; 29/20; 6/4; 17/11; 17/11; 8/5; 6/4; 17/11; 33/20; 6/4; 17/11; ; 17/11; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 15/8; 17/10; ; 9/5; 17/10; 9/5; ; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; ; 9/4; 11/5; 11/5; ; 21/10; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; 12/5; 23/10; 9/4; ; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-18 00:15:57 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 8/5; 6/4; 8/5; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 17/11; 17/11; 8/5; 6/4; ; 33/20; 6/4; 17/11; ; 17/11; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 15/8; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; ; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 23/10; 9/4; 9/4; 9/4; ; 12/5; 23/10; 9/4; ; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-18 04:16:10 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 8/5; 6/4; 8/5; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 17/11; 17/11; 8/5; 6/4; 17/11; 33/20; 6/4; 17/11; ; 17/11; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 15/8; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; 12/5; 23/10; 9/4; ; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-18 08:16:13 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 8/5; 6/4; 8/5; 6/4; ; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 17/11; 17/11; 8/5; 6/4; 17/11; 33/20; 6/4; 17/11; ; 17/11; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 15/8; 17/10; ; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 9/5; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; ; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; 12/5; 23/10; 9/4; ; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-18 12:16:43 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 8/5; 6/4; 8/5; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 8/5; 6/4; 17/11; 33/20; 6/4; 17/11; ; 17/11; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 15/8; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 12/5; 9/4; 9/4; 9/4; 9/4; 12/5; 23/10; 9/4; ; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-18 16:16:24 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 31/20; 6/4; 8/5; 6/4; 8/5; 6/4; 6/4; 6/4; 29/20; 31/20; ; 29/20; 6/4; 8/5; 17/11; 8/5; 6/4; 17/11; 33/20; 6/4; 17/11; ; 17/11; ; ; ; 
West Ham; 7/4; 7/4; 9/5; 9/5; 15/8; 17/10; 15/8; 17/10; 15/8; 9/5; 17/10; 9/5; ; 17/10; 15/8; 15/8; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; ; 21/10; 23/10; 12/5; 9/4; 9/4; 9/4; 9/4; 12/5; 23/10; 9/4; ; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-18 20:16:01 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 3/2; 6/4; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 7/5; 6/4; 8/5; 17/11; 8/5; 6/4; 17/11; 33/20; 6/4; 17/11; ; 17/11; ; ; ; 
West Ham; 7/4; 7/4; 37/20; 9/5; 19/10; 17/10; 19/10; 17/10; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 15/8; 15/8; 9/5; 28/17; 7/4; 9/5; 19/10; 15/8; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 9/4; 9/4; 9/4; 12/5; 23/10; 9/4; ; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-19 00:15:37 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 
West Ham; 7/4; 9/5; 9/5; 9/5; 19/10; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 7/4; 7/4; 9/5; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-19 04:15:52 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 
