META; english/premier-league/liverpool-v-everton; 2017-03-04 20:16:38 GMT+2; 2017-04-01 12:30; e70300-dr003
Everton; 5; ; 4; ; 5; ; 19/4; 9/2; 9/2; 17/4; ; ; ; ; ; 9/2; 54/13; 9/2; 4; 54/13; 5; ; 4; ; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-13 04:15:57 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; ; 8/13; ; 3/5; ; 13/20; 4/6; 8/13; 8/13; 8/13; ; ; ; ; 4/6; 11/17; 3/5; 8/13; 11/17; 17/25; ; 11/17; ; ; ; ; 
Draw; 14/5; ; 11/4; ; 11/4; ; 3; 12/5; 3; 14/5; 11/4; ; ; ; ; 14/5; 29/10; 11/4; 14/5; 29/10; 29/10; ; 29/10; ; ; ; ; 
Everton; 5; ; 4; ; 5; ; 19/4; 9/2; 9/2; 17/4; 4; ; ; ; ; 9/2; 41/10; 9/2; 4; 41/10; 5; ; 4; ; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-13 08:15:59 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; ; 8/13; ; 3/5; ; 13/20; 4/6; 8/13; 8/13; 8/13; ; ; ; ; 4/6; 11/17; 3/5; 8/13; 11/17; 17/25; ; 11/17; ; ; ; ; 
Draw; 14/5; ; 11/4; ; 11/4; ; 3; 12/5; 3; 14/5; 11/4; ; ; ; ; 14/5; 29/10; 11/4; 14/5; 29/10; 29/10; ; 29/10; ; ; ; ; 
Everton; 5; ; 4; ; 5; ; 19/4; 9/2; 9/2; 17/4; 4; ; ; ; ; 9/2; 41/10; 9/2; 4; 41/10; 5; ; 4; ; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-13 12:16:10 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; ; 13/20; ; 4/6; ; 13/20; 4/6; 8/13; 8/13; 8/13; ; ; ; 13/20; 4/6; 11/17; 3/5; 8/13; 11/17; 4/6; 11/17; 11/17; ; ; ; ; 
Draw; 14/5; ; 29/10; ; 3; ; 3; 12/5; 3; 14/5; 11/4; ; ; ; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 3; 16/5; 29/10; ; ; ; ; 
Everton; 5; ; 17/4; ; 5; ; 19/4; 9/2; 9/2; 17/4; 4; ; ; ; 9/2; 9/2; 54/13; 9/2; 4; 54/13; 5; 50/13; 4; ; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-13 16:16:48 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; ; 13/20; ; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; ; ; ; 13/20; 4/6; 11/18; 3/5; 8/13; 11/18; 4/6; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; ; 29/10; ; 3; ; 31/10; 12/5; 3; 14/5; 11/4; ; ; ; 14/5; 14/5; 56/19; 11/4; 14/5; 56/19; 3; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; ; 17/4; ; 9/2; ; 19/4; 9/2; 9/2; 9/2; 4; ; ; ; 9/2; 9/2; 49/11; 9/2; 4; 49/11; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-13 20:16:06 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; ; 13/20; ; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; ; ; ; 13/20; 4/6; 11/18; 3/5; 8/13; 11/18; 4/6; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; ; 29/10; ; 3; ; 31/10; 12/5; 3; 14/5; 11/4; ; ; ; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 3; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; ; 17/4; ; 9/2; ; 19/4; 9/2; 9/2; 9/2; 4; ; ; ; 9/2; 9/2; 49/11; 9/2; 4; 49/11; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-14 00:16:00 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; ; 13/20; ; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; ; ; ; 13/20; 4/6; 11/18; 3/5; 8/13; 11/18; 4/6; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; ; 29/10; ; 11/4; ; 3; 12/5; 3; 14/5; 11/4; ; ; ; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 3; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; ; 17/4; ; 5; ; 19/4; 9/2; 9/2; 9/2; 4; ; ; ; 9/2; 9/2; 49/11; 9/2; 4; 49/11; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-14 04:16:00 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; ; 13/20; ; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; ; ; ; 13/20; 4/6; 11/18; 3/5; 8/13; 11/18; 4/6; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; ; 29/10; ; 3; ; 31/10; 12/5; 3; 14/5; 11/4; ; ; ; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 3; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; ; 17/4; ; 9/2; ; 19/4; 9/2; 9/2; 9/2; 4; ; ; ; 9/2; 9/2; 49/11; 9/2; 4; 49/11; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-14 08:16:00 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; ; 13/20; ; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; ; ; ; 13/20; 4/6; 11/18; 3/5; 8/13; 11/18; 4/6; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; ; 29/10; ; 3; ; 31/10; 12/5; 3; 14/5; 11/4; ; ; ; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 3; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; ; 17/4; ; 9/2; ; 19/4; 9/2; 9/2; 9/2; 4; ; ; ; 9/2; 9/2; 49/11; 9/2; 4; 49/11; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-14 12:16:16 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; ; 13/20; 4/6; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; ; ; ; 13/20; 4/6; 11/18; 3/5; 8/13; 11/18; 4/6; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; ; 29/10; 14/5; 3; ; 31/10; 12/5; 3; 14/5; 11/4; ; ; ; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 3; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; ; 17/4; 4; 9/2; ; 19/4; 9/2; 9/2; 9/2; 4; ; ; ; 9/2; 9/2; 49/11; 9/2; 4; 49/11; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-14 16:16:07 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; ; 13/20; 4/6; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; 8/13; ; ; 13/20; 4/6; 11/18; 3/5; 8/13; 11/18; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; ; 29/10; 14/5; 3; ; 31/10; 12/5; 3; 14/5; 11/4; 14/5; ; ; 14/5; 14/5; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; ; 17/4; 4; 9/2; ; 19/4; 9/2; 9/2; 9/2; 4; 9/2; ; ; 9/2; 9/2; 49/11; 9/2; 4; 49/11; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-14 20:16:02 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; ; 13/20; 4/6; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; 8/13; ; ; 13/20; 4/6; 11/18; 3/5; 8/13; 11/18; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; ; 29/10; 14/5; 3; ; 31/10; 12/5; 3; 14/5; 11/4; 14/5; ; ; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; ; 17/4; 4; 9/2; ; 19/4; 9/2; 9/2; 9/2; 4; 9/2; ; ; 9/2; 9/2; 49/11; 9/2; 4; 49/11; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-15 00:16:03 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; 8/13; ; ; 13/20; 4/6; 11/18; 3/5; 8/13; 11/18; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 11/4; ; 3; 12/5; 3; 14/5; 11/4; 14/5; ; ; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 5; ; 19/4; 9/2; 9/2; 9/2; 4; 9/2; ; ; 9/2; 9/2; 49/11; 9/2; 4; 49/11; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-15 04:15:59 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; 8/13; ; ; 13/20; 4/6; 11/18; 3/5; 8/13; ; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 11/4; ; 3; 12/5; 3; 14/5; 11/4; 14/5; ; ; 14/5; 14/5; 29/10; 11/4; 14/5; ; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 5; ; 19/4; 9/2; 9/2; 9/2; 4; 9/2; ; ; 9/2; 9/2; 49/11; 9/2; 4; ; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-15 08:15:57 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; 8/13; ; ; 13/20; 4/6; 11/18; 3/5; 8/13; 11/18; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 11/4; ; 3; 12/5; 3; 14/5; 11/4; 14/5; ; ; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 5; ; 19/4; 9/2; 9/2; 9/2; 4; 9/2; ; ; 9/2; 9/2; 49/11; 9/2; 4; 49/11; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-15 12:16:34 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; ; 13/20; 4/6; 8/13; 8/13; 8/13; 8/13; ; 6/10; 13/20; 4/6; 11/18; 3/5; 8/13; 11/18; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; ; 3; 12/5; 3; 14/5; 11/4; 14/5; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; ; 19/4; 9/2; 9/2; 9/2; 4; 9/2; ; 18/5; 9/2; 9/2; 49/11; 9/2; 4; 49/11; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-15 16:16:08 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 43/10; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-15 20:16:01 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 11/17; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 3; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 37/13; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 77/19; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-16 00:16:46 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 43/10; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-16 04:16:00 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 43/10; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-16 08:15:57 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 43/10; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-16 12:15:49 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 43/10; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-16 16:15:46 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 43/10; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-16 20:15:54 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 43/10; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-17 00:15:43 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 43/10; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-17 04:15:28 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 43/10; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-17 08:15:27 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/6; ; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 31/10; 12/5; ; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; ; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 43/10; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-17 12:15:59 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 4/6; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 16/5; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 43/10; 9/2; 4; 43/10; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-17 16:16:24 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 4/6; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 8/13; 8/13; 13/20; 11/17; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 16/5; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 74/17; 9/2; 4; 74/17; 5; 50/13; 4; ; 4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-17 20:16:05 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 4/6; 8/13; 13/20; 4/6; ; 13/20; 8/13; 8/13; 8/13; 6/10; 13/20; 4/6; 8/13; 3/5; 4/7; 8/13; 13/20; 11/17; 5/8; ; 5/8; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 16/5; 14/5; 31/10; 12/5; ; 14/5; 11/4; 3; 59/20; 29/10; 14/5; 14/5; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; ; 17/4; 4; 4; 17/4; 18/5; 9/2; 9/2; 22/5; 9/2; 21/5; 22/5; 5; 50/13; 17/4; ; 17/4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-18 00:15:50 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 4/6; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 4/7; ; 13/20; 11/17; 5/8; ; 5/8; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 16/5; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 56/19; 11/4; 14/5; ; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 22/5; 9/2; 21/5; ; 5; 50/13; 17/4; ; 17/4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-18 04:16:00 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 4/6; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; ; 6/10; 13/20; 4/6; 8/13; 3/5; 4/7; 8/13; 13/20; 11/17; 5/8; ; 5/8; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 16/5; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; ; 29/10; 14/5; 14/5; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; ; 18/5; 9/2; 9/2; 22/5; 9/2; 21/5; 22/5; 5; 50/13; 17/4; ; 17/4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-18 08:16:04 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 4/6; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; 8/13; 6/10; 13/20; 4/6; 8/13; 3/5; 4/7; 8/13; 13/20; 11/17; 5/8; ; 5/8; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 16/5; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; 59/20; 29/10; 14/5; 14/5; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; 17/4; 18/5; 9/2; 9/2; 22/5; 9/2; 21/5; 22/5; 5; 50/13; 17/4; ; 17/4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-18 12:16:23 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 4/6; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; 8/13; 6/10; 13/20; 4/6; 8/13; 3/5; 4/7; 8/13; 13/20; 11/17; 5/8; ; 5/8; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 16/5; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; 59/20; 29/10; 14/5; 3; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; 17/4; 18/5; 9/2; 5; 22/5; 9/2; 21/5; 22/5; 5; 50/13; 17/4; ; 17/4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-18 16:16:17 GMT+2; 2017-04-01 12:30; e70300-dr003
