META; english/championship/bolton-v-fulham; 2018-02-03 22:19:31 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/23; 10/11; ; ; 4/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; 5/2; ; ; 21/10; ; 
Bolton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; 3; ; ; 13/5; ; 
META; english/championship/bolton-v-fulham; 2018-02-04 02:19:17 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; ; 5/6; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; ; ; ; 9/10; 10/11; 10/11; ; 5/6; ; 
Fulham; 1; 10/11; 19/20; 1; 49/50; 19/20; 20/21; 10/11; 19/20; 19/20; 1; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 9/10; 22/23; 11/12; 10/11; 1; 19/20; 19/20; ; 20/21; 20/21; 1
Draw; 13/5; 13/5; 5/2; 5/2; 68/25; ; 5/2; 13/5; 28/11; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 13/5; 28/11; 5/2; 13/5; 5/2; 13/5; 13/5; 53/20; 28/11; ; 5/2; 13/5; 13/5
Bolton; 3; 29/10; 14/5; 13/5; 61/20; 31/10; 14/5; 11/4; 56/19; 14/5; 14/5; 14/5; 14/5; 29/10; 14/5; 14/5; 37/13; 29/10; 11/4; 29/10; 14/5; 3; 59/20; 29/10; ; 14/5; 14/5; 3
META; english/championship/bolton-v-fulham; 2018-02-10 10:20:00 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 1; 10/11; 1; 10/11; 99/100; 19/20; 20/21; 10/11; 19/20; 1; 1; 20/21; 19/20; 19/20; 19/20; 19/20; 1; 9/10; 39/40; 11/12; 10/11; 1; 19/20; 1; ; 20/21; 20/21; 20/21
Draw; 13/5; 12/5; 5/2; 5/2; 131/50; 13/5; 5/2; 12/5; 28/11; 5/2; 5/2; 5/2; 12/5; 49/20; 5/2; 5/2; 27/11; 5/2; 5/2; 5/2; 5/2; 13/5; 51/20; 27/11; ; 5/2; 5/2; 5/2
Bolton; 3; 3; 3; 3; 63/20; 10/3; 29/10; 3; 56/19; 3; 14/5; 14/5; 3; 3; 3; 14/5; 37/13; 29/10; 37/13; 29/10; 3; 31/10; 3; 29/10; ; 3; 3; 3
META; english/championship/bolton-v-fulham; 2018-02-10 14:21:33 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 17/20; 13/15; 17/20; 89/100; 10/11; 9/10; 5/6; 16/19; 20/23; 19/20; 20/23; 17/20; 9/10; 10/11; 17/20; 13/15; 13/15; 7/8; 13/16; 5/6; 17/20; 17/20; 13/15; ; 5/6; 5/6; 10/11
Draw; 11/4; 5/2; 13/5; 5/2; 11/4; 11/4; 5/2; 5/2; 28/11; 13/5; 13/5; 12/5; 5/2; 5/2; 5/2; 13/5; 28/11; ; 13/5; 5/2; 13/5; 11/4; 13/5; 13/5; ; 13/5; 13/5; 27/10
Bolton; 10/3; 10/3; 10/3; 10/3; 69/20; 10/3; 10/3; 16/5; 7/2; 10/3; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 13/4; 3; 41/13; 17/5; 100/30; 18/5; 10/3; 33/10; ; 3; 10/3; 10/3
META; english/championship/bolton-v-fulham; 2018-02-10 18:20:13 GMT+2; 2018-02-10 15:00; In Play; Xlenovo
Fulham; 1/4; 1/4; 5/18; 1/4; 3/10; 2/9; ; 1/4; 3/14; ; 2/7; 1/4; ; 2/7; 1/4; 1/4; 1/4; 2/9; 1/4; 3/14; ; ; 1/4; 1/4; ; ; ; 2/7
Draw; ; 4; ; 4; 22/5; 4; ; 4; 22/5; ; 4; 7/2; 15/4; ; 15/4; 4; 77/19; 4; 4; 22/5; ; ; 17/4; 41/10; ; ; 21/5; 4
Bolton; ; 16; 14; 14; 10; 15; 12; ; 15; ; 14; 12; 10; 13; 10; 12; 57/4; 15; 23/2; 15; ; ; 16; 57/4; ; ; 81/5; 76/5
