META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-21 02:20:06 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 17/20; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; ; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 1/50; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; ; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 1/3; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; ; 4; 62/17; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-29 10:19:35 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 17/20; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; ; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 1/50; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; ; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 1/3; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; ; 4; 18/5; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-29 18:19:37 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; ; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 1/20; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; ; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 1/3; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; ; 4; 62/17; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-29 22:19:39 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; ; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 2/9; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; ; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 9/5; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; ; 4; 62/17; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-30 02:19:41 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; ; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; ; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; ; 4; 62/17; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-30 10:19:42 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; ; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; ; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 9/5; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; ; 4; 62/17; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-30 14:20:00 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; ; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; ; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; ; 4; 62/17; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-30 18:19:44 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; ; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; ; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; ; 4; 62/17; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 3; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-30 22:19:21 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; 12/5; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 15/8; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 7/2; 4; 62/17; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-31 02:19:12 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; 12/5; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 7/2; 4; 62/17; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 3; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-31 10:19:16 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; ; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; 12/5; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; ; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 7/2; 4; 62/17; 4; 33/10; 39/10; 7/2; ; 15/4; 62/17; ; 3; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-31 14:19:27 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; 12/5; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 7/2; 4; 62/17; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 3; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-31 18:19:16 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; 12/5; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 15/8; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 7/2; 4; 18/5; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 3; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-31 22:19:12 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 4/5; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; 12/5; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 7/2; 4; 18/5; 4; 33/10; 39/10; 7/2; 19/5; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-01 02:19:11 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 4/6; 10/13; 4/6; 4/5; 8/11; 4/5; 3/4; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; 12/5; 13/5; 27/11; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 7/2; 4; 18/5; 4; 33/10; 39/10; 7/2; 4; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-01 10:19:18 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 4/5; 8/11; 4/5; 3/4; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 7/2; 7/2; 18/5; 7/2; 33/10; 39/10; 7/2; 4; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-01 14:19:38 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 4/5; 8/11; 4/5; 3/4; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 33/10; 39/10; 7/2; 4; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-01 18:19:11 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 4/5; 8/11; 4/5; 3/4; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 33/10; 39/10; 7/2; 4; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-01 22:18:56 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 4/5; 8/11; 4/5; 3/4; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 47/20; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 33/10; 39/10; 7/2; 4; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-02 02:19:03 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 10/13; 8/11; 4/5; 3/4; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 15/8; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 7/2; 39/10; 7/2; 4; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-02 10:18:57 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/ 100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 10/13; 8/11; 4/5; 3/4; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 15/8; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 7/2; 39/10; 7/2; 4; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-02 14:19:00 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 10/13; 8/11; 4/5; 3/4; 10/13; 10/13; ; 4/7; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 19/10; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 7/2; 39/10; 7/2; 4; 15/4; 62/17; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-02 18:19:05 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 10/13; 8/11; 4/5; 3/4; 10/13; 10/13; ; 8/11; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 12/5; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 7/2; 39/10; 7/2; 4; 15/4; 62/17; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-02 22:18:59 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 10/13; 8/11; 4/5; 3/4; 10/13; 10/13; ; 8/11; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 12/5; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 7/2; 39/10; 7/2; 4; 15/4; 62/17; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-03 02:18:42 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 10/13; 8/11; 4/5; 3/4; 10/13; 10/13; ; 8/11; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 12/5; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 7/2; 39/10; 7/2; 4; 15/4; 62/17; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-03 10:18:50 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 10/13; 8/11; 4/5; 3/4; 10/13; 10/13; ; 8/11; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 12/5; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 7/2; 39/10; 7/2; 4; 15/4; 62/17; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-03 14:19:16 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 4/5; ; ; ; 89/100; 5/6; 4/5; 4/5; 8/11; ; ; 4/5; ; 4/5; 5/6; 4/5; 7/9; 10/13; 7/9; 10/13; 8/11; 4/5; 3/4; 10/13; 10/13; ; 8/11; ; 
Draw; 5/2; ; ; ; 63/25; 5/2; 12/5; 12/5; 5/2; ; ; 23/10; ; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; ; 12/5; ; 
Eibar; 7/2; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 7/2; 39/10; 7/2; 4; 15/4; 62/17; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-03 18:19:28 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; ; ; ; 89/100; 4/5; 3/4; 8/11; 8/11; ; ; 4/5; ; 5/6; 5/6; 4/5; 7/9; 14/19; 7/9; 11/14; 8/11; 4/5; 4/5; 10/13; 10/13; ; 8/11; ; 
Draw; 13/5; ; ; ; 63/25; 5/2; 5/2; 5/2; 5/2; ; ; 12/5; ; 47/20; 12/5; 5/2; 5/2; 27/11; 5/2; 12/5; 5/2; 12/5; 5/2; 49/20; 5/2; ; 12/5; ; 
Eibar; 15/4; ; ; ; 79/20; 4; 15/4; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 62/17; 7/2; 17/5; 39/10; 19/5; 19/5; 15/4; 62/17; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-03 22:19:23 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; ; ; ; 89/100; 4/5; 4/5; 4/5; 8/11; ; ; 4/5; ; 5/6; 5/6; 4/5; 7/9; 10/13; 7/9; 11/14; 8/11; 4/5; 4/5; 10/13; 10/13; ; 8/11; ; 
Draw; 13/5; ; ; ; 63/25; 5/2; 5/2; 12/5; 5/2; ; ; 12/5; ; 47/20; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 18/5; 7/2; 17/5; 39/10; 19/5; 19/5; 15/4; 62/17; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-04 02:19:24 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; ; ; ; 89/100; 4/5; 4/5; 4/5; 8/11; ; ; 4/5; ; 5/6; 5/6; 4/5; 7/9; 10/13; 7/9; 11/14; 8/11; 4/5; 4/5; 10/13; 10/13; ; 8/11; ; 
Draw; 13/5; ; ; ; 63/25; 5/2; 5/2; 12/5; 5/2; ; ; 12/5; ; 47/20; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; ; ; ; 79/20; 15/4; 7/2; 7/2; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 18/5; 7/2; 17/5; 39/10; 19/5; 19/5; 15/4; 62/17; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-04 10:19:29 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; ; ; ; 89/100; 4/5; 3/4; 8/11; 8/11; ; ; 4/5; ; 5/6; 5/6; 4/5; 7/9; 14/19; 7/9; 11/14; 8/11; 4/5; 4/5; 10/13; 10/13; ; 8/11; ; 
Draw; 13/5; ; ; ; 63/25; 12/5; 5/2; 12/5; 5/2; ; ; 12/5; ; 47/20; 12/5; 5/2; 5/2; 27/11; 5/2; 12/5; 5/2; 12/5; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; ; ; ; 79/20; 4; 15/4; 4; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 37/10; 7/2; 17/5; 39/10; 19/5; 19/5; 15/4; 37/10; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-04 14:19:43 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; ; ; ; 89/100; 4/5; 3/4; 8/11; 8/11; ; ; 4/5; ; 5/6; 5/6; 4/5; 7/9; 10/13; 7/9; 11/14; 8/11; 4/5; 4/5; 10/13; 10/13; ; 8/11; ; 
Draw; 13/5; ; ; ; 63/25; 12/5; 5/2; 12/5; 5/2; ; ; 12/5; ; 47/20; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; ; 12/5; ; 
Eibar; 15/4; ; ; ; 79/20; 4; 15/4; 4; 4; ; ; 15/4; ; 4; 15/4; 15/4; 7/2; 18/5; 7/2; 17/5; 39/10; 19/5; 19/5; 15/4; 62/17; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-04 18:19:31 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
