META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-21 02:20:03 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 7/25; 1/4; 2/9; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; ; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 1/4; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 27/5; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; ; 19/4; 63/13; 19/4; 49/10; 24/5; 5; 11/2; 5; 49/10; ; 21/10; ; 
Villarreal; 9; ; ; ; 12; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; ; 9; 9; 9; 32/5; 10; 15/2; 19/2; 9; 37/4; ; 1/3; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-30 02:19:38 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 7/25; 1/4; 2/9; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; ; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 1/4; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 27/5; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; ; 19/4; 49/10; 19/4; 49/10; 24/5; 5; 11/2; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 12; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; ; 9; 9; 9; 32/5; 10; 15/2; 19/2; 9; 37/4; ; 1/3; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-30 10:19:40 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 7/25; 1/4; 2/9; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; ; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 1/4; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 27/5; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; ; 19/4; 49/10; 19/4; 49/10; 24/5; 5; 11/2; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 12; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; ; 9; 9; 9; 32/5; 10; 15/2; 19/2; 9; 37/4; ; 1/3; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-30 14:19:57 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 7/25; 1/4; 2/9; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; ; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 1/4; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 27/5; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; ; 19/4; 49/10; 19/4; 49/10; 24/5; 5; 11/2; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 12; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; ; 9; 9; 9; 32/5; 10; 15/2; 19/2; 9; 37/4; ; 1/3; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-30 18:19:42 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 7/25; 1/4; 2/9; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; ; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 1/4; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 27/5; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; ; 19/4; 49/10; 19/4; 49/10; 24/5; 5; 11/2; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 12; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; ; 9; 9; 9; 32/5; 10; 15/2; 19/2; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-30 22:19:19 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 7/25; 1/4; 2/9; 1/4; 3/13; ; ; 3/10; ; 3/10; 1/4; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 1/4; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 27/5; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 11/2; 5; 19/4; 49/10; 19/4; 49/10; 24/5; 5; 11/2; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 12; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 9; 9; 9; 9; 9; 32/5; 10; 15/2; 19/2; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-31 02:19:10 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 2/9; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 1/4; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 49/10; 19/4; 49/10; 24/5; 5; 11/2; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 9; 9; 32/5; 10; 15/2; 19/2; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-31 10:19:13 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 2/9; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; ; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 49/10; 19/4; 49/10; 24/5; 5; ; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 9; 9; 32/5; 10; 15/2; ; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-31 14:19:25 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 2/9; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 1/4; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 63/13; 19/4; 49/10; 24/5; 5; 11/2; 5; 49/10; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 9; 9; 32/5; 10; 15/2; 19/2; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-31 18:19:13 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 2/9; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 1/4; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 63/13; 19/4; 49/10; 24/5; 5; 11/2; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 37/4; 9; 32/5; 10; 15/2; 19/2; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-31 22:19:10 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 2/9; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 1/4; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 63/13; 19/4; 49/10; 24/5; 5; 11/2; 5; 49/10; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 37/4; 9; 32/5; 10; 15/2; 19/2; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-01 02:19:08 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 1/4; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 2/7; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 63/13; 19/4; 49/10; 24/5; 21/4; 21/4; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 9; 9; 32/5; 10; 15/2; 8; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-01 10:19:15 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 1/4; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 2/7; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 63/13; 19/4; 49/10; 24/5; 21/4; 21/4; 5; 49/10; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 9; 9; 32/5; 10; 15/2; 8; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-01 14:19:36 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 1/4; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 2/7; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 49/10; 19/4; 49/10; 24/5; 21/4; 21/4; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 9; 9; 32/5; 10; 15/2; 8; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-01 18:19:08 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 1/4; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 2/7; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 49/10; 19/4; 49/10; 24/5; 21/4; 21/4; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 9; 9; 32/5; 10; 15/2; 8; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-01 22:18:53 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 1/4; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 2/7; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 63/13; 19/4; 49/10; 24/5; 21/4; 21/4; 5; 49/10; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 9; 9; 32/5; 10; 15/2; 8; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-02 02:19:01 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 1/4; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 2/7; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 63/13; 19/4; 49/10; 24/5; 5; 21/4; 5; 49/10; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 9; 9; 32/5; 10; 15/2; 8; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-02 10:18:55 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/ 100; 1/4; 1/4; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/ 100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 2/7; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 49/10; 19/4; 49/10; 24/5; 5; 21/4; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 9; 9; 32/5; 10; 15/2; 8; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-02 14:18:57 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/100; 1/4; 1/4; 1/4; 3/13; ; ; 3/10; ; 3/10; 30/100; 1/4; 1/4; 4/17; 1/4; 2/7; 3/13; 3/10; 2/7; 1/4; 4/17; ; 1/20; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 5; ; ; 9/2; ; 19/4; 5; 5; 19/4; 49/10; 19/4; 49/10; 24/5; 5; 21/4; 5; 94/19; ; 21/10; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 9; 9; 21/2; ; ; 15/2; ; 8; 15/2; 9; 9; 9; 9; 32/5; 10; 15/2; 8; 9; 37/4; ; 21/20; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-02 18:19:00 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/100; 1/4; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 30/100; 1/4; 1/4; 1/4; 1/4; 2/7; 3/11; 3/10; 2/7; 1/4; 5/19; ; 1/4; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 19/4; ; ; 9/2; ; 19/4; 5; 5; 19/4; 49/10; 19/4; 49/10; 23/5; 5; 21/4; 5; 94/19; ; 5; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 17/2; 9; 17/2; ; ; 15/2; ; 8; 15/2; 9; 9; 33/4; 9; 32/5; 17/2; 15/2; 8; 9; 33/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-02 22:18:56 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/100; 1/4; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 30/100; 1/4; 1/4; 1/4; 1/4; 2/7; 3/11; 3/10; 2/7; 1/4; 5/19; ; 1/4; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 19/4; ; ; 9/2; ; 19/4; 5; 5; 19/4; 49/10; 19/4; 49/10; 23/5; 5; 21/4; 5; 94/19; ; 5; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 17/2; 9; 17/2; ; ; 15/2; ; 8; 15/2; 9; 9; 33/4; 9; 32/5; 17/2; 15/2; 8; 9; 33/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-03 02:18:39 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/100; 1/4; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 30/100; 1/4; 1/4; 1/4; 1/4; 2/7; 3/11; 3/10; 2/7; 1/4; 5/19; ; 1/4; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 19/4; ; ; 9/2; ; 19/4; 5; 5; 19/4; 49/10; 19/4; 49/10; 23/5; 5; 21/4; 5; 94/19; ; 5; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 17/2; 9; 17/2; ; ; 15/2; ; 8; 15/2; 9; 9; 33/4; 9; 32/5; 17/2; 15/2; 8; 9; 33/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-03 10:18:47 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/100; 1/4; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 30/100; 1/4; 1/4; 1/4; 1/4; 2/7; 3/11; 3/10; 2/7; 1/4; 5/19; ; 1/4; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 19/4; ; ; 9/2; ; 19/4; 5; 5; 19/4; 49/10; 19/4; 49/10; 23/5; 5; 21/4; 5; 94/19; ; 5; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 17/2; 9; 17/2; ; ; 15/2; ; 8; 15/2; 9; 9; 33/4; 9; 32/5; 17/2; 15/2; 8; 9; 33/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-03 14:19:14 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/100; 2/7; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 30/100; 1/4; 1/4; 1/4; 1/4; 2/7; 3/11; 3/10; 2/7; 1/4; 5/19; ; 1/4; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 9/2; 19/4; ; ; 9/2; ; 19/4; 5; 5; 19/4; 63/13; 19/4; 49/10; 23/5; 5; 21/4; 5; 49/10; ; 5; ; 
Villarreal; 9; ; ; ; 25/2; 9; 17/2; 17/2; 17/2; ; ; 15/2; ; 8; 15/2; 9; 9; 33/4; 9; 32/5; 17/2; 15/2; 8; 9; 33/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-03 18:19:25 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/100; 1/4; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 30/100; 2/7; 1/4; 3/11; 1/4; 2/7; 3/11; 3/10; 2/7; 2/7; 3/11; ; 1/4; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 19/4; ; ; 9/2; ; 19/4; 5; 5; 19/4; 24/5; 19/4; 49/10; 23/5; 5; 21/4; 5; 63/13; ; 5; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 8; 9; 17/2; ; ; 15/2; ; 8; 15/2; 17/2; 9; 15/2; 9; 32/5; 17/2; 7; 8; 15/2; 15/2; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-03 22:19:21 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/100; 1/4; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 30/100; 2/7; 1/4; 5/18; 1/4; 2/7; 3/11; 3/10; 2/7; 2/7; 5/18; ; 1/4; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 19/4; ; ; 9/2; ; 19/4; 5; 5; 19/4; 24/5; 19/4; 49/10; 23/5; 5; 21/4; 5; 63/13; ; 5; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 8; 9; 17/2; ; ; 15/2; ; 8; 15/2; 17/2; 9; 29/4; 9; 32/5; 17/2; 7; 8; 15/2; 29/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-04 02:19:21 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/100; 1/4; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 30/100; 2/7; 1/4; 5/18; 1/4; 2/7; 3/11; 3/10; 2/7; 2/7; 5/18; ; 1/16; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 19/4; ; ; 9/2; ; 19/4; 5; 5; 19/4; 24/5; 19/4; 49/10; 23/5; 5; 21/4; 5; 63/13; ; 5; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 8; 9; 17/2; ; ; 15/2; ; 8; 15/2; 17/2; 9; 29/4; 9; 32/5; 17/2; 7; 8; 15/2; 29/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-04 10:19:27 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/100; 1/4; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 30/100; 2/7; 1/4; 3/11; 1/4; 2/7; 3/11; 3/10; 2/7; 2/7; 3/11; ; 1/16; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 19/4; ; ; 9/2; ; 19/4; 5; 5; 19/4; 63/13; 19/4; 49/10; 23/5; 5; 21/4; 5; 63/13; ; 5; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 8; 9; 17/2; ; ; 15/2; ; 8; 15/2; 17/2; 9; 15/2; 9; 32/5; 17/2; 7; 8; 15/2; 15/2; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-04 14:19:40 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; ; ; ; 27/100; 1/4; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 30/100; 2/7; 1/4; 5/18; 1/4; 2/7; 3/11; 3/10; 2/7; 2/7; 5/18; ; 2/9; ; 
Draw; 5; ; ; ; 11/2; 5; 5; 5; 19/4; ; ; 9/2; ; 19/4; 5; 5; 19/4; 63/13; 19/4; 49/10; 23/5; 5; 21/4; 5; 63/13; ; 5; ; 
Villarreal; 9; ; ; ; 25/2; 19/2; 8; 9; 17/2; ; ; 15/2; ; 8; 15/2; 17/2; 9; 29/4; 9; 32/5; 17/2; 7; 8; 15/2; 29/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-04 18:19:29 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; ; ; ; 27/100; 1/4; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 2/7; 1/4; 1/4; 3/13; 1/4; 2/7; 3/11; 3/10; 2/7; 2/7; 3/13; ; 2/9; ; 
Draw; 11/2; ; ; ; 11/2; 5; 11/2; 5; 19/4; ; ; 9/2; ; 19/4; 11/2; 5; 19/4; 53/10; 19/4; 49/10; 23/5; 21/4; 21/4; 5; 91/17; ; 5; ; 
Villarreal; 10; ; ; ; 25/2; 19/2; 17/2; 9; 17/2; ; ; 8; ; 8; 15/2; 10; 9; 35/4; 9; 32/5; 17/2; 15/2; 8; 17/2; 35/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-04 22:19:34 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; ; ; ; 13/50; 1/4; 1/4; 1/4; 3/11; ; ; 3/10; ; 3/10; 2/7; 1/4; 1/4; 3/13; 1/4; ; 3/11; 3/10; 2/7; 2/7; 2/9; ; 1/5; ; 
Draw; 11/2; ; ; ; 6; 5; 11/2; 5; 19/4; ; ; 9/2; ; 19/4; 11/2; 11/2; 19/4; 53/10; 19/4; ; 23/5; 21/4; 21/4; 5; 11/2; ; 5; ; 
Villarreal; 10; ; ; ; 12; 19/2; 17/2; 9; 17/2; ; ; 8; ; 8; 15/2; 9; 9; 35/4; 9; ; 17/2; 15/2; 8; 17/2; 35/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-05 02:19:26 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; ; ; ; 13/50; 1/4; 2/9; 2/9; 3/11; ; ; 2/7; ; 2/7; 2/7; 1/4; 1/4; 2/9; 1/4; 5/18; 3/11; 3/10; 1/4; 2/7; 2/9; ; 1/5; ; 
Draw; 11/2; ; ; ; 6; 5; 11/2; 11/2; 19/4; ; ; 5; ; 5; 11/2; 11/2; 19/4; 27/5; 19/4; 5; 23/5; 21/4; 11/2; 5; 60/11; ; 5; ; 
Villarreal; 10; ; ; ; 12; 19/2; 17/2; 9; 17/2; ; ; 9; ; 17/2; 15/2; 9; 9; 35/4; 9; 33/5; 17/2; 15/2; 9; 17/2; 35/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-05 10:19:22 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; ; ; 2/7; 13/50; 1/4; 2/9; 2/9; 3/11; ; ; 2/7; ; 2/7; 2/7; 1/4; 1/4; 2/9; 1/4; 5/18; 3/11; 3/10; 1/4; 1/4; 2/9; ; 1/5; ; 
Draw; 11/2; ; ; 5; 6; 5; 11/2; 11/2; 19/4; ; ; 5; ; 5; 11/2; 11/2; 19/4; 27/5; 19/4; 5; 23/5; 21/4; 11/2; 21/4; 27/5; ; 5; ; 
Villarreal; 10; ; ; 15/2; 12; 19/2; 17/2; 9; 17/2; ; ; 9; ; 17/2; 15/2; 9; 9; 35/4; 9; 33/5; 17/2; 15/2; 9; 17/2; 9; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-05 14:20:23 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; ; 2/7; 13/50; 1/4; 2/9; 2/9; 3/11; ; ; 2/7; ; 2/7; 2/7; 2/7; 1/4; 2/9; 1/4; 5/18; 3/11; 3/10; 1/4; 1/4; 2/9; ; 1/5; ; 
Draw; 11/2; 19/4; ; 5; 6; 5; 11/2; 11/2; 19/4; ; ; 5; ; 5; 11/2; 5; 19/4; 27/5; 19/4; 5; 23/5; 11/2; 11/2; 21/4; 60/11; ; 5; ; 
Villarreal; 10; 15/2; ; 15/2; 12; 19/2; 17/2; 9; 17/2; ; ; 9; ; 17/2; 15/2; 17/2; 9; 35/4; 9; 33/5; 17/2; 15/2; 9; 17/2; 35/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-05 18:22:25 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
