META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-27 04:19:13 GMT+2; 2017-04-01 15:00; e70300-dr003
Draw 1-1; 11/2; 5; 6; 6; 11/2; 5; 13/2; 6; 5; 5; 5; 5; 21/4; 6; 5; ; 6; 11/2; 6; 6; ; 27/5; 6; 5; 6; ; ; ; 
Owen Paterson; ; ; ; 100; 100; ; ; 100; ; ; 100; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Owen Smith; ; ; 66; 20; 50; ; ; 50; ; 100; 40; ; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Paul Nuttall; ; ; ; 66; 66; ; ; 100; ; ; ; ; 66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Priti Patel; ; ; ; 100; 100; ; ; 80; ; 100; 100; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Richard Branson; ; ; 100; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tony Blair; ; ; 100; 66; 50; ; ; 100; ; 50; 100; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Alan Sugar; ; ; 200; ; ; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ant and Dec; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Caroline Lucas; ; ; ; 100; 100; ; ; 150; ; 200; 100; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Deborah Meaden; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Duncan Bannatyne; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Gloria De Piero; ; ; ; 66; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Simon Cowell; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stephen Crabb; ; ; 66; 66; 66; ; ; 66; ; 200; 80; ; 80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wayne Rooney; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mark Wright; ; ; ; ; ; ; ; 275; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Charlotte Crosby; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Donald Trump; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Gemma Collins; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Michael Sheen; ; ; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-31 04:20:46 GMT+3; ; e70300-dr003
Democrats; ; ; ; 8/11; 8/11; ; ; ; 11/10; 8/11; 8/11; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; 3/4; ; 4/5; ; 
Republicans; ; ; ; 1; 5/4; ; ; ; ; 26/19; 11/8; ; ; ; ; ; ; ; ; ; ; ; 1; ; 1; ; 20/21; ; 
Independent; ; ; ; ; 25; ; ; ; ; 25; 25; ; ; ; ; ; ; ; ; ; ; ; 30; ; 30; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-31 04:32:24 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 17/20; 17/20; 9/10; 19/20; 10/11; 17/20; 9/10; 5/6; 9/10; 10/11; 5/6; 20/23; 9/10; 10/11; 17/20; 10/11; 13/15; 10/11; 5/6; 13/15; 97/100; 7/8; 7/8; ; 7/8; ; ; 5/6; 
Draw; 5/2; 9/4; 11/5; 11/5; 12/5; 43/20; 12/5; 23/10; 23/10; 23/10; 5/2; 21/10; 23/10; 12/5; 12/5; 12/5; 23/10; 21/10; 21/10; 23/10; 123/50; 40/17; 28/13; ; 28/13; ; ; 9/4; 
Wrexham; 16/5; 16/5; 16/5; 14/5; 16/5; 14/5; 16/5; 3; 3; 16/5; 10/3; 3; 3; 3; 16/5; 31/10; 16/5; 11/4; 3; 16/5; 67/20; 41/13; 16/5; ; 16/5; ; ; 3; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-31 12:22:08 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 17/20; 17/20; 9/10; 19/20; 10/11; 5/6; 9/10; 5/6; 9/10; 10/11; 5/6; 20/23; 9/10; 10/11; 17/20; 10/11; 13/15; 10/11; 5/6; 13/15; 97/100; 7/8; 7/8; ; 7/8; ; ; 5/6; 
Draw; 5/2; 9/4; 11/5; 11/5; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 5/2; 21/10; 23/10; 12/5; 12/5; 12/5; 23/10; 21/10; 21/10; 23/10; 123/50; 40/17; 28/13; ; 28/13; ; ; 9/4; 
Wrexham; 16/5; 16/5; 16/5; 14/5; 16/5; 14/5; 16/5; 3; 3; 16/5; 10/3; 3; 3; 3; 16/5; 31/10; 16/5; 11/4; 3; 16/5; 67/20; 41/13; 16/5; ; 16/5; ; ; 3; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-31 16:30:52 GMT+3; 2017-06-10 17:00; e70300-dr003
Denmark; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/13; ; ; 6/11; ; ; 61/100; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 3; ; ; 3; ; ; ; ; ; ; ; 
Kazakhstan; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 19/4; ; ; 29/5; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-03-31 20:22:17 GMT+3; 2017-04-01 12:15; e70300-dr003
Tranmere; 17/20; 17/20; 9/10; 10/11; 10/11; 5/6; 9/10; 5/6; 9/10; 10/11; 5/6; 20/23; 9/10; 10/11; 17/20; 11/13; 13/15; 10/11; 5/6; 13/15; 97/100; 10/11; 7/8; ; 7/8; ; ; 5/6; 
Draw; 5/2; 9/4; 11/5; 12/5; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 5/2; 21/10; 23/10; 12/5; 12/5; 12/5; 23/10; 21/10; 21/10; 23/10; 123/50; 23/10; 28/13; ; 28/13; ; ; 9/4; 
Wrexham; 16/5; 16/5; 16/5; 16/5; 16/5; 14/5; 16/5; 3; 3; 16/5; 10/3; 3; 3; 3; 16/5; 16/5; 16/5; 11/4; 3; 16/5; 67/20; 58/19; 16/5; ; 16/5; ; ; 3; 
META; english/non-league/national-league/wrexham-v-tranmere; 2017-04-01 20:20:56 GMT+3; 2017-04-05 19:45; e70300-dr003
Arsenal; 4/11; 4/9; 2/5; 2/5; 4/11; 17/40; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 4/11; 7/19; 21/50; 7/17; 7/19; 4/11; 7/19; ; ; ; 
Draw; 4; 18/5; 15/4; 15/4; 4; 4; 4; 10/3; 17/4; 15/4; 18/5; 7/2; 4; 4; 17/4; 4; 41/10; 4; 4; 41/10; 43/10; 4; 4; 15/4; 4; ; ; ; 
West Ham; 13/2; 11/2; 13/2; 6; 7; 6; 7; 8; 6; 13/2; 6; 13/2; 7; 7; 6; 13/2; 7; 7; 7; 7; 71/10; 6; 7; 6; 7; ; ; ; 
