META; english/non-league/national-league/southport-v-guiseley; 2017-03-26 04:22:58 GMT+2; 2017-04-01 15:00; e70300-dr003
Guiseley; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southport; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-27 04:19:33 GMT+2; 2017-03-31 19:00; e70300-dr003
Helmond Sport; 3/4; ; 3/4; ; 8/11; 8/11; 8/11; ; 8/11; 3/4; ; 3/4; ; ; 3/4; ; 5/7; 3/4; ; 5/7; 3/4; ; 13/19; 3/4; 7/10; ; ; ; 
Mateusz Mozdzen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; 26/5; 5; ; ; 53/10; ; 53/10; ; ; ; 
Vanja Markovic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; 26/5; ; ; ; 53/10; ; 53/10; ; ; ; 
Rafal Grzelak; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/4; ; 6; ; ; ; 6; ; 6; ; ; ; 
Radek Dejmek; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/2; ; 15/2; ; ; ; 15/2; ; 15/2; ; ; ; 
No Goalscorer; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 31/4; ; ; ; ; ; ; ; ; ; ; ; 
Elhadji Djibril Diaw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 35/4; ; 9; ; ; ; 9; ; 9; ; ; ; 
Marcin Cebula; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; 9; ; ; ; 9; ; 9; ; ; ; 
Mateusz Lewandowski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10; ; 10; ; ; ; 10; ; 10; ; ; ; 
Bartosz Rymaniak; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11; ; 23/2; ; ; ; 23/2; ; 23/2; ; ; ; 
Augusto; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/2; ; 12; ; ; ; 12; ; 12; ; ; ; 
Kamil Dankowski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/2; ; 12; ; ; ; 12; ; 12; ; ; ; 
Mariusz Pawelec; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/2; ; 12; 23/2; ; ; 12; ; 12; ; ; ; 
Pawel Zielinski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 31/2; ; 16; ; ; ; 16; ; 16; ; ; ; 
Ken Kallaste; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; 17; ; ; ; 17; ; 17; ; ; ; 
Vladislavs Gabovs; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 33/2; ; 17; ; ; ; 17; ; 17; ; ; ; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-31 00:20:24 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 7/5; 7/5; 7/5; 6/4; 11/8; 7/5; 6/4; 7/5; 7/5; 29/20; 13/10; 29/20; 29/20; 6/4; 16/11; 7/5; 6/4; 11/8; 7/5; 31/20; 16/11; 11/8; ; 11/8; ; ; 7/5; 
Guiseley; 9/5; 9/5; 7/4; 17/10; 9/5; 13/8; 15/8; 17/10; 9/5; 9/5; 15/8; 17/10; 9/5; 9/5; 7/4; 9/5; 9/5; 6/4; 17/10; 9/5; 181/100; 9/5; 17/10; ; 17/10; ; ; 9/5; 
Draw; 23/10; 23/10; 9/4; 23/10; 23/10; 43/20; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 9/4; 11/5; 9/4; 23/10; 23/10; 11/5; 12/5; 23/10; 13/5; 23/10; 12/5; ; 12/5; ; ; 11/5; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-31 00:22:22 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 7/5; 7/5; 7/5; 6/4; 11/8; 7/5; 6/4; 7/5; 7/5; 29/20; 13/10; 29/20; 29/20; 6/4; 16/11; 7/5; 6/4; 11/8; 7/5; 31/20; 16/11; 11/8; ; 11/8; ; ; 7/5; 
Guiseley; 9/5; 9/5; 7/4; 17/10; 9/5; 13/8; 15/8; 17/10; 9/5; 9/5; 15/8; 17/10; 9/5; 9/5; 7/4; 9/5; 9/5; 6/4; 17/10; 9/5; 181/100; 9/5; 17/10; ; 17/10; ; ; 9/5; 
Draw; 23/10; 23/10; 9/4; 23/10; 23/10; 43/20; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 9/4; 11/5; 9/4; 23/10; 23/10; 11/5; 12/5; 23/10; 13/5; 23/10; 12/5; ; 12/5; ; ; 11/5; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-31 04:21:11 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 7/5; 7/5; 7/5; 6/4; 11/8; 7/5; 6/4; 7/5; 7/5; 29/20; 13/10; 29/20; 29/20; 6/4; 16/11; 7/5; 6/4; 11/8; 7/5; 31/20; 16/11; 11/8; ; 11/8; ; ; 7/5; 
Guiseley; 9/5; 9/5; 7/4; 17/10; 9/5; 13/8; 15/8; 17/10; 9/5; 9/5; 15/8; 17/10; 9/5; 9/5; 7/4; 9/5; 9/5; 6/4; 17/10; 9/5; 181/100; 9/5; 17/10; ; 17/10; ; ; 9/5; 
Draw; 23/10; 23/10; 9/4; 23/10; 23/10; 43/20; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 9/4; 11/5; 9/4; 23/10; 40/17; 11/5; 12/5; 40/17; 13/5; 23/10; 12/5; ; 12/5; ; ; 11/5; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-31 04:32:45 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 7/5; 7/5; 7/5; 6/4; 11/8; 7/5; 6/4; 7/5; 7/5; 29/20; 13/10; 29/20; 29/20; 6/4; 16/11; 7/5; 6/4; 11/8; 7/5; 31/20; 16/11; 11/8; ; 11/8; ; ; 7/5; 
Guiseley; 9/5; 9/5; 7/4; 17/10; 9/5; 13/8; 15/8; 17/10; 9/5; 9/5; 15/8; 17/10; 9/5; 9/5; 7/4; 9/5; 9/5; 6/4; 17/10; 9/5; 181/100; 9/5; 17/10; ; 17/10; ; ; 9/5; 
Draw; 23/10; 23/10; 9/4; 23/10; 23/10; 43/20; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 9/4; 11/5; 9/4; 23/10; 40/17; 11/5; 12/5; 40/17; 13/5; 23/10; 12/5; ; 12/5; ; ; 11/5; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-31 12:22:30 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 7/5; 7/5; 7/5; 6/4; 11/8; 29/20; 6/4; 7/5; 7/5; 29/20; 13/10; 29/20; 29/20; 6/4; 16/11; 7/5; 6/4; 11/8; 7/5; 31/20; 16/11; 11/8; ; 11/8; ; ; 7/5; 
Guiseley; 9/5; 9/5; 7/4; 17/10; 9/5; 13/8; 15/8; 17/10; 9/5; 9/5; 15/8; 17/10; 9/5; 9/5; 7/4; 9/5; 9/5; 6/4; 7/4; 9/5; 181/100; 9/5; 7/4; ; 7/4; ; ; 9/5; 
Draw; 23/10; 23/10; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 12/5; 23/10; 23/10; 9/4; 11/5; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 13/5; 23/10; 23/10; ; 23/10; ; ; 11/5; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-31 16:31:23 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 7/5; 7/5; 7/5; 6/4; 11/8; 7/5; 6/4; 7/5; 7/5; 29/20; 11/8; 29/20; 29/20; 7/5; 16/11; 16/11; 6/4; 11/8; 16/11; 31/20; 16/11; 11/8; ; 11/8; ; ; 7/5; 
Guiseley; 9/5; 9/5; 7/4; 15/8; 9/5; 13/8; 15/8; 17/10; 9/5; 9/5; 15/8; 17/10; 9/5; 9/5; 7/4; 9/5; 7/4; 6/4; 7/4; 7/4; 181/100; 15/8; 7/4; ; 7/4; ; ; 9/5; 
Draw; 23/10; 23/10; 9/4; 12/5; 23/10; 43/20; 12/5; 9/4; 23/10; 12/5; 23/10; 11/5; 9/4; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 13/5; 11/5; 23/10; ; 23/10; ; ; 11/5; 
META; english/non-league/national-league/southport-v-guiseley; 2017-03-31 20:22:52 GMT+3; 2017-04-01 15:00; e70300-dr003
Southport; 29/20; 7/5; 7/5; 7/5; 6/4; 11/8; 29/20; 6/4; 7/5; 7/5; 29/20; 11/8; 29/20; 29/20; 7/5; 16/11; 7/5; 6/4; 11/8; 7/5; 31/20; 16/11; 11/8; ; 11/8; ; ; 7/5; 
Guiseley; 9/5; 9/5; 7/4; 9/5; 9/5; 13/8; 15/8; 17/10; 9/5; 9/5; 15/8; 17/10; 9/5; 9/5; 7/4; 9/5; 9/5; 6/4; 7/4; 9/5; 181/100; 15/8; 7/4; ; 7/4; ; ; 9/5; 
Draw; 23/10; 23/10; 9/4; 5/2; 23/10; 43/20; 23/10; 9/4; 23/10; 12/5; 23/10; 11/5; 9/4; 9/4; 12/5; 23/10; 40/17; 11/5; 23/10; 40/17; 13/5; 11/5; 23/10; ; 23/10; ; ; 11/5; 
META; english/non-league/national-league/southport-v-guiseley; 2017-04-01 04:20:12 GMT+3; 2017-04-04 20:30; e70300-dr003
Atletico Madrid; 4/11; ; 2/5; 2/5; 2/5; 17/40; 2/5; ; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 4/9; 2/5; 4/11; 2/5; 2/5; ; 11/25; 2/5; 2/5; ; 2/5; ; 4/11; ; 
Draw; 15/4; ; 17/5; 17/5; 19/5; 19/5; 15/4; ; 7/2; 7/2; 13/4; 10/3; 15/4; 18/5; 7/2; 7/2; 39/11; 31/10; 7/2; ; 19/5; 39/11; 15/4; ; 15/4; ; 7/2; ; 
Real Sociedad; 7; ; 15/2; 15/2; 15/2; 7; 15/2; ; 7; 15/2; 7; 8; 15/2; 7; 13/2; 15/2; 7; 33/4; 7; ; 79/10; 6; 7; ; 7; ; 38/5; ; 
