META; english/league-1/bristol-rovers-v-fleetwood; 2016-10-30 00:21:16 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 11/10; 11/10; ; ; 11/10; ; 11/10; ; ; ; 10/11; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; 12/5; 11/4; 12/5; 13/5; 13/5; 11/5; 12/5; 13/5; 11/4; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 16/5; 11/4; ; 3; 3; 11/4; 14/5; 13/5; 14/5; 14/5; 5/2; 3; 57/20; 3; 3; ; ; ; 13/5; ; ; ; ; 14/5; ; ; 14/5; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 12:52:39 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 19/20; ; 10/11; 1; 17/20; 19/20; 1; 10/11; 10/11; 10/11; 19/20; 9/10; 19/20; 10/11; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; 12/5; 27/10; 12/5; 13/5; 13/5; 11/5; 12/5; 13/5; 11/4; 5/2; ; ; ; 13/5; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 16/5; 11/4; ; 3; 3; 11/4; 29/10; 13/5; 14/5; 14/5; 5/2; 3; 57/20; 3; 3; ; ; ; 5/2; ; ; ; ; 14/5; ; ; 3; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 13:45:45 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 10/11; ; 10/11; 1; 17/20; 19/20; 1; 10/11; 10/11; 19/20; 19/20; 9/10; 19/20; 10/11; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 10/11; ; 
Draw; 13/5; 13/5; ; 5/2; 12/5; 5/2; 27/10; 12/5; 13/5; 13/5; 13/5; 12/5; 13/5; 11/4; 5/2; ; ; ; 13/5; ; ; ; ; 5/2; ; ; 5/2; ; 
Fleetwood; 16/5; 29/10; ; 3; 3; 11/4; 29/10; 13/5; 14/5; 14/5; 3; 3; 57/20; 3; 3; ; ; ; 5/2; ; ; ; ; 14/5; ; ; 3; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 15:45:52 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 10/11; 19/20; 20/21; 1; 17/20; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; 1; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 10/11; ; 20/21
Draw; 13/5; 13/5; 13/5; 5/2; 12/5; 5/2; 27/10; 12/5; 13/5; 13/5; 13/5; ; 13/5; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 5/2; ; ; 5/2; ; 13/5
Fleetwood; 16/5; 29/10; 27/10; 14/5; 3; 13/5; 14/5; 13/5; 14/5; 11/4; 3; ; 11/4; 16/5; 11/4; ; ; ; 5/2; ; ; ; ; 14/5; ; ; 14/5; ; 3
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 16:23:23 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 10/11; 19/20; 20/21; 1; 17/20; 20/21; 1; 10/11; 20/21; 19/20; 19/20; 10/11; 1; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 20/21; ; 20/21
Draw; 13/5; 13/5; 13/5; 5/2; 12/5; 5/2; 27/10; 12/5; 13/5; 13/5; 13/5; 12/5; 13/5; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 5/2; ; ; 5/2; ; 13/5
Fleetwood; 16/5; 29/10; 27/10; 14/5; 3; 13/5; 14/5; 13/5; 14/5; 11/4; 3; 3; 11/4; 16/5; 11/4; ; ; ; 5/2; ; ; ; ; 14/5; ; ; 14/5; ; 3
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 17:45:47 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 10/11; 19/20; 10/11; 1; 17/20; 1; 1; 1; 10/11; 19/20; 19/20; 10/11; 1; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 10/11; ; 1
Draw; 13/5; 13/5; 13/5; 5/2; 12/5; 5/2; 27/10; 12/5; 11/4; 13/5; 13/5; 12/5; 53/20; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 5/2; ; ; 5/2; ; 13/5
Fleetwood; 16/5; 29/10; 27/10; 14/5; 3; 13/5; 14/5; 13/5; 11/4; 11/4; 3; 3; 11/4; 16/5; 11/4; ; ; ; 5/2; ; ; ; ; 14/5; ; ; 14/5; ; 3
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 18:36:38 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 10/11; 19/20; 10/11; 1; 17/20; 20/21; 1; 1; 10/11; 19/20; 19/20; 10/11; 1; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 10/11; ; 20/21
Draw; 13/5; 13/5; 13/5; 5/2; 12/5; 5/2; 11/4; 12/5; 11/4; 13/5; 13/5; 12/5; 53/20; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 5/2; ; ; 5/2; ; 13/5
Fleetwood; 16/5; 29/10; 27/10; 14/5; 3; 13/5; 14/5; 13/5; 11/4; 11/4; 3; 3; 11/4; 16/5; 11/4; ; ; ; 5/2; ; ; ; ; 14/5; ; ; 14/5; ; 3
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 19:45:46 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 10/11; 19/20; 20/21; 1; 17/20; 20/21; 1; 1; 10/11; 19/20; 19/20; 10/11; 19/20; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 10/11; ; 20/21
Draw; 13/5; 13/5; 13/5; 5/2; 12/5; 5/2; 11/4; 12/5; 11/4; 13/5; 13/5; 12/5; 53/20; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; 5/2; ; ; 27/10; ; 14/5
Fleetwood; 16/5; 29/10; 27/10; 11/4; 3; 13/5; 11/4; 13/5; 11/4; 11/4; 3; 3; 11/4; 16/5; 11/4; ; ; ; 5/2; ; ; ; ; 14/5; ; ; 14/5; ; 3
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 20:22:35 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 19/20; 19/20; 10/11; 1; 17/20; 20/21; 1; 1; 10/11; 1; 19/20; 10/11; 19/20; 19/20; ; ; ; 13/15; ; ; ; ; 19/20; ; ; 10/11; ; 20/21
Draw; 13/5; 11/4; 27/10; 13/5; 12/5; 5/2; 13/5; 12/5; 11/4; 5/2; 13/5; 12/5; 53/20; 13/5; 5/2; ; ; ; 13/5; ; ; ; ; 5/2; ; ; 13/5; ; 11/4
Fleetwood; 16/5; 13/5; 27/10; 13/5; 3; 13/5; 14/5; 13/5; 11/4; 14/5; 3; 3; 11/4; 16/5; 14/5; ; ; ; 5/2; ; ; ; ; 14/5; ; ; 14/5; ; 3
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 21:45:48 GMT+3; 2016-11-01 19:45; e70300-dr003
Bristol Rovers; 19/20; 19/20; 19/20; 20/21; 1; 17/20; 20/21; 1; 10/11; 10/11; 1; 19/20; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; ; ; 20/21; ; 1
Draw; 13/5; 11/4; 27/10; 5/2; 12/5; 5/2; 11/4; 12/5; 11/4; 5/2; 13/5; 12/5; 53/20; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; 5/2; ; ; 13/5; ; 11/4
Fleetwood; 16/5; 13/5; 27/10; 14/5; 3; 13/5; 14/5; 13/5; 14/5; 14/5; 3; 3; 11/4; 16/5; 14/5; ; ; ; 5/2; ; ; ; ; 14/5; ; ; 14/5; ; 14/5
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-01 23:45:45 GMT+3; 2016-11-01 19:45; In Play; e70300-dr003
Fleetwood; 1; 10/11; 21/20; 21/20; 1; 1; 21/20; 10/11; ; 1; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 21/10; 41/20; 15/8; 11/5; 2; 85/40; 2; ; 15/8; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bristol Rovers; 3; 14/5; 3; 13/5; 3; 14/5; 29/10; 7/2; ; 3; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/bristol-rovers-v-fleetwood; 2016-11-02 00:22:59 GMT+3; 2016-11-01 19:45; In Play; e70300-dr003
Bristol Rovers; 1/9; 1/7; 3/20; 1/10; 1/7; 1/10; 2/17; 1/12; ; 2/15; 2/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 6; 6; 11/2; 11/2; 11/2; 5; 6; 6; ; 11/2; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fleetwood; 80; 50; 33; 40; 33; 50; 35; 55; ; 50; 45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
